all,n,K,n_all_agree,all_agree,all_agree_lo,all_agree_hi,majority,mean_frac_callers,detected,detected_discord,singleton,jaccard,fleiss_kappa,rate_MUTECT,rate_MUSE,rate_VARSCANS,rate_SOMATICSNIPER,rate_RADIA,vtype,grouping,filter,centers,vaf_bin,lc,rate_INDELOCATOR,rate_VARSCANI,rate_PINDEL
,594127,5,169304,0.28496264266730853,0.28381623442631654,0.286111831633001,0.8871689049647634,0.7904841894073152,594127,0.7150373573326915,1.6831418198465984e-06,0.6468143532942823,0.0038687653916268786,0.9563628651786571,0.9323747279622033,0.8930279216396494,0.3032634436745006,0.8673919885815659,snv,vaf_bin,PASS,strict,10-20%,,,,
,1938652,5,1629599,0.8405835601232197,0.8400675912335626,0.8410981792759166,0.9479834441663589,0.9386218877859461,1938652,0.15941643987678036,1.547467002845276e-06,0.9158109027374755,0.2808864557802138,0.9754190024821371,0.9788806861675019,0.9201280064704753,0.9059470188564013,0.912734724953215,snv,vaf_bin,PASS,strict,>=20%,,,,
,2660031,5,1742704,0.6551442445595559,0.6545728159492942,0.6557152250702533,0.889103172105889,0.8716270599853913,2660031,0.3448557554404441,3.759354684212327e-07,0.8169481737904674,0.21726979690422385,0.972074761534734,0.9642928973384145,0.8756288930467352,0.7037109717894265,0.8424277762176455,snv,lc,PASS,strict,,False,,,
,96752,5,56203,0.5808975525053746,0.5777853487120622,0.5840033326117661,0.840478749793286,0.8328572019183065,96752,0.41910244749462544,4.134281461881925e-05,0.768054507554008,0.21324379119583442,0.9379030924425334,0.9333243757234992,0.8400549859434431,0.6679758557962626,0.7850276996857946,snv,lc,PASS,strict,,True,,,
,27091,5,0,0.0,1.3552527156068805e-20,0.0001417782357771849,0.0,0.4,27091,1.0,0.0,0.1111111111111111,-0.2499999999999999,0.9988926211657008,1.0,0.0,0.0,0.0011073788342992137,snv,vaf_bin+lc,PASS,strict,<5%,False,,,
,1305,5,0,0.0,0.0,0.002935006982553408,0.0,0.4,1305,1.0,0.0,0.1111111111111111,-0.25,0.9984674329501916,1.0,0.0,0.0,0.0015325670498084292,snv,vaf_bin+lc,PASS,strict,<5%,True,,,
,188729,5,4,2.1194411033810386e-05,8.242122434844113e-06,5.449978686490961e-05,0.4175034043522723,0.5037106115117443,188729,0.9999788055889662,5.298602758452596e-06,0.2310856120028159,-0.15963128824351594,0.9659988660990096,0.8958824557964065,0.49238855713748286,0.00012186786344440971,0.16416131066237832,snv,vaf_bin+lc,PASS,strict,5-10%,False,,,
,6879,5,0,0.0,0.0,0.0005581210672477586,0.3872655909289141,0.4947230702136938,6879,1.0,0.0,0.2200664346146791,-0.1655899239561775,0.962058438726559,0.9037650821340311,0.4606774240441925,0.0007268498328245384,0.14638755633086203,snv,vaf_bin+lc,PASS,strict,5-10%,True,,,
,573805,5,164317,0.28636383440367374,0.2851955974364607,0.28753493181664314,0.889019788952693,0.7916769634283424,573805,0.7136361655963263,0.0,0.6482643551799023,0.003016138394745615,0.9575238974913081,0.9334808863638344,0.8941190822666237,0.3042793283432525,0.8689816226766933,snv,vaf_bin+lc,PASS,strict,10-20%,False,,,
,20322,5,4987,0.24539907489420332,0.23953112272682486,0.251363263074392,0.834907981497884,0.7568054325361677,20322,0.7546009251057967,4.920775514221041e-05,0.6052350782709502,0.019085131592041896,0.9235803562641473,0.9011416199192993,0.8622182856018108,0.2745792736935341,0.8225076272020471,snv,vaf_bin+lc,PASS,strict,10-20%,True,,,
,1870406,5,1578383,0.8438718652527847,0.8433509726693559,0.8443913453440627,0.9495922275698431,0.9401090458435227,1870406,0.15612813474721532,0.0,0.9176993590739058,0.28037984284483164,0.9767633337360979,0.9801310517609546,0.9213090633798223,0.9074356048900613,0.9149061754506775,snv,vaf_bin+lc,PASS,strict,>=20%,False,,,
,68246,5,51216,0.7504615655129971,0.747200826898284,0.7536941095482207,0.9038918031826041,0.8978636110541277,68246,0.2495384344870029,4.395862028543797e-05,0.8633688506837351,0.2759091158632981,0.9385751545878147,0.9446121384403482,0.8877589895378484,0.8651496058377047,0.8532221668669226,snv,vaf_bin+lc,PASS,strict,>=20%,True,,,
all,3422928,5,2072922,0.6055990660627393,0.6050812089550348,0.6061166861488012,0.8330157689557011,0.8393369068820611,3422928,0.3944009339372607,2.337180332160069e-06,0.7808157378148933,0.23565150137893193,0.9144504354166959,0.9120557020188563,0.8745781389500451,0.657816641191401,0.8377836168333076,snv,all,all,strict,,,,,
,41030,5,0,0.0,0.0,9.361684609882801e-05,0.0,0.4,41030,1.0,0.0,0.1111111111111111,-0.25,0.9990738484036071,1.0,0.0,0.0,0.0009261515963928833,snv,vaf_bin,all,strict,<5%,,,,
