vtype,vaf_bin,factor,n_hi,disc_hi,n_lo,disc_lo,diff,diff_lo,diff_hi,p,p_holm,direction_supports,sig_supports,purity,denom,callerset
indel,<5%,lc,163,0.9263803680981595,804,0.8308457711442786,0.09553459695388089,0.03935309551960404,0.13696168896407182,0.0029804928194146147,0.005960985638829229,True,True,0.2,truth,shared4
indel,5-10%,lc,129,0.9069767441860465,338,0.591715976331361,0.3152607678546855,0.23450491283270436,0.3811851996814228,1.4262212579942617e-10,4.2786637739827853e-10,True,True,0.2,truth,shared4
indel,10-20%,lc,91,0.9340659340659341,100,0.48,0.4540659340659341,0.3342684733320713,0.5557682307046612,2.7707739795700455e-11,1.1083095918280182e-10,True,True,0.2,truth,shared4
snv,<5%,lc,828,0.8647342995169082,13988,0.7237632256219617,0.14097107389494645,0.11492639630111184,0.16384351189893634,8.388095495025214e-19,4.194047747512607e-18,True,True,0.2,truth,shared4
snv,5-10%,lc,846,0.6430260047281324,12367,0.2914207164227379,0.3516052883053945,0.31776380278912597,0.38416069833284605,1.7071404528788395e-100,1.1949983170151877e-99,True,True,0.2,truth,shared4
snv,10-20%,lc,712,0.3637640449438202,10550,0.11886255924170616,0.24490148570211404,0.20981032419909637,0.28138496981231215,2.4902810945364214e-76,1.4941686567218528e-75,True,True,0.2,truth,shared4
snv,>=20%,lc,2,0.0,153,0.05228758169934641,-0.05228758169934641,-0.09977641732765787,0.6058286334344417,1.0,1.0,False,False,0.2,truth,shared4
indel,<5%,lc,214,1.0,489,1.0,0.0,-0.017634195260581742,0.007794512316164015,1.0,1.0,False,False,0.2,union,native
indel,5-10%,lc,420,0.9714285714285714,892,0.8183856502242153,0.15304292120435614,0.12141265041110122,0.18233125893843177,4.7800930181925946e-14,1.9120372072770378e-13,True,True,0.2,union,native
indel,10-20%,lc,2049,0.9624206930209859,1936,0.6544421487603306,0.3079785442606553,0.2852063464962125,0.33069049254952243,1.5743870689838583e-136,7.871935344919292e-136,True,True,0.2,union,native
indel,>=20%,lc,5874,0.9119850187265918,3108,0.5350707850707851,0.3769142336558067,0.35788552995187445,0.3958171508637064,0.0,0.0,True,True,0.2,union,native
snv,<5%,lc,1618,1.0,7470,1.0,0.0,-0.0023685785067346643,0.0005139871967929643,1.0,1.0,False,False,0.2,union,native
snv,5-10%,lc,2157,0.9995363931386184,16237,0.9998152368048285,-0.0002788436662101157,-0.0024401618685053403,0.0002447705449559987,0.3928449490672728,1.0,False,False,0.2,union,native
snv,10-20%,lc,13035,0.9471423091676257,36488,0.5001644376233282,0.44697787154429747,0.44048835337050357,0.453309480979167,0.0,0.0,True,True,0.2,union,native
snv,>=20%,lc,20059,0.9205842763846652,52246,0.3919534509818933,0.5286308254027718,0.5229560974975926,0.5341863691144754,0.0,0.0,True,True,0.2,union,native
indel,<5%,lc,214,1.0,489,1.0,0.0,-0.017634195260581742,0.007794512316164015,1.0,1.0,False,False,0.2,union,shared4
indel,5-10%,lc,420,0.9714285714285714,892,0.8183856502242153,0.15304292120435614,0.12141265041110122,0.18233125893843177,4.7800930181925946e-14,9.560186036385189e-14,True,True,0.2,union,shared4
indel,10-20%,lc,2049,0.9624206930209859,1936,0.6544421487603306,0.3079785442606553,0.2852063464962125,0.33069049254952243,1.5743870689838583e-136,6.297548275935433e-136,True,True,0.2,union,shared4
indel,>=20%,lc,5874,0.9119850187265918,3108,0.5350707850707851,0.3769142336558067,0.35788552995187445,0.3958171508637064,0.0,0.0,True,True,0.2,union,shared4
snv,<5%,lc,756,0.9404761904761905,7470,0.7491298527443105,0.19134633773187992,0.1698376142461039,0.20913680958294922,3.4872871700218737e-32,1.046186151006562e-31,True,True,0.2,union,shared4
snv,5-10%,lc,2059,0.8523555123846528,16235,0.36162611641515247,0.4907293959695003,0.4731107240863817,0.5071377324947808,0.0,0.0,True,True,0.2,union,shared4
snv,10-20%,lc,4440,0.7963963963963964,35275,0.32768249468462085,0.4687139017117755,0.4556547246984353,0.4812852128253698,0.0,0.0,True,True,0.2,union,shared4
snv,>=20%,lc,5970,0.7331658291457287,48831,0.34897913210870146,0.38418669703702724,0.3720548180558905,0.39602959247814706,0.0,0.0,True,True,0.2,union,shared4
indel,<5%,lc,194,1.0,439,1.0,0.0,-0.019416854503563452,0.008674569067955273,1.0,1.0,False,False,0.2,union_hc,native
indel,5-10%,lc,284,0.971830985915493,614,0.7654723127035831,0.20635867321190993,0.1650147370898731,0.2440850498928783,3.650958631222911e-14,1.4603834524891643e-13,True,True,0.2,union_hc,native
indel,10-20%,lc,250,0.936,322,0.5093167701863354,0.4266832298136647,0.36084416768242517,0.48622418391074346,1.024234054321845e-27,6.1454043259310705e-27,True,True,0.2,union_hc,native
indel,>=20%,lc,191,0.9685863874345549,40,0.325,0.6435863874345549,0.48476482974554513,0.7688915042409913,5.225092299554002e-25,2.612546149777001e-24,True,True,0.2,union_hc,native
snv,<5%,lc,573,1.0,6935,1.0,0.0,-0.0066594707470361,0.0005536167447393048,1.0,1.0,False,False,0.2,union_hc,native
snv,5-10%,lc,1411,1.0,12107,0.9999174031551995,8.259684480049767e-05,-0.0026333710572598403,0.00046775250696340365,1.0,1.0,True,False,0.2,union_hc,native
snv,10-20%,lc,8027,0.9621278186121839,11500,0.41730434782608694,0.5448234707860969,0.5347699449647274,0.5546408727956598,0.0,0.0,True,True,0.2,union_hc,native
snv,>=20%,lc,9231,0.9863503412414689,3624,0.5137969094922737,0.4725534317491952,0.4561008440928366,0.48897646455358856,0.0,0.0,True,True,0.2,union_hc,native
indel,<5%,lc,194,1.0,439,1.0,0.0,-0.019416854503563452,0.008674569067955273,1.0,1.0,False,False,0.2,union_hc,shared4
indel,5-10%,lc,284,0.971830985915493,614,0.7654723127035831,0.20635867321190993,0.1650147370898731,0.2440850498928783,3.650958631222911e-14,7.301917262445821e-14,True,True,0.2,union_hc,shared4
indel,10-20%,lc,250,0.936,322,0.5093167701863354,0.4266832298136647,0.36084416768242517,0.48622418391074346,1.024234054321845e-27,5.1211702716092254e-27,True,True,0.2,union_hc,shared4
indel,>=20%,lc,191,0.9685863874345549,40,0.325,0.6435863874345549,0.48476482974554513,0.7688915042409913,5.225092299554002e-25,2.0900369198216008e-24,True,True,0.2,union_hc,shared4
snv,<5%,lc,573,0.9232111692844677,6935,0.7326604181687094,0.19055075111575825,0.1637686843691705,0.21235999843307898,1.0527068668784485e-23,3.1581206006353455e-23,True,True,0.2,union_hc,shared4
snv,5-10%,lc,1411,0.8114812189936216,12106,0.2664794316867669,0.5450017873068547,0.5223198056843172,0.5660525944277023,0.0,0.0,True,True,0.2,union_hc,shared4
snv,10-20%,lc,1258,0.6558028616852146,10781,0.11112141730822744,0.5446814443769872,0.5173068572662134,0.5710696524805642,0.0,0.0,True,True,0.2,union_hc,shared4
snv,>=20%,lc,296,0.5743243243243243,1941,0.09222050489438434,0.48210381942994,0.4235550746871339,0.5384354205068274,8.385211225532391e-100,5.031126735319434e-99,True,True,0.2,union_hc,shared4
indel,<5%,lc,292,0.9828767123287672,1142,0.9605954465849387,0.022281265743828493,-0.0021130671016562318,0.03848560565171988,0.09423801634292772,0.3769520653717109,True,False,0.1,truth,native
indel,5-10%,lc,91,0.989010989010989,100,0.85,0.13901098901098907,0.06411099166523995,0.22233911049020935,0.0003835577809156609,0.0019177889045783043,True,True,0.1,truth,native
snv,<5%,lc,1674,0.995221027479092,26355,0.9944223107569721,0.000798716722119952,-0.0038982484838860363,0.0033475860054240397,0.796898579707347,1.0,True,False,0.1,truth,native
snv,5-10%,lc,712,0.9030898876404494,10550,0.8906161137440758,0.012473773896373608,-0.012164446311615219,0.033016044029793995,0.3304603899647691,0.9913811698943074,True,False,0.1,truth,native
snv,10-20%,lc,2,1.0,153,0.8235294117647058,0.17647058823529416,-0.4832225237120954,0.24457999235621863,1.0,1.0,True,False,0.1,truth,native
indel,<5%,lc,292,0.9828767123287672,1142,0.9605954465849387,0.022281265743828493,-0.0021130671016562318,0.03848560565171988,0.09423801634292772,0.18847603268585544,True,False,0.1,truth,shared4
indel,5-10%,lc,91,0.989010989010989,100,0.85,0.13901098901098907,0.06411099166523995,0.22233911049020935,0.0003835577809156609,0.0011506733427469828,True,True,0.1,truth,shared4
snv,<5%,lc,1674,0.910394265232975,26355,0.8022386643900589,0.10815560084291609,0.09276139033995118,0.12180636441755006,1.4775245357652405e-27,5.910098143060962e-27,True,True,0.1,truth,shared4
snv,5-10%,lc,712,0.6362359550561798,10550,0.3757345971563981,0.2605013578997817,0.22334205500624696,0.29622333957753855,5.85971104488633e-43,2.929855522443165e-42,True,True,0.1,truth,shared4
snv,10-20%,lc,2,0.5,153,0.2875816993464052,0.2124183006535948,-0.20015432285830398,0.6231956253048028,0.49769585253456206,0.49769585253456206,True,False,0.1,truth,shared4
indel,<5%,lc,420,1.0,692,1.0,0.0,-0.009063433368181495,0.005520594917130417,1.0,1.0,False,False,0.1,union,native
indel,5-10%,lc,823,0.9963547995139733,1291,0.9457784663051898,0.05057633320878352,0.03745913071822311,0.0645130414276524,2.8243206728131427e-12,1.129728269125257e-11,True,True,0.1,union,native
indel,10-20%,lc,2173,0.9728485964104924,2405,0.7796257796257796,0.19322281678471276,0.17535932903349094,0.2112694949669032,2.696648532843201e-84,1.6179891197059207e-83,True,True,0.1,union,native
indel,>=20%,lc,1464,0.9658469945355191,634,0.6624605678233438,0.3033864267121753,0.26611822184891143,0.3419467021576649,6.763873481008449e-82,3.3819367405042242e-81,True,True,0.1,union,native
snv,<5%,lc,2455,1.0,11512,1.0,0.0,-0.0015623043962079697,0.0003335803844147778,1.0,1.0,False,False,0.1,union,native
snv,5-10%,lc,5734,1.0,28960,0.999792817679558,0.00020718232044203422,-0.00047165398309471083,0.000451982284589203,0.598104366106055,1.0,True,False,0.1,union,native
snv,10-20%,lc,13216,0.9588377723970944,42732,0.6363147056070392,0.32252306679005527,0.3167699485967331,0.3281368350341354,0.0,0.0,True,True,0.1,union,native
snv,>=20%,lc,14443,0.9813058228899814,13365,0.545828656939768,0.43547716595021335,0.4267314502111034,0.4441834616029426,0.0,0.0,True,True,0.1,union,native
indel,<5%,lc,420,1.0,692,1.0,0.0,-0.009063433368181495,0.005520594917130417,1.0,1.0,False,False,0.1,union,shared4
indel,5-10%,lc,823,0.9963547995139733,1291,0.9457784663051898,0.05057633320878352,0.03745913071822311,0.0645130414276524,2.8243206728131427e-12,5.648641345626285e-12,True,True,0.1,union,shared4
indel,10-20%,lc,2173,0.9728485964104924,2405,0.7796257796257796,0.19322281678471276,0.17535932903349094,0.2112694949669032,2.696648532843201e-84,1.3483242664216004e-83,True,True,0.1,union,shared4
indel,>=20%,lc,1464,0.9658469945355191,634,0.6624605678233438,0.3033864267121753,0.26611822184891143,0.3419467021576649,6.763873481008449e-82,2.7055493924033796e-81,True,True,0.1,union,shared4
snv,<5%,lc,1953,0.9743983614951357,11512,0.8249652536483669,0.14943310784676878,0.13891920046719167,0.1587740750534848,3.675373213569679e-64,1.1026119640709037e-63,True,True,0.1,union,shared4
snv,5-10%,lc,5693,0.9422097312489022,28960,0.5796961325966851,0.3625135986522171,0.3539867180928245,0.37061988552421893,0.0,0.0,True,True,0.1,union,shared4
snv,10-20%,lc,5142,0.8430571761960327,41591,0.43230506599985574,0.41075211019617697,0.39949505700642185,0.4215418241805984,0.0,0.0,True,True,0.1,union,shared4
snv,>=20%,lc,2213,0.8779936737460461,10465,0.4190157668418538,0.45897790690419227,0.4418243707761655,0.47502106041349906,0.0,0.0,True,True,0.1,union,shared4
indel,<5%,lc,395,1.0,618,1.0,0.0,-0.00963154340086092,0.0061775534040129365,1.0,1.0,False,False,0.1,union_hc,native
indel,5-10%,lc,499,0.9939879759519038,438,0.9178082191780822,0.0761797567738216,0.051142190051808825,0.10594365912769244,1.3537417091891265e-09,6.768708545945633e-09,True,True,0.1,union_hc,native
indel,10-20%,lc,230,0.9869565217391304,90,0.7333333333333333,0.2536231884057971,0.16951762573638854,0.3535256175867876,7.04493511372986e-12,4.2269610682379164e-11,True,True,0.1,union_hc,native
indel,>=20%,lc,107,1.0,5,1.0,0.0,-0.03465723801874865,0.43448246478317487,1.0,1.0,False,False,0.1,union_hc,native
snv,<5%,lc,1804,1.0,11067,1.0,0.0,-0.0021248870037531287,0.00034698887478268325,1.0,1.0,False,False,0.1,union_hc,native
snv,5-10%,lc,4281,1.0,13731,0.9999271720923458,7.282790765417158e-05,-0.0008256987054535544,0.00041244620903779783,1.0,1.0,True,False,0.1,union_hc,native
snv,10-20%,lc,7714,0.9909255898366606,4215,0.7048635824436537,0.2860620073930069,0.27227823056039235,0.3001396942542818,0.0,0.0,True,True,0.1,union_hc,native
snv,>=20%,lc,8227,0.9991491430655159,1753,0.9526525955504849,0.04649654751503107,0.0374606198733534,0.05747536519437037,7.009071111108125e-77,4.906349777775688e-76,True,True,0.1,union_hc,native
indel,<5%,lc,395,1.0,618,1.0,0.0,-0.00963154340086092,0.0061775534040129365,1.0,1.0,False,False,0.1,union_hc,shared4
indel,5-10%,lc,499,0.9939879759519038,438,0.9178082191780822,0.0761797567738216,0.051142190051808825,0.10594365912769244,1.3537417091891265e-09,4.061225127567379e-09,True,True,0.1,union_hc,shared4
indel,10-20%,lc,230,0.9869565217391304,90,0.7333333333333333,0.2536231884057971,0.16951762573638854,0.3535256175867876,7.04493511372986e-12,2.817974045491944e-11,True,True,0.1,union_hc,shared4
indel,>=20%,lc,107,1.0,5,1.0,0.0,-0.03465723801874865,0.43448246478317487,1.0,1.0,False,False,0.1,union_hc,shared4
snv,<5%,lc,1804,0.9733924611973392,11067,0.8209993674889311,0.15239309370840814,0.14136832012294526,0.1621196185561108,1.0611643613123083e-60,6.36698616787385e-60,True,True,0.1,union_hc,shared4
snv,5-10%,lc,4281,0.9481429572529783,13731,0.4734542276600393,0.47468872959293895,0.46375271188889994,0.4851126973211118,0.0,0.0,True,True,0.1,union_hc,shared4
snv,10-20%,lc,1110,0.8792792792792793,3481,0.2459063487503591,0.6333729305289202,0.608228156234399,0.6560862141287601,1.500960026430708e-307,1.0506720185014957e-306,True,True,0.1,union_hc,shared4
snv,>=20%,lc,118,0.940677966101695,137,0.39416058394160586,0.546517382160089,0.44468699327678546,0.6300713644974821,2.852407870811048e-19,1.426203935405524e-18,True,True,0.1,union_hc,shared4
indel,<5%,lc,383,0.9921671018276762,1242,0.9935587761674718,-0.00139167433979559,-0.01666531758118713,0.006691625660637055,0.7274500734927218,1.0,False,False,0.05,truth,native
snv,<5%,lc,2386,0.9958088851634534,36905,0.9977780788511041,-0.0019691936876506944,-0.005502528486812531,1.716697829089826e-05,0.08721972908607004,0.26165918725821014,False,False,0.05,truth,native
snv,5-10%,lc,2,1.0,153,0.9934640522875817,0.006535947712418277,-0.6511058416569652,0.036089665546253036,1.0,1.0,True,False,0.05,truth,native
indel,<5%,lc,383,0.9921671018276762,1242,0.9935587761674718,-0.00139167433979559,-0.01666531758118713,0.006691625660637055,0.7274500734927218,1.0,False,False,0.05,truth,shared4
snv,<5%,lc,2386,0.9438390611902766,36905,0.8896626473377591,0.05417641385251748,0.043717316486837236,0.06331376114632906,1.4412452404968223e-16,4.323735721490467e-16,True,True,0.05,truth,shared4
snv,5-10%,lc,2,0.5,153,0.6666666666666666,-0.16666666666666663,-0.5781005456130741,0.24623079553780064,1.0,1.0,False,False,0.05,truth,shared4
indel,<5%,lc,382,1.0,497,1.0,0.0,-0.009956055091734806,0.007670009646843834,1.0,1.0,False,False,0.05,union,native
indel,5-10%,lc,777,0.9961389961389961,1123,0.9884238646482636,0.007715131490732552,-0.0011286561664434099,0.016233584567514135,0.07827788106986933,0.3131115242794773,True,False,0.05,union,native
indel,10-20%,lc,936,0.9893162393162394,982,0.8890020366598778,0.1003142026563616,0.08011112763931588,0.1220500820783938,2.0896654759994795e-19,1.2537992855996878e-18,True,True,0.05,union,native
indel,>=20%,lc,365,0.9972602739726028,54,0.7407407407407407,0.25651953323186205,0.15763895453089877,0.38658874405220245,9.335088910588637e-13,4.667544455294319e-12,True,True,0.05,union,native
snv,<5%,lc,2798,1.0,10570,1.0,0.0,-0.0013710478901654,0.00036329831836923177,1.0,1.0,False,False,0.05,union,native
snv,5-10%,lc,7163,1.0,29147,0.9998627646069922,0.0001372353930078063,-0.0004052904204320944,0.00035284385892397907,1.0,1.0,True,False,0.05,union,native
snv,10-20%,lc,11762,0.9895425947968033,18513,0.8138605304380705,0.1756820643587328,0.16978919686502084,0.18159869509221,0.0,0.0,True,True,0.05,union,native
snv,>=20%,lc,14262,0.9990183704950217,3921,0.9115021678143331,0.0875162026806886,0.07899829264091825,0.09682205553783937,3.055719577011022e-264,2.1390037039077153e-263,True,True,0.05,union,native
indel,<5%,lc,382,1.0,497,1.0,0.0,-0.009956055091734806,0.007670009646843834,1.0,1.0,False,False,0.05,union,shared4
indel,5-10%,lc,777,0.9961389961389961,1123,0.9884238646482636,0.007715131490732552,-0.0011286561664434099,0.016233584567514135,0.07827788106986933,0.15655576213973865,True,False,0.05,union,shared4
indel,10-20%,lc,936,0.9893162393162394,982,0.8890020366598778,0.1003142026563616,0.08011112763931588,0.1220500820783938,2.0896654759994795e-19,8.358661903997918e-19,True,True,0.05,union,shared4
indel,>=20%,lc,365,0.9972602739726028,54,0.7407407407407407,0.25651953323186205,0.15763895453089877,0.38658874405220245,9.335088910588637e-13,2.800526673176591e-12,True,True,0.05,union,shared4
snv,<5%,lc,2520,0.9873015873015873,10570,0.8753074739829707,0.11199411331861664,0.10394880272322748,0.11941142882365717,1.0603795600449217e-61,5.301897800224609e-61,True,True,0.05,union,shared4
snv,5-10%,lc,7146,0.9675342849146376,29147,0.7096442172436271,0.2578900676710104,0.251112361527557,0.2643998779922701,0.0,0.0,True,True,0.05,union,shared4
snv,10-20%,lc,3518,0.9297896532120523,17464,0.5360742098030233,0.393715443409029,0.3821333751823387,0.4046026485784004,0.0,0.0,True,True,0.05,union,shared4
snv,>=20%,lc,1390,0.9899280575539569,1029,0.6627793974732751,0.3271486600806818,0.29811704939081485,0.35687130746543533,7.578699591474553e-110,4.547219754884732e-109,True,True,0.05,union,shared4
indel,<5%,lc,360,1.0,419,1.0,0.0,-0.010558056888693712,0.009084867958330967,1.0,1.0,False,False,0.05,union_hc,native
indel,5-10%,lc,452,0.9933628318584071,225,0.9822222222222222,0.011140609636184906,-0.005553100388118803,0.03852560463006313,0.22886561304191938,1.0,True,False,0.05,union_hc,native
indel,10-20%,lc,236,1.0,35,0.8857142857142857,0.11428571428571432,0.043515531168331734,0.25951468646213816,0.0002382268731969902,0.0016675881123789315,True,True,0.05,union_hc,native
indel,>=20%,lc,126,1.0,1,1.0,0.0,-0.02958576448219863,0.7934506856227626,1.0,1.0,False,False,0.05,union_hc,native
snv,<5%,lc,2355,1.0,10164,1.0,0.0,-0.0016285362487290511,0.00037780475199677976,1.0,1.0,False,False,0.05,union_hc,native
snv,5-10%,lc,5376,1.0,9509,1.0,0.0,-0.0007140468450784754,0.0004038182321571826,1.0,1.0,False,False,0.05,union_hc,native
snv,10-20%,lc,8228,0.9989061740398639,1603,0.9488459139114162,0.050060260128447776,0.040258413031635285,0.061969986007353886,1.5601620342744585e-80,1.2481296274195668e-79,True,True,0.05,union_hc,native
snv,>=20%,lc,9142,0.9998906147451324,1787,0.9994404029099049,0.00045021183522753194,-0.00023713828115903553,0.003055234518464452,0.30029687493092305,1.0,True,False,0.05,union_hc,native
indel,<5%,lc,360,1.0,419,1.0,0.0,-0.010558056888693712,0.009084867958330967,1.0,1.0,False,False,0.05,union_hc,shared4
indel,5-10%,lc,452,0.9933628318584071,225,0.9822222222222222,0.011140609636184906,-0.005553100388118803,0.03852560463006313,0.22886561304191938,0.9154624521676775,True,False,0.05,union_hc,shared4
indel,10-20%,lc,236,1.0,35,0.8857142857142857,0.11428571428571432,0.043515531168331734,0.25951468646213816,0.0002382268731969902,0.001191134365984951,True,True,0.05,union_hc,shared4
indel,>=20%,lc,126,1.0,1,1.0,0.0,-0.02958576448219863,0.7934506856227626,1.0,1.0,False,False,0.05,union_hc,shared4
snv,<5%,lc,2355,0.9872611464968153,10164,0.8727863046044865,0.11447484189232882,0.10615646437629409,0.12210773594488611,2.4258812777433136e-59,1.4555287666459882e-58,True,True,0.05,union_hc,shared4
snv,5-10%,lc,5376,0.9841889880952381,9509,0.7275212956146808,0.2566676924805573,0.24707129247209966,0.2661936913680648,0.0,0.0,True,True,0.05,union_hc,shared4
snv,10-20%,lc,1284,0.985202492211838,850,0.7,0.285202492211838,0.25424617040353953,0.3172943588112428,2.822211917008719e-82,1.9755483419061034e-81,True,True,0.05,union_hc,shared4
snv,>=20%,lc,130,0.9923076923076923,47,0.9787234042553191,0.013584288052373217,-0.025188303818294615,0.10366041566787197,0.4616718027734977,1.0,True,False,0.05,union_hc,shared4
