vtype,vaf_bin,factor,n_hi,disc_hi,n_lo,disc_lo,diff,diff_lo,diff_hi,p,p_holm,direction_supports,sig_supports,purity,denom,callerset
indel,5-10%,lc,52,0.75,295,0.3525423728813559,0.3974576271186441,0.2539730144468762,0.508250049532712,1.8271251111252256e-07,7.308500444500902e-07,True,True,0.75,truth,native
indel,10-20%,lc,106,0.6037735849056604,372,0.15053763440860216,0.4532359504970582,0.3500399528076608,0.5470521215027722,7.488150008378713e-21,4.4928900050272276e-20,True,True,0.75,truth,native
indel,>=20%,lc,206,0.5776699029126213,398,0.11809045226130653,0.4595794506513148,0.3826736958184751,0.5307865867043413,1.2144369726351568e-32,8.501058808446097e-32,True,True,0.75,truth,native
snv,<5%,lc,131,1.0,2710,0.9988929889298893,0.0011070110701106861,-0.0273910590148901,0.0032498406720442574,1.0,1.0,True,False,0.75,truth,native
snv,5-10%,lc,283,0.9434628975265018,4618,0.9194456474664356,0.024017250060066164,-0.010135813698611468,0.04697296064272158,0.18051640395721594,0.3610328079144319,True,False,0.75,truth,native
snv,10-20%,lc,497,0.47283702213279677,7557,0.2980018525870054,0.17483516954579137,0.13008994432862414,0.21993884477092968,4.58248241662777e-16,2.291241208313885e-15,True,True,0.75,truth,native
snv,>=20%,lc,1477,0.22545700744752878,22173,0.06431245208136022,0.16114455536616856,0.1402974371813497,0.1833772789968593,4.2723385263234895e-115,3.4178708210587916e-114,True,True,0.75,truth,native
indel,<5%,lc,19,0.8421052631578947,177,0.576271186440678,0.2658340767172167,0.03697121950205692,0.3922100297258511,0.026846988575883333,0.053693977151766666,True,False,0.75,truth,shared4
indel,5-10%,lc,52,0.75,295,0.3525423728813559,0.3974576271186441,0.2539730144468762,0.508250049532712,1.8271251111252256e-07,5.481375333375677e-07,True,True,0.75,truth,shared4
indel,10-20%,lc,106,0.6037735849056604,372,0.15053763440860216,0.4532359504970582,0.3500399528076608,0.5470521215027722,7.488150008378713e-21,3.744075004189357e-20,True,True,0.75,truth,shared4
indel,>=20%,lc,206,0.5776699029126213,398,0.11809045226130653,0.4595794506513148,0.3826736958184751,0.5307865867043413,1.2144369726351568e-32,7.286621835810941e-32,True,True,0.75,truth,shared4
snv,<5%,lc,131,0.8091603053435115,2710,0.733210332103321,0.07594997324019048,-0.0015038927055929519,0.13647978165824107,0.06782332362299173,0.06782332362299173,True,False,0.75,truth,shared4
snv,5-10%,lc,283,0.5406360424028268,4618,0.35210047639670855,0.18853556600611826,0.12868289670568356,0.2472724791360654,2.3148466968898154e-10,9.259386787559262e-10,True,True,0.75,truth,shared4
snv,10-20%,lc,497,0.352112676056338,7557,0.11155220325526002,0.24056047280107798,0.19920069336115026,0.2840907833173133,1.2893535875711783e-54,9.025475112998248e-54,True,True,0.75,truth,shared4
snv,>=20%,lc,1477,0.22410291130670276,22173,0.0633653542596852,0.16073755704701756,0.139942154556535,0.1829257180460862,6.778511768720568e-116,5.422809414976454e-115,True,True,0.75,truth,shared4
indel,<5%,lc,507,1.0,550,0.9981818181818182,0.0018181818181818299,-0.005849271863791637,0.010226141966901747,1.0,1.0,True,False,0.75,union,native
indel,5-10%,lc,465,0.9913978494623656,487,0.837782340862423,0.15361550859994266,0.12072771989500403,0.18936702761461657,7.6887269614973e-20,3.07549078459892e-19,True,True,0.75,union,native
indel,10-20%,lc,739,0.972936400541272,721,0.5783633841886269,0.3945730163526451,0.3562413558904448,0.43215498614532216,4.855161726871322e-73,2.427580863435661e-72,True,True,0.75,union,native
indel,>=20%,lc,16106,0.8591208245374394,6268,0.5,0.35912082453743943,0.3455960785913362,0.37257736000854524,0.0,0.0,True,True,0.75,union,native
snv,<5%,lc,3154,1.0,6568,1.0,0.0,-0.001216482483616721,0.0005845330939227011,1.0,1.0,False,False,0.75,union,native
snv,5-10%,lc,1637,1.0,6020,0.9998338870431893,0.00016611295681068228,-0.002179031547959781,0.0009403995832070189,1.0,1.0,True,False,0.75,union,native
snv,10-20%,lc,12993,0.9799892249672901,10470,0.49398280802292266,0.48600641694436747,0.4760947328564929,0.4958445247294878,0.0,0.0,True,True,0.75,union,native
snv,>=20%,lc,37876,0.892940120392861,109596,0.3584984853461805,0.5344416350466805,0.5301948727321454,0.5386228223189337,0.0,0.0,True,True,0.75,union,native
indel,<5%,lc,507,1.0,550,0.9981818181818182,0.0018181818181818299,-0.005849271863791637,0.010226141966901747,1.0,1.0,True,False,0.75,union,shared4
