vtype,vaf_bin,factor,n_hi,disc_hi,n_lo,disc_lo,diff,diff_lo,diff_hi,p,p_holm,direction_supports,sig_supports,run,flags,callerset,denom
indel,<5%,lc,7735,0.9998707175177763,960,0.990625,0.009245717517776364,0.004769901281217866,0.017592287424749393,2.1253315114135605e-08,6.375994534240682e-08,True,True,NS_T_1,strict,native,union_hc
indel,5-10%,lc,3894,0.9966615305598356,694,0.8126801152737753,0.18398141528606038,0.15660097072323426,0.21473323421791116,2.7444655089443806e-144,1.0977862035777522e-143,True,True,NS_T_1,strict,native,union_hc
indel,10-20%,lc,2902,0.9786354238456237,563,0.4227353463587922,0.5559000774868316,0.5142820162009757,0.5963163877459613,0.0,0.0,True,True,NS_T_1,strict,native,union_hc
indel,>=20%,lc,2475,0.9022222222222223,1040,0.4846153846153846,0.41760683760683764,0.38482449671487795,0.4498344979391781,1.2248684466494443e-162,6.124342233247221e-162,True,True,NS_T_1,strict,native,union_hc
snv,<5%,lc,2659,1.0,2852,1.0,0.0,-0.0014426164231328142,0.0013451232766544807,1.0,1.0,False,False,NS_T_1,strict,native,union_hc
snv,5-10%,lc,11844,1.0,17454,1.0,0.0,-0.00032423280089000084,0.00022004202694558828,1.0,1.0,False,False,NS_T_1,strict,native,union_hc
snv,10-20%,lc,10120,0.9883399209486166,13275,0.8271939736346516,0.16114594731396492,0.1544100415309073,0.1679467873383601,0.0,0.0,True,True,NS_T_1,strict,native,union_hc
snv,>=20%,lc,9254,0.843743246163821,28621,0.18273295831731945,0.6610102878465016,0.6522191774796339,0.6695132579310948,0.0,0.0,True,True,NS_T_1,strict,native,union_hc
indel,<5%,lc,9253,0.9982708310818112,1411,0.9170800850460666,0.08119074603574461,0.06786590892258218,0.09675093901346705,4.2917695837356675e-143,2.1458847918678337e-142,True,True,NS_380X,strict,native,union_hc
indel,5-10%,lc,2211,0.9900497512437811,476,0.5840336134453782,0.40601613779840295,0.3622879661050814,0.4509215318881904,1.2370674402062632e-187,7.422404641237579e-187,True,True,NS_380X,strict,native,union_hc
indel,10-20%,lc,979,0.9448416751787538,431,0.308584686774942,0.6362569884038118,0.5883272962524673,0.6798847593556611,6.314129900935128e-142,2.5256519603740512e-141,True,True,NS_380X,strict,native,union_hc
indel,>=20%,lc,1392,0.8958333333333334,992,0.563508064516129,0.33232526881720437,0.2972820769111598,0.3667958358684986,2.4746052339609996e-77,7.423815701882998e-77,True,True,NS_380X,strict,native,union_hc
snv,<5%,lc,12394,1.0,19061,1.0,0.0,-0.00030984900342978516,0.00020149440156602694,1.0,1.0,False,False,NS_380X,strict,native,union_hc
snv,5-10%,lc,11217,0.9999108496032807,10796,1.0,-8.915039671930636e-05,-0.0005048526786082252,0.00027404239902858687,1.0,1.0,False,False,NS_380X,strict,native,union_hc
snv,10-20%,lc,7090,0.9870239774330042,6978,0.7513614216107767,0.2356625558222275,0.22524657144825777,0.24621289994888101,0.0,0.0,True,True,NS_380X,strict,native,union_hc
snv,>=20%,lc,11460,0.9090750436300175,29084,0.3885297758217577,0.5205452678082598,0.5127530057382728,0.5281283291495367,0.0,0.0,True,True,NS_380X,strict,native,union_hc
indel,<5%,lc,13,0.6153846153846154,89,0.7865168539325843,-0.17113223854796888,-0.44115699073489845,0.05753466809119959,0.31307864439366634,0.892420068341105,False,False,IL_T_1,strict,shared3,truth
indel,5-10%,lc,32,0.46875,255,0.3568627450980392,0.11188725490196078,-0.059230509353523864,0.2878822911756811,0.2974733561137017,0.892420068341105,True,False,IL_T_1,strict,shared3,truth
indel,10-20%,lc,80,0.4375,342,0.1111111111111111,0.3263888888888889,0.2163593116445887,0.43928764332726916,1.1683170986865468e-11,7.009902592119281e-11,True,True,IL_T_1,strict,shared3,truth
indel,>=20%,lc,258,0.2054263565891473,556,0.05755395683453238,0.1478723997546149,0.09770639989477026,0.20380709941419767,3.055749312728138e-10,1.527874656364069e-09,True,True,IL_T_1,strict,shared3,truth
snv,<5%,lc,50,0.76,1242,0.7689210950080515,-0.008921095008051494,-0.14493730511631142,0.09108963264747387,1.0,1.0,False,False,IL_T_1,strict,shared3,truth
snv,5-10%,lc,215,0.4325581395348837,3638,0.37410665200659704,0.05845148752828666,-0.00793465846617153,0.12707839464735762,0.09982501650220835,0.3993000660088334,True,False,IL_T_1,strict,shared3,truth
snv,10-20%,lc,361,0.22437673130193905,5910,0.0840947546531303,0.14028197664880876,0.09960984413707413,0.18659206449472787,8.64705731733055e-19,6.052940122131385e-18,True,True,IL_T_1,strict,shared3,truth
snv,>=20%,lc,1762,0.10442678774120318,26268,0.022727272727272728,0.08169951501393044,0.06814050913765954,0.09694845135343598,7.818479858159209e-90,6.254783886527367e-89,True,True,IL_T_1,strict,shared3,truth
indel,<5%,lc,13,0.6923076923076923,89,0.6179775280898876,0.0743301642178047,-0.21028081819639383,0.28290021151766076,0.7624639286812634,0.8173199902739587,True,False,NV_T_1,strict,shared3,truth
indel,5-10%,lc,32,0.59375,255,0.1607843137254902,0.4329656862745098,0.25464332072730683,0.5892251456204438,5.127856146024494e-08,2.0511424584097977e-07,True,True,NV_T_1,strict,shared3,truth
indel,10-20%,lc,80,0.475,342,0.07017543859649122,0.40482456140350875,0.2943027577164588,0.5151998494942006,1.686622465496223e-19,1.0119734792977339e-18,True,True,NV_T_1,strict,shared3,truth
indel,>=20%,lc,258,0.2868217054263566,556,0.06474820143884892,0.2220735039875077,0.16520726558019375,0.2826877964146933,1.6930418764649132e-17,8.465209382324566e-17,True,True,NV_T_1,strict,shared3,truth
snv,<5%,lc,50,0.76,1242,0.6948470209339774,0.06515297906602258,-0.07127938861303218,0.1656482956443584,0.40865999513697937,0.8173199902739587,True,False,NV_T_1,strict,shared3,truth
snv,5-10%,lc,215,0.386046511627907,3638,0.29906542056074764,0.08698109106715934,0.022655311844514192,0.15510990714435807,0.008841214767921872,0.026523644303765616,True,True,NV_T_1,strict,shared3,truth
snv,10-20%,lc,361,0.20221606648199447,5910,0.05363790186125211,0.14857816462074236,0.1099058119657808,0.19338071170603968,2.726826581308252e-29,1.9087786069157763e-28,True,True,NV_T_1,strict,shared3,truth
snv,>=20%,lc,1762,0.09931895573212259,26268,0.022613065326633167,0.07670589040548942,0.06346777074397802,0.0916550878087813,1.5033725940297548e-80,1.2026980752238038e-79,True,True,NV_T_1,strict,shared3,truth
indel,<5%,lc,13,0.8461538461538461,89,0.8089887640449438,0.03716508210890235,-0.2398591730793333,0.18215097493675245,1.0,1.0,True,False,FD_T_1,strict,shared3,truth
indel,5-10%,lc,32,0.4375,255,0.40784313725490196,0.029656862745098045,-0.13779443692623716,0.208731420226912,0.8959239923350076,1.0,True,False,FD_T_1,strict,shared3,truth
indel,10-20%,lc,80,0.425,342,0.1286549707602339,0.2963450292397661,0.18650376238817057,0.4100735502014204,2.1330288572379558e-09,1.493120200066569e-08,True,True,FD_T_1,strict,shared3,truth
indel,>=20%,lc,258,0.12403100775193798,556,0.07553956834532374,0.04849143940661424,0.005654940456452984,0.09815960946305557,0.03501519783975579,0.17507598919877895,True,False,FD_T_1,strict,shared3,truth
snv,<5%,lc,50,0.8,1242,0.821256038647343,-0.021256038647342934,-0.15319924995989653,0.06909869797081329,0.844577538528645,1.0,False,False,FD_T_1,strict,shared3,truth
snv,5-10%,lc,215,0.5720930232558139,3638,0.514018691588785,0.05807433166702891,-0.010695820981139192,0.12439480862310148,0.11282223213538856,0.4512889285415542,True,False,FD_T_1,strict,shared3,truth
snv,10-20%,lc,361,0.2520775623268698,5910,0.16446700507614212,0.08761055725072767,0.0444921425015044,0.1357455488501333,2.288526053236298e-05,0.00013731156319417786,True,True,FD_T_1,strict,shared3,truth
snv,>=20%,lc,1762,0.08683314415437003,26268,0.018539668037155475,0.06829347611721456,0.055910113517014054,0.08244330704123237,2.2001499955628326e-76,1.760119996450266e-75,True,True,FD_T_1,strict,shared3,truth
indel,<5%,lc,13,0.6923076923076923,89,0.7640449438202247,-0.07173725151253241,-0.35093162776977516,0.13398051074691533,0.7302383252619162,1.0,False,False,NS_T_1,strict,shared3,truth
indel,5-10%,lc,32,0.5625,255,0.40784313725490196,0.15465686274509804,-0.025330105874679293,0.32112705835377175,0.13928434003176357,0.6676277217513051,True,False,NS_T_1,strict,shared3,truth
indel,10-20%,lc,80,0.4125,342,0.13450292397660818,0.2779970760233918,0.16886318335834533,0.3920742140785887,2.4155910852407006e-08,1.6909137596684904e-07,True,True,NS_T_1,strict,shared3,truth
indel,>=20%,lc,258,0.15891472868217055,556,0.12410071942446044,0.03481400925771011,-0.014841691613871728,0.09026372346692393,0.21435324235647094,0.6676277217513051,True,False,NS_T_1,strict,shared3,truth
snv,<5%,lc,50,0.7,1242,0.7979066022544283,-0.09790660225442838,-0.2370651774870516,0.013507711326938912,0.13352554435026104,0.6676277217513051,False,False,NS_T_1,strict,shared3,truth
snv,5-10%,lc,215,0.4511627906976744,3638,0.44887300714678396,0.002289783550890434,-0.06477477368457331,0.0709939499762011,1.0,1.0,True,False,NS_T_1,strict,shared3,truth
snv,10-20%,lc,361,0.21052631578947367,5910,0.13079526226734348,0.0797310535221302,0.03984400058160077,0.12549230803338124,2.4517395335477627e-05,0.00014710437201286578,True,True,NS_T_1,strict,shared3,truth
snv,>=20%,lc,1762,0.15209988649262202,26268,0.09875133241967413,0.05334855407294789,0.03692403122111971,0.07122806740679828,1.0870712800731462e-12,8.69657024058517e-12,True,True,NS_T_1,strict,shared3,truth
indel,<5%,lc,13,0.6923076923076923,89,0.5955056179775281,0.09680207433016419,-0.18843806959382803,0.3053855851680761,0.5603032106541597,1.0,True,False,NS_380X,strict,shared3,truth
indel,5-10%,lc,32,0.4375,255,0.23137254901960785,0.20612745098039215,0.04068820667175982,0.38192221530683934,0.020972768025176274,0.0838910721007051,True,False,NS_380X,strict,shared3,truth
indel,10-20%,lc,80,0.425,342,0.1695906432748538,0.2554093567251462,0.14416381216586258,0.37050801822827634,1.362462076914693e-06,6.812310384573465e-06,True,True,NS_380X,strict,shared3,truth
indel,>=20%,lc,258,0.45348837209302323,556,0.2517985611510791,0.2016898109419441,0.13115082290414873,0.27165506848507615,1.3523015984485283e-08,1.0818412787588226e-07,True,True,NS_380X,strict,shared3,truth
snv,<5%,lc,50,0.78,1242,0.8075684380032206,-0.02756843800322062,-0.16163287576152907,0.06767615953057718,0.7632176546084226,1.0,False,False,NS_380X,strict,shared3,truth
snv,5-10%,lc,215,0.19534883720930232,3638,0.16300164925783397,0.03234718795146835,-0.016687355627950748,0.09164943179049409,0.2511109917707141,0.7533329753121423,True,False,NS_380X,strict,shared3,truth
snv,10-20%,lc,361,0.16897506925207756,5910,0.08798646362098139,0.08098860563109617,0.04507455743239244,0.12365427357426821,4.220388193659933e-07,2.53223291619596e-06,True,True,NS_380X,strict,shared3,truth
snv,>=20%,lc,1762,0.33995459704880815,26268,0.28167351911070504,0.05828107793810311,0.03585509941119966,0.08136793649697012,1.8161332128874067e-07,1.2712932490211847e-06,True,True,NS_380X,strict,shared3,truth
indel,<5%,lc,14391,0.9995135848794385,3165,0.9921011058451816,0.0074124790342569025,0.004817546097492097,0.011156827585861034,6.61597387849602e-18,1.323194775699204e-17,True,True,IL_T_1,strict,shared3,union
indel,5-10%,lc,5513,0.992018864502086,1074,0.8268156424581006,0.1652032220439854,0.14357616334598539,0.18907518212859917,2.8138029327494427e-159,8.441408798248329e-159,True,True,IL_T_1,strict,shared3,union
indel,10-20%,lc,5143,0.9566400933307408,796,0.4949748743718593,0.4616652189588816,0.4264908279618407,0.49668368638916965,0.0,0.0,True,True,IL_T_1,strict,shared3,union
indel,>=20%,lc,13745,0.7442706438704983,5707,0.37970912913965305,0.3645615147308453,0.34991003428370654,0.37900454041234555,0.0,0.0,True,True,IL_T_1,strict,shared3,union
snv,<5%,lc,39469,0.9999493273201753,14730,0.9980312287847929,0.0019180985353823843,0.0013056582595648307,0.0027761658446659072,9.696880781451096e-15,9.696880781451096e-15,True,True,IL_T_1,strict,shared3,union
snv,5-10%,lc,37005,0.9948385353330631,35992,0.9071738164036453,0.08766471892941785,0.08460801147481468,0.09078148151726984,0.0,0.0,True,True,IL_T_1,strict,shared3,union
snv,10-20%,lc,16772,0.9774624373956594,14992,0.5814434364994664,0.396019000896193,0.3877986344460562,0.40421960700681675,0.0,0.0,True,True,IL_T_1,strict,shared3,union
snv,>=20%,lc,22349,0.754396169851,107680,0.20621285289747399,0.548183316953526,0.5420003315453535,0.5542776722450785,0.0,0.0,True,True,IL_T_1,strict,shared3,union
indel,<5%,lc,18872,0.9995231030097499,3164,0.9864096080910241,0.013113494918725821,0.009602166671762688,0.017783634164140794,9.516373718426019e-44,1.9032747436852038e-43,True,True,NV_T_1,strict,shared3,union
indel,5-10%,lc,8143,0.9910352449957018,1304,0.8328220858895705,0.15821315910613132,0.1388088058537265,0.17951551623040407,8.352596056155227e-206,2.505778816846568e-205,True,True,NV_T_1,strict,shared3,union
indel,10-20%,lc,5760,0.9427083333333334,730,0.4465753424657534,0.49613299086757995,0.45933991405423835,0.5322771939428679,0.0,0.0,True,True,NV_T_1,strict,shared3,union
indel,>=20%,lc,13668,0.6391571553994733,5624,0.33908250355618774,0.3000746518432855,0.28520363860366144,0.31471889197672487,0.0,0.0,True,True,NV_T_1,strict,shared3,union
snv,<5%,lc,44957,1.0,17373,0.9979278190295285,0.00207218097047146,0.0014909176443529105,0.002867282112300029,1.0352083581533383e-20,1.0352083581533383e-20,True,True,NV_T_1,strict,shared3,union
snv,5-10%,lc,56312,0.9963418099161813,29300,0.8688054607508533,0.12753634916532797,0.12368178391220447,0.13147812395905611,0.0,0.0,True,True,NV_T_1,strict,shared3,union
snv,10-20%,lc,23157,0.9841516604050611,12591,0.5005956635692161,0.48355599683584494,0.47466185060485927,0.4924213740136157,0.0,0.0,True,True,NV_T_1,strict,shared3,union
snv,>=20%,lc,23076,0.7359161033107992,107780,0.17938393022824273,0.5565321730825564,0.5503599953050955,0.5626229662440182,0.0,0.0,True,True,NV_T_1,strict,shared3,union
indel,<5%,lc,10147,1.0,1075,0.9953488372093023,0.0046511627906976605,0.001961529288858909,0.01084164265995613,7.998940317856993e-06,7.998940317856993e-06,True,True,FD_T_1,strict,shared3,union
indel,5-10%,lc,4584,0.9965095986038395,844,0.8767772511848341,0.1197323474190054,0.09913398203645732,0.1436676945126359,1.3527652374323817e-103,4.058295712297145e-103,True,True,FD_T_1,strict,shared3,union
indel,10-20%,lc,5238,0.9713631156930126,808,0.5767326732673267,0.3946304424256859,0.36065367489735567,0.42923573675393034,0.0,0.0,True,True,FD_T_1,strict,shared3,union
indel,>=20%,lc,17656,0.7730516538287268,5453,0.4146341463414634,0.35841750748726336,0.34387979234827776,0.37279579818204117,0.0,0.0,True,True,FD_T_1,strict,shared3,union
snv,<5%,lc,23921,0.9999163914552067,4826,0.9973062577704103,0.0026101336847964562,0.001469688046860874,0.004520956440051702,6.2159641991250375e-09,1.2431928398250075e-08,True,True,FD_T_1,strict,shared3,union
snv,5-10%,lc,19217,0.9942759015455066,17596,0.879404410093203,0.11487149145230358,0.10999983557609404,0.11986185468917095,0.0,0.0,True,True,FD_T_1,strict,shared3,union
snv,10-20%,lc,14008,0.9714448886350657,15548,0.6145484949832776,0.35689639365178816,0.34874579632427793,0.3650124678520016,0.0,0.0,True,True,FD_T_1,strict,shared3,union
snv,>=20%,lc,22840,0.7801225919439579,106797,0.2905886869481352,0.4895339049958227,0.4834666685330145,0.4955103003633099,0.0,0.0,True,True,FD_T_1,strict,shared3,union
indel,<5%,lc,14677,0.9997955985555631,1543,0.9935191186001296,0.006276479955433456,0.003293223412952278,0.011686191277642364,1.2912060280115856e-08,2.5824120560231713e-08,True,True,NS_T_1,strict,shared3,union
indel,5-10%,lc,6520,0.9950920245398773,1122,0.8654188948306596,0.12967312970921774,0.11083828779099122,0.1509419219573131,1.3866567516100328e-150,4.1599702548300987e-150,True,True,NS_T_1,strict,shared3,union
indel,10-20%,lc,5825,0.9696137339055794,809,0.5451174289245982,0.4244963049809811,0.39014945324371086,0.45918686441844364,0.0,0.0,True,True,NS_T_1,strict,shared3,union
indel,>=20%,lc,16479,0.7678257175799502,5505,0.45794732061762033,0.3098783969623299,0.29517359134910964,0.32447561051292145,0.0,0.0,True,True,NS_T_1,strict,shared3,union
snv,<5%,lc,32910,0.999969614099058,9058,0.9993376021196733,0.0006320119793847834,0.0002462525887694357,0.0014145471900291952,0.0005760073547686469,0.0005760073547686469,True,True,NS_T_1,strict,shared3,union
snv,5-10%,lc,29023,0.9943837646004893,28667,0.9056406320856735,0.0887431325148158,0.0852865031510881,0.09227277293035871,0.0,0.0,True,True,NS_T_1,strict,shared3,union
snv,10-20%,lc,17634,0.9789610978790972,18265,0.6676156583629893,0.31134543951610794,0.304194793170201,0.3185015525373225,0.0,0.0,True,True,NS_T_1,strict,shared3,union
snv,>=20%,lc,22941,0.7815701146419075,105928,0.307765652141077,0.4738044625008305,0.46773362594261997,0.4797852160106528,0.0,0.0,True,True,NS_T_1,strict,shared3,union
indel,<5%,lc,21027,0.9980025681266943,2511,0.9490242931103147,0.048978275016379635,0.04100960538099064,0.05830228741064683,9.645339776192279e-164,2.893601932857684e-163,True,True,NS_380X,strict,shared3,union
indel,5-10%,lc,5539,0.9821267376782813,734,0.6920980926430518,0.2900286450352295,0.25747808430435437,0.3244984524914527,4.7693057216590715e-242,1.9077222886636286e-241,True,True,NS_380X,strict,shared3,union
indel,10-20%,lc,4297,0.9429834768443099,656,0.45884146341463417,0.4841420134296758,0.44518370100060894,0.5224867937862727,1.8174191762588858e-273,9.08709588129443e-273,True,True,NS_380X,strict,shared3,union
indel,>=20%,lc,15577,0.7676702831097131,5873,0.6010556785288609,0.1666146045808522,0.15247418932569856,0.18080998402687495,3.90711808417372e-130,7.81423616834744e-130,True,True,NS_380X,strict,shared3,union
snv,<5%,lc,65673,0.9999847730421939,38820,0.9990726429675425,0.0009121300746514072,0.0006451150114394047,0.0012685079817679377,7.72603411901213e-15,7.72603411901213e-15,True,True,NS_380X,strict,shared3,union
snv,5-10%,lc,19956,0.9881739827620766,16196,0.7590145714991355,0.22915941126294104,0.22244217149229298,0.23595460667437548,0.0,0.0,True,True,NS_380X,strict,shared3,union
snv,10-20%,lc,7228,0.9501936912008855,9264,0.3680915371329879,0.5821021540678976,0.5709153416319417,0.5929739473200224,0.0,0.0,True,True,NS_380X,strict,shared3,union
snv,>=20%,lc,21567,0.8143923586961561,108928,0.45938601645123384,0.3550063422449223,0.3489836538993658,0.36093034385351197,0.0,0.0,True,True,NS_380X,strict,shared3,union
indel,<5%,lc,7608,0.9996056782334385,2386,0.990360435875943,0.009245242357495465,0.005947781217212292,0.014036355081313987,5.453861557660059e-12,1.0907723115320118e-11,True,True,IL_T_1,strict,shared3,union_hc
indel,5-10%,lc,3278,0.9945088468578401,681,0.7591776798825257,0.23533116697531442,0.20456415635258315,0.2689022856938762,1.0717966071503705e-155,4.287186428601482e-155,True,True,IL_T_1,strict,shared3,union_hc
indel,10-20%,lc,2411,0.9805060141020323,538,0.3847583643122677,0.5957476497897647,0.5534791224861472,0.6361914258131663,1.3792057601386907e-304,6.896028800693453e-304,True,True,IL_T_1,strict,shared3,union_hc
indel,>=20%,lc,2196,0.8998178506375227,1127,0.5217391304347826,0.37807872020274014,0.34615238036099943,0.4095874185681383,6.361123235626162e-133,1.9083369706878488e-132,True,True,IL_T_1,strict,shared3,union_hc
snv,<5%,lc,4005,1.0,5398,0.9972211930344572,0.0027788069655427794,0.0013244447820765738,0.004580037708020179,0.0002981378734963654,0.0002981378734963654,True,True,IL_T_1,strict,shared3,union_hc
snv,5-10%,lc,20210,0.9936170212765958,24076,0.8978235587306862,0.09579346254590959,0.09184545784101016,0.09981149356891082,0.0,0.0,True,True,IL_T_1,strict,shared3,union_hc
snv,10-20%,lc,8687,0.9659260964659837,10623,0.47651322601901536,0.48941287044696835,0.47909106761037384,0.4995652352976637,0.0,0.0,True,True,IL_T_1,strict,shared3,union_hc
snv,>=20%,lc,7987,0.8021785401277075,28379,0.0959864688678248,0.7061920712598827,0.6966531102008686,0.7154206268309706,0.0,0.0,True,True,IL_T_1,strict,shared3,union_hc
indel,<5%,lc,10536,0.9996203492786636,2226,0.9806828391734053,0.01893751010525835,0.013957310997094807,0.0255421626811068,1.495919478785113e-28,2.991838957570226e-28,True,True,NV_T_1,strict,shared3,union_hc
indel,5-10%,lc,4928,0.9969561688311688,878,0.7779043280182233,0.2190518408129455,0.19272793915680805,0.24774797089381537,1.0523792958878933e-223,4.209517183551573e-223,True,True,NV_T_1,strict,shared3,union_hc
indel,10-20%,lc,2189,0.9739607126541799,512,0.328125,0.6458357126541799,0.6033414132820811,0.6855334091635407,1.451885113307243e-298,7.259425566536215e-298,True,True,NV_T_1,strict,shared3,union_hc
indel,>=20%,lc,1509,0.8721007289595759,1038,0.44315992292870904,0.4289408060308669,0.3937345328546838,0.4628596579483063,3.7530598200086346e-118,1.1259179460025905e-117,True,True,NV_T_1,strict,shared3,union_hc
snv,<5%,lc,6654,1.0,4442,0.9968482665466006,0.0031517334533993635,0.0017537704367108257,0.005283682318818261,2.681800993229956e-06,2.681800993229956e-06,True,True,NV_T_1,strict,shared3,union_hc
snv,5-10%,lc,37279,0.9957885136403873,17914,0.836552417103941,0.15923609653644633,0.1538464604243248,0.16475662650095657,0.0,0.0,True,True,NV_T_1,strict,shared3,union_hc
snv,10-20%,lc,14244,0.9806234203875316,8879,0.37526748507714836,0.6053559353103832,0.5949529259418862,0.6155967787212216,0.0,0.0,True,True,NV_T_1,strict,shared3,union_hc
snv,>=20%,lc,8365,0.8088463837417812,28190,0.08691025186236254,0.7219361318794186,0.7127389077113021,0.7308282997012884,0.0,0.0,True,True,NV_T_1,strict,shared3,union_hc
indel,<5%,lc,5108,1.0,691,0.9927641099855282,0.00723589001447178,0.003026954918482847,0.016825727443507854,2.3717837983791847e-05,4.7435675967583695e-05,True,True,FD_T_1,strict,shared3,union_hc
indel,5-10%,lc,2691,0.9959123002601263,517,0.816247582205029,0.17966471805509732,0.14848899579177594,0.21538449227210887,4.553922471990902e-96,1.3661767415972706e-95,True,True,FD_T_1,strict,shared3,union_hc
indel,10-20%,lc,2659,0.9759308010530274,534,0.4419475655430712,0.5339832355099563,0.49109327082024457,0.5758620918604981,3.863595605707812e-275,2.3181573634246873e-274,True,True,FD_T_1,strict,shared3,union_hc
indel,>=20%,lc,2790,0.9082437275985663,959,0.3461939520333681,0.5620497755651982,0.5293704585116482,0.5931960929132178,1.3589639666881941e-273,6.79481983344097e-273,True,True,FD_T_1,strict,shared3,union_hc
snv,<5%,lc,1337,1.0,1744,0.9948394495412844,0.0051605504587155515,0.0013952898779913247,0.009778888088699311,0.0064502203297775,0.0064502203297775,True,True,FD_T_1,strict,shared3,union_hc
snv,5-10%,lc,5983,0.9869630620090256,9093,0.8219509512812053,0.1650121107278203,0.15664808007885506,0.1734157053340038,1.4728644079011522e-215,5.891457631604609e-215,True,True,FD_T_1,strict,shared3,union_hc
snv,10-20%,lc,6111,0.9476354115529373,10164,0.4750098386462023,0.472625572906735,0.46127326526720897,0.483680884432367,0.0,0.0,True,True,FD_T_1,strict,shared3,union_hc
snv,>=20%,lc,7614,0.7899921197793538,28124,0.08309628786801308,0.7068958319113408,0.6970389277475897,0.7164390429747118,0.0,0.0,True,True,FD_T_1,strict,shared3,union_hc
indel,<5%,lc,7735,0.9998707175177763,960,0.990625,0.009245717517776364,0.004769901281217866,0.017592287424749393,2.1253315114135605e-08,4.250663022827121e-08,True,True,NS_T_1,strict,shared3,union_hc
indel,5-10%,lc,3894,0.9966615305598356,694,0.8126801152737753,0.18398141528606038,0.15660097072323426,0.21473323421791116,2.7444655089443806e-144,8.233396526833142e-144,True,True,NS_T_1,strict,shared3,union_hc
indel,10-20%,lc,2902,0.9786354238456237,563,0.4227353463587922,0.5559000774868316,0.5142820162009757,0.5963163877459613,0.0,0.0,True,True,NS_T_1,strict,shared3,union_hc
indel,>=20%,lc,2475,0.9022222222222223,1040,0.4846153846153846,0.41760683760683764,0.38482449671487795,0.4498344979391781,1.2248684466494443e-162,4.899473786597777e-162,True,True,NS_T_1,strict,shared3,union_hc
snv,<5%,lc,2564,1.0,2738,0.9985390796201608,0.0014609203798392478,-0.0002811506416045698,0.003750532283801511,0.12566643188713844,0.12566643188713844,True,False,NS_T_1,strict,shared3,union_hc
snv,5-10%,lc,11625,0.990021505376344,17376,0.8782228360957642,0.1117986692805798,0.1066273545011064,0.11701347216421362,3.907661056042837e-268,1.9538305280214187e-267,True,True,NS_T_1,strict,shared3,union_hc
snv,10-20%,lc,8682,0.9656761114950472,13048,0.5865266707541386,0.3791494407409086,0.3698075100029138,0.3883675519709807,0.0,0.0,True,True,NS_T_1,strict,shared3,union_hc
snv,>=20%,lc,7771,0.8063312315017372,28118,0.1608222490931076,0.6455089824086296,0.6355741853868783,0.6551311271424572,0.0,0.0,True,True,NS_T_1,strict,shared3,union_hc
indel,<5%,lc,9253,0.9982708310818112,1411,0.9170800850460666,0.08119074603574461,0.06786590892258218,0.09675093901346705,4.2917695837356675e-143,1.716707833494267e-142,True,True,NS_380X,strict,shared3,union_hc
indel,5-10%,lc,2211,0.9900497512437811,476,0.5840336134453782,0.40601613779840295,0.3622879661050814,0.4509215318881904,1.2370674402062632e-187,6.185337201031315e-187,True,True,NS_380X,strict,shared3,union_hc
indel,10-20%,lc,979,0.9448416751787538,431,0.308584686774942,0.6362569884038118,0.5883272962524673,0.6798847593556611,6.314129900935128e-142,1.8942389702805385e-141,True,True,NS_380X,strict,shared3,union_hc
indel,>=20%,lc,1392,0.8958333333333334,992,0.563508064516129,0.33232526881720437,0.2972820769111598,0.3667958358684986,2.4746052339609996e-77,4.949210467921999e-77,True,True,NS_380X,strict,shared3,union_hc
snv,<5%,lc,9367,0.9998932422333725,14893,0.9989928154166386,0.0009004268167338569,0.0002639225224931515,0.0015603595132495443,0.00794926366219046,0.00794926366219046,True,True,NS_380X,strict,shared3,union_hc
snv,5-10%,lc,7781,0.9762241357152037,10181,0.6755721441901581,0.3006519915250456,0.290924213300928,0.31033957615379515,0.0,0.0,True,True,NS_380X,strict,shared3,union_hc
snv,10-20%,lc,2151,0.8642491864249187,6566,0.1996649406031069,0.6645842458218117,0.6465373719259158,0.6813561532044976,0.0,0.0,True,True,NS_380X,strict,shared3,union_hc
snv,>=20%,lc,6979,0.8317810574580885,27680,0.31365606936416185,0.5181249880939267,0.5076178100020301,0.5282949759171796,0.0,0.0,True,True,NS_380X,strict,shared3,union_hc
indel,<5%,lc,13,0.6153846153846154,89,0.7752808988764045,-0.15989628349178908,-0.4304469018127382,0.06919632169422368,0.36450006147671943,0.9713482820267327,False,False,IL_T_1,lenient,native,truth
indel,5-10%,lc,32,0.46875,255,0.3568627450980392,0.11188725490196078,-0.059230509353523864,0.2878822911756811,0.2974733561137017,0.9713482820267327,True,False,IL_T_1,lenient,native,truth
indel,10-20%,lc,80,0.4375,342,0.1111111111111111,0.3263888888888889,0.2163593116445887,0.43928764332726916,1.1683170986865468e-11,8.178219690805828e-11,True,True,IL_T_1,lenient,native,truth
indel,>=20%,lc,258,0.1821705426356589,556,0.05755395683453238,0.12461658580112653,0.07665545113844333,0.17883304401918676,4.733390955643867e-08,2.84003457338632e-07,True,True,IL_T_1,lenient,native,truth
snv,<5%,lc,50,1.0,1242,0.9919484702093397,0.008051529790660261,-0.06339051293988412,0.014757572372751437,1.0,1.0,True,False,IL_T_1,lenient,native,truth
snv,5-10%,lc,215,0.9348837209302325,3638,0.9090159428257284,0.025867778104504136,-0.01628912694409703,0.05358618229340059,0.24283707050668318,0.9713482820267327,True,False,IL_T_1,lenient,native,truth
