vtype,vaf_bin,factor,n_hi,disc_hi,n_lo,disc_lo,diff,diff_lo,diff_hi,p,p_holm,direction_supports,sig_supports,run,flags,callerset,denom
snv,10-20%,lc,361,0.44321329639889195,5910,0.34534686971235196,0.09786642668654,0.04602635998226257,0.15082341747586536,0.00019501804936500677,0.0009750902468250339,True,True,IL_T_1,lenient,native,truth
snv,>=20%,lc,1762,0.1254256526674234,26268,0.02855185015989036,0.09687380250753302,0.08207204763291985,0.1132737144485647,3.764041587828831e-102,3.011233270263065e-101,True,True,IL_T_1,lenient,native,truth
indel,<5%,lc,13,0.6923076923076923,89,0.6179775280898876,0.0743301642178047,-0.21028081819639383,0.28290021151766076,0.7624639286812634,1.0,True,False,NV_T_1,lenient,native,truth
indel,5-10%,lc,32,0.59375,255,0.1607843137254902,0.4329656862745098,0.25464332072730683,0.5892251456204438,5.127856146024494e-08,2.0511424584097977e-07,True,True,NV_T_1,lenient,native,truth
indel,10-20%,lc,80,0.475,342,0.06725146198830409,0.40774853801169586,0.2973649514261955,0.5180139090590914,5.189779679033365e-20,3.6328457753233557e-19,True,True,NV_T_1,lenient,native,truth
indel,>=20%,lc,258,0.26356589147286824,556,0.06474820143884892,0.19881769003401933,0.14352659285424654,0.25842437288258463,6.523587174727808e-15,3.914152304836685e-14,True,True,NV_T_1,lenient,native,truth
snv,<5%,lc,50,1.0,1242,0.9935587761674718,0.006441223832528209,-0.06497693143821723,0.01265872588093031,1.0,1.0,True,False,NV_T_1,lenient,native,truth
snv,5-10%,lc,215,0.958139534883721,3638,0.9337548103353491,0.024384724548371817,-0.01218841994074265,0.04584443185244702,0.20479479961797786,0.6143843988539336,True,False,NV_T_1,lenient,native,truth
snv,10-20%,lc,361,0.518005540166205,5910,0.35262267343485615,0.1653828667313489,0.11247717131115254,0.21787541637080768,3.1626787801897797e-10,1.5813393900948898e-09,True,True,NV_T_1,lenient,native,truth
snv,>=20%,lc,1762,0.12656072644721908,26268,0.02771432922186691,0.09884639722535217,0.08398733545457628,0.11529949083900816,2.111754205964693e-108,1.6894033647717543e-107,True,True,NV_T_1,lenient,native,truth
indel,<5%,lc,13,0.8461538461538461,89,0.8089887640449438,0.03716508210890235,-0.2398591730793333,0.18215097493675245,1.0,1.0,True,False,FD_T_1,lenient,native,truth
indel,5-10%,lc,32,0.4375,255,0.403921568627451,0.03357843137254901,-0.1338611725015051,0.21260455727118396,0.862230319653833,1.0,True,False,FD_T_1,lenient,native,truth
indel,10-20%,lc,80,0.4125,342,0.12573099415204678,0.2867690058479532,0.1779642375362783,0.40054231931960155,4.993331361105431e-09,3.4953319527738016e-08,True,True,FD_T_1,lenient,native,truth
indel,>=20%,lc,258,0.10077519379844961,556,0.07553956834532374,0.025235625453125868,-0.01464251493427763,0.07212037085707007,0.2825483405097188,1.0,True,False,FD_T_1,lenient,native,truth
snv,<5%,lc,50,1.0,1242,0.9959742351046699,0.004025764895330131,-0.06735905823464808,0.009389373725553707,1.0,1.0,True,False,FD_T_1,lenient,native,truth
snv,5-10%,lc,215,0.9116279069767442,3638,0.9046179219351292,0.007009985041614986,-0.03941399983322346,0.039640180473189984,0.8251269210545669,1.0,True,False,FD_T_1,lenient,native,truth
snv,10-20%,lc,361,0.4986149584487535,5910,0.4152284263959391,0.08338653205281438,0.030567243070322783,0.13620796569869187,0.0022035865484571916,0.01322151929074315,True,True,FD_T_1,lenient,native,truth
snv,>=20%,lc,1762,0.11350737797956867,26268,0.0317877265113446,0.08171965146822407,0.0675706717339922,0.09751367566485197,6.602009441106432e-69,5.281607552885145e-68,True,True,FD_T_1,lenient,native,truth
indel,<5%,lc,13,0.6923076923076923,89,0.7640449438202247,-0.07173725151253241,-0.35093162776977516,0.13398051074691533,0.7302383252619162,1.0,False,False,NS_T_1,lenient,native,truth
indel,5-10%,lc,32,0.5625,255,0.40784313725490196,0.15465686274509804,-0.025330105874679293,0.32112705835377175,0.13928434003176357,0.6964217001588179,True,False,NS_T_1,lenient,native,truth
indel,10-20%,lc,80,0.4125,342,0.13450292397660818,0.2779970760233918,0.16886318335834533,0.3920742140785887,2.4155910852407006e-08,1.6909137596684904e-07,True,True,NS_T_1,lenient,native,truth
indel,>=20%,lc,258,0.13178294573643412,556,0.1223021582733813,0.009480787463052823,-0.03722876583726441,0.06232136624589183,0.7899389349960846,1.0,True,False,NS_T_1,lenient,native,truth
snv,<5%,lc,50,1.0,1242,0.9975845410628019,0.0024154589371980784,-0.0689499362472832,0.0070776405885938365,1.0,1.0,True,False,NS_T_1,lenient,native,truth
snv,5-10%,lc,215,0.9674418604651163,3638,0.9510720175920836,0.01636984287303267,-0.017380883835555715,0.03467509006932362,0.35403984204293704,1.0,True,False,NS_T_1,lenient,native,truth
snv,10-20%,lc,361,0.5235457063711911,5910,0.46751269035532994,0.05603301601586119,0.002983785160136032,0.10859084485089754,0.04376861910470807,0.2626117146282484,True,False,NS_T_1,lenient,native,truth
snv,>=20%,lc,1762,0.17253121452894438,26268,0.10941068981269986,0.06312052471624452,0.045767021501047445,0.08184324686611248,8.208618657061377e-16,6.566894925649102e-15,True,True,NS_T_1,lenient,native,truth
indel,<5%,lc,13,0.6923076923076923,89,0.5955056179775281,0.09680207433016419,-0.18843806959382803,0.3053855851680761,0.5603032106541597,1.0,True,False,NS_380X,lenient,native,truth
indel,5-10%,lc,32,0.4375,255,0.23137254901960785,0.20612745098039215,0.04068820667175982,0.38192221530683934,0.020972768025176274,0.10486384012588137,True,False,NS_380X,lenient,native,truth
indel,10-20%,lc,80,0.425,342,0.1695906432748538,0.2554093567251462,0.14416381216586258,0.37050801822827634,1.362462076914693e-06,8.174772461488158e-06,True,True,NS_380X,lenient,native,truth
indel,>=20%,lc,258,0.4418604651162791,556,0.2517985611510791,0.19006190396519995,0.11979032631533708,0.26004857252799995,8.127195715084368e-08,5.689037000559058e-07,True,True,NS_380X,lenient,native,truth
snv,<5%,lc,50,1.0,1242,1.0,0.0,-0.07134759913335864,0.00308342509674564,1.0,1.0,False,False,NS_380X,lenient,native,truth
snv,5-10%,lc,215,0.9906976744186047,3638,0.9991753710830127,-0.008477696664408008,-0.03245848205721122,-0.0015436606207737949,0.027710648750707445,0.11084259500282978,False,False,NS_380X,lenient,native,truth
snv,10-20%,lc,361,0.667590027700831,5910,0.6204737732656515,0.04711625443517953,-0.004502817115078717,0.09535513152230532,0.08230578063468595,0.24691734190405784,True,False,NS_380X,lenient,native,truth
snv,>=20%,lc,1762,0.4086265607264472,26268,0.328041723770367,0.08058483695608021,0.057150344675389805,0.10439314004949435,4.4673701821842695e-12,3.5738961457474156e-11,True,True,NS_380X,lenient,native,truth
indel,<5%,lc,18123,0.9996137504828119,3348,0.9925328554360813,0.007080895046730595,0.004641905753226901,0.010619589902624404,1.8378008265862272e-21,5.513402479758682e-21,True,True,IL_T_1,lenient,native,union
indel,5-10%,lc,7287,0.993001235076163,1164,0.8402061855670103,0.15279504950915268,0.1327492695962231,0.175021800053504,9.521973265024807e-188,3.808789306009923e-187,True,True,IL_T_1,lenient,native,union
indel,10-20%,lc,7550,0.964635761589404,821,0.5091352009744214,0.45550056061498256,0.4211429464317664,0.48988527358229483,0.0,0.0,True,True,IL_T_1,lenient,native,union
indel,>=20%,lc,16835,0.7843777843777844,5744,0.38370473537604455,0.40067304900173983,0.38655185480532217,0.4145974026334214,0.0,0.0,True,True,IL_T_1,lenient,native,union
snv,<5%,lc,62053,1.0,49382,1.0,0.0,-6.190226138469423e-05,7.778461816643212e-05,1.0,1.0,False,False,IL_T_1,lenient,native,union
snv,5-10%,lc,53095,0.9999811658348243,43517,0.9999080818990279,7.308393579641415e-05,-3.119137999757356e-05,0.00021833758708568972,0.181773317432612,0.363546634865224,True,False,IL_T_1,lenient,native,union
snv,10-20%,lc,36688,0.9928859572612299,22248,0.7887001078748651,0.20418584938636475,0.19879380611708272,0.2096599406770002,0.0,0.0,True,True,IL_T_1,lenient,native,union
snv,>=20%,lc,39203,0.8659541361630487,146840,0.4213225279215473,0.44463160824150144,0.44038824445655383,0.4488151034559327,0.0,0.0,True,True,IL_T_1,lenient,native,union
indel,<5%,lc,22978,0.9995648011141092,3365,0.987221396731055,0.012343404383054146,0.009045383220354548,0.01673672515957272,4.9433995820507405e-49,1.483019874615222e-48,True,True,NV_T_1,lenient,native,union
indel,5-10%,lc,9927,0.9922433766495417,1441,0.8487161693268563,0.1435272073226853,0.12584951630914104,0.1630153013341368,8.67232473837612e-224,3.468929895350448e-223,True,True,NV_T_1,lenient,native,union
indel,10-20%,lc,7516,0.9498403406067057,767,0.47196870925684486,0.4778716313498609,0.44211483431269544,0.5132879678220943,0.0,0.0,True,True,NV_T_1,lenient,native,union
indel,>=20%,lc,15105,0.65759682224429,5656,0.34282178217821785,0.3147750400660721,0.3001657360094659,0.3291605225703216,0.0,0.0,True,True,NV_T_1,lenient,native,union
snv,<5%,lc,71134,1.0,56841,0.9999824070653226,1.759293467740175e-05,-3.831687178515419e-05,9.965586685911632e-05,0.44415706192624155,0.44415706192624155,True,False,NV_T_1,lenient,native,union
snv,5-10%,lc,79395,1.0,36895,0.9999186881691287,8.131183087134453e-05,9.062335618397347e-06,0.00023906083819758006,0.0319338530323368,0.0638677060646736,True,False,NV_T_1,lenient,native,union
snv,10-20%,lc,48543,0.9956121376923552,19988,0.7745147088252952,0.22109742886706008,0.2153227414891719,0.22696913152147188,0.0,0.0,True,True,NV_T_1,lenient,native,union
snv,>=20%,lc,43654,0.867595180281303,157907,0.44274794657614924,0.42484723370515376,0.42080689881411515,0.4288346270428331,0.0,0.0,True,True,NV_T_1,lenient,native,union
indel,<5%,lc,12610,1.0,1135,0.9955947136563876,0.004405286343612369,0.001864779059381076,0.010270883547097265,3.8083787809655442e-06,1.1425136342896632e-05,True,True,FD_T_1,lenient,native,union
indel,5-10%,lc,6127,0.9973886078015342,883,0.8822197055492639,0.11516890225227028,0.09547740065930338,0.13812630014335853,7.570569249494063e-133,3.0282276997976254e-132,True,True,FD_T_1,lenient,native,union
indel,10-20%,lc,7850,0.9773248407643312,836,0.5885167464114832,0.388808094352848,0.3557394686304497,0.42263642161186205,0.0,0.0,True,True,FD_T_1,lenient,native,union
indel,>=20%,lc,21176,0.8000566679259539,5483,0.417836950574503,0.3822197173514509,0.3680275369829864,0.3962640241164091,0.0,0.0,True,True,FD_T_1,lenient,native,union
snv,<5%,lc,35741,1.0,25490,1.0,0.0,-0.00010746890079571525,0.00015068183533251123,1.0,1.0,False,False,FD_T_1,lenient,native,union
snv,5-10%,lc,27618,1.0,22834,0.999956205658229,4.37943417710418e-05,-9.987869718973226e-05,0.00024804899461194907,0.4525885990644573,0.9051771981289146,True,False,FD_T_1,lenient,native,union
snv,10-20%,lc,28743,0.9914066033469019,23651,0.8289290093442138,0.16247759400268813,0.157598125174805,0.16743277686437322,0.0,0.0,True,True,FD_T_1,lenient,native,union
snv,>=20%,lc,36792,0.8699173733420309,127191,0.4118923508738826,0.4580250224681483,0.4536190358667617,0.4623670194386672,0.0,0.0,True,True,FD_T_1,lenient,native,union
indel,<5%,lc,18050,0.9998337950138504,1657,0.9939649969824985,0.005868798031351874,0.0030963810108195562,0.01090864271483422,3.887085029491149e-09,1.1661255088473446e-08,True,True,NS_T_1,lenient,native,union
indel,5-10%,lc,8193,0.9951177834736971,1196,0.8737458193979933,0.12137196407570372,0.10364978843911957,0.1414416567124232,1.8311540217459652e-168,7.324616086983861e-168,True,True,NS_T_1,lenient,native,union
indel,10-20%,lc,8040,0.9742537313432836,837,0.5603345280764636,0.4139192032668201,0.380440472915911,0.44789970275348273,0.0,0.0,True,True,NS_T_1,lenient,native,union
indel,>=20%,lc,19403,0.7937432355821264,5534,0.4606071557643657,0.3331360798177607,0.31877863531865014,0.3473971186679663,0.0,0.0,True,True,NS_T_1,lenient,native,union
snv,<5%,lc,49551,1.0,32288,1.0,0.0,-7.751934437894015e-05,0.00011896066149064133,1.0,1.0,False,False,NS_T_1,lenient,native,union
snv,5-10%,lc,41918,0.9999761438999952,34371,0.9999418114107823,3.4332489212918205e-05,-8.468617585721393e-05,0.00018955074089129493,0.5919292366655223,1.0,True,False,NS_T_1,lenient,native,union
snv,10-20%,lc,34408,0.9940711462450593,23668,0.8464171032617881,0.14765404298327123,0.1430346116717263,0.15236495256946864,0.0,0.0,True,True,NS_T_1,lenient,native,union
snv,>=20%,lc,35503,0.8665183223952906,131335,0.4483344119998477,0.4181839103954429,0.41370735836802675,0.42259550154432757,0.0,0.0,True,True,NS_T_1,lenient,native,union
indel,<5%,lc,26405,0.9981064192387805,2901,0.9558772836952775,0.04222913554350305,0.03531322549548947,0.05033743080576477,2.0490512380088763e-168,8.196204952035505e-168,True,True,NS_380X,lenient,native,union
indel,5-10%,lc,6896,0.984483758700696,842,0.7315914489311164,0.25289230976957966,0.22388552451082983,0.2839398699111604,4.551821588642054e-254,2.275910794321027e-253,True,True,NS_380X,lenient,native,union
indel,10-20%,lc,5196,0.9466897613548884,695,0.4892086330935252,0.45748112826136317,0.41980453480379964,0.4949332314709985,3.0820849936047563e-292,1.849250996162854e-291,True,True,NS_380X,lenient,native,union
indel,>=20%,lc,17828,0.7764191159973076,5951,0.6062846580406654,0.17013445795664217,0.1563349306925413,0.1840043395434539,1.2597959581606202e-145,3.77938787448186e-145,True,True,NS_380X,lenient,native,union
snv,<5%,lc,123512,1.0,91990,1.0,0.0,-3.110094037572786e-05,4.175778247528239e-05,1.0,1.0,False,False,NS_380X,lenient,native,union
snv,5-10%,lc,40219,0.9999751361296899,22927,0.9999563833035285,1.8752826161372305e-05,-0.0001026560602707296,0.00022320691639168795,1.0,1.0,True,False,NS_380X,lenient,native,union
snv,10-20%,lc,26943,0.9949151913298445,16274,0.8559665724468477,0.1389486188829968,0.13355842250050806,0.14448273561005892,0.0,0.0,True,True,NS_380X,lenient,native,union
snv,>=20%,lc,42950,0.92,166285,0.668364554830562,0.25163544516943803,0.24818861177747373,0.2550310827566377,0.0,0.0,True,True,NS_380X,lenient,native,union
