all,n,K,n_all_agree,all_agree,all_agree_lo,all_agree_hi,majority,mean_frac_callers,detected,detected_discord,singleton,jaccard,fleiss_kappa,rate_MuTect2,rate_SomaticSniper,rate_VarDict,rate_MuSE,rate_Strelka,vtype,grouping,run,flags,callerset,denom,vaf_bin,lc
,31959,5,2924,0.09149222441252855,0.08838025029413842,0.09470239166558565,0.2152132419662693,0.34838386682937517,31959,0.9085077755874714,0.7378203323007604,0.3868875666695009,0.1603279051157017,0.2445633467880722,0.18605087768703651,0.8939265934478551,0.1876779623893113,0.22970055383460058,snv,vaf_bin,FD_T_1,strict,native,union,10-20%,
,135577,5,70815,0.5223231079017827,0.5196636753714585,0.5249812754554504,0.775242113337808,0.753739941140459,135577,0.47767689209821723,0.1747936596915406,0.7402408555966264,0.38872094972266835,0.6030152607005613,0.6646997647093533,0.9406462748106242,0.7576063786630476,0.8027320268187081,snv,vaf_bin,FD_T_1,strict,native,union,>=20%,
,159216,5,69412,0.4359612099286504,0.43352703142474236,0.4383984785295303,0.6647321877198271,0.6711988744849764,159216,0.5640387900713496,0.29373304190533617,0.6863749180703046,0.4175970747820389,0.5473382072153552,0.5999145814491006,0.8950293940307507,0.6322542960506482,0.6814578936790272,snv,lc,FD_T_1,strict,native,union,,False
,86620,5,4328,0.04996536596628954,0.048534299020519395,0.0514363477781153,0.09797968136688986,0.27132532902332024,86620,0.9500346340337105,0.8609097206187948,0.2924593219125905,0.0037988971033355466,0.0841029785268991,0.15296698222119604,0.8981182175017317,0.1028977141537751,0.11854075271299931,snv,lc,FD_T_1,strict,native,union,,True
,15082,5,0,0.0,0.0,0.000254640010050485,0.0009282588516111921,0.20363347036202098,15082,1.0,0.9827609070415064,0.030167417490943954,-0.24392791646847592,0.04276621137780135,0.6780930911019759,0.2808646068160721,0.0037793396101312824,0.012664102904124121,snv,vaf_bin+lc,FD_T_1,strict,native,union,<5%,False
,25897,5,0,0.0,0.0,0.00014831405484650354,0.0001930725566667954,0.20200023168706802,25897,1.0,0.9901919141213268,0.004361911466372598,-0.24680907976431435,0.01629532378267753,0.07452600687338301,0.9118816851372746,0.006641695949337761,0.0006564466926671043,snv,vaf_bin+lc,FD_T_1,strict,native,union,<5%,True
,17806,5,1,5.616084465910367e-05,9.9138368994953e-06,0.00031807666398174755,0.12254296304616422,0.2638548803774009,17806,0.9999438391553409,0.8213523531393913,0.12177298611392548,-0.11231360329627847,0.18544310906436032,0.011737616533752668,0.9728743120296529,0.024205324048073684,0.12501404021116477,snv,vaf_bin+lc,FD_T_1,strict,native,union,5-10%,False
,19515,5,0,0.0,0.0,0.0001968077269749094,0.007122726108121958,0.20719446579554188,19515,1.0,0.9721240071739687,0.039672710818902765,-0.23392285669001386,0.025108890596976685,0.01721752498078401,0.9748911094030234,0.010555982577504484,0.008198821419420958,snv,vaf_bin+lc,FD_T_1,strict,native,union,5-10%,True
,16323,5,2765,0.16939288121056179,0.16371650597162818,0.1752248301574733,0.3895729951602034,0.46356674630888933,16323,0.8306071187894383,0.5591496661152975,0.48940766558500026,0.28257197582091403,0.4257183115848802,0.24125467132267353,0.9212154628438399,0.329473748698156,0.4001715370948968,snv,vaf_bin+lc,FD_T_1,strict,native,union,10-20%,False
,15636,5,159,0.010168841135840368,0.00871221087566909,0.011866096114724292,0.033192632386799696,0.22814018930672808,15636,0.9898311588641596,0.9243412637503198,0.1392309275888249,-0.15487217310742077,0.055448963929393705,0.12842159119979535,0.8654387311332822,0.039652084932207725,0.05173957533896137,snv,vaf_bin+lc,FD_T_1,strict,native,union,10-20%,True
,110005,5,66646,0.605845188855052,0.6029538138926658,0.6087291716855157,0.8843325303395301,0.8320476341984456,110005,0.39415481114494794,0.07447843279850916,0.7909380712862435,0.3063818496266715,0.6931412208535975,0.7376210172264897,0.9627471478569156,0.8617699195491114,0.9049588655061134,snv,vaf_bin+lc,FD_T_1,strict,native,union,>=20%,False
,25572,5,4169,0.1630298764273424,0.15855308916300673,0.16760788865865264,0.3059596433599249,0.4168778351321758,25572,0.8369701235726575,0.6063272329109964,0.43274585798953097,0.24065952251199285,0.21531362427655248,0.35100891600187706,0.8455732832785859,0.30951822305646803,0.3629751290473956,snv,vaf_bin+lc,FD_T_1,strict,native,union,>=20%,True
all,45805,3,7816,0.17063639340683331,0.16721896187104235,0.17410906479115434,0.36926099770767384,0.5132991303715023,45805,0.8293636065931667,0.6307390022923262,0.32261800654694217,-0.10660102635767736,0.24056325728632244,,0.9200742277043991,,0.37925990612378563,indel,all,FD_T_1,strict,native,union,,
,11222,3,5,0.00044555337729459987,0.00019032831200115264,0.0010426713585775023,0.022010336838353236,0.34081863007188257,11222,0.9995544466227054,0.9779896631616468,0.00957236278023306,-0.483053949187524,0.08456603101051506,,0.9370878631260025,,0.0008019960791302798,indel,vaf_bin,FD_T_1,strict,native,union,<5%,
,5428,3,120,0.02210759027266028,0.018520855742423216,0.02637026647999055,0.06098010316875461,0.3610292311471383,5428,0.9778924097273397,0.9390198968312454,0.10042443030901436,-0.41301399462277844,0.09893146647015476,,0.9504421518054532,,0.03371407516580693,indel,vaf_bin,FD_T_1,strict,native,union,5-10%,
,6046,3,492,0.0813761164406219,0.07474721256319693,0.08853664628576798,0.1768111147866358,0.4193957437424192,6046,0.9186238835593781,0.8231888852133642,0.20301448831690727,-0.25751230658975655,0.18541184254052265,,0.8824015878266622,,0.19037380086007277,indel,vaf_bin,FD_T_1,strict,native,union,10-20%,
,23109,3,7199,0.31152364879484185,0.3055843820354814,0.31752556679880334,0.6606516941451382,0.6573917809799934,23109,0.6884763512051582,0.33934830585486175,0.4789749460603327,-0.018933227922764678,0.364014020511489,,0.9145354623739669,,0.6936258600545242,indel,vaf_bin,FD_T_1,strict,native,union,>=20%,
,8180,3,3643,0.44535452322738384,0.43461226421374594,0.4561480829290458,0.7015892420537897,0.7156479217603913,8180,0.5546454767726161,0.29841075794621025,0.593461908327057,0.09147182569886565,0.5405867970660146,,0.9407090464547677,,0.6656479217603912,indel,lc,FD_T_1,strict,native,union,,False
,37625,3,4173,0.11091029900332226,0.10777694480021574,0.11412309610214325,0.29700996677740865,0.4693067552602436,37625,0.8890897009966777,0.7029900332225913,0.24824584331000477,-0.18993697546464736,0.17533554817275748,,0.9155880398671097,,0.31699667774086376,indel,lc,FD_T_1,strict,native,union,,True
,1075,3,5,0.004651162790697674,0.0019882858782228107,0.01084164265995604,0.15813953488372093,0.3875968992248062,1075,0.9953488372093023,0.8418604651162791,0.05907333155127862,-0.3977721518987344,0.3488372093023256,,0.8093023255813954,,0.004651162790697674,indel,vaf_bin+lc,FD_T_1,strict,native,union,<5%,False
,10147,3,0,0.0,0.0,0.00037843747597457,0.007588449788114714,0.3358628165960382,10147,1.0,0.9924115502118853,0.003079441454436626,-0.49437303902888385,0.056568443875036956,,0.9506258007292796,,0.00039420518379816696,indel,vaf_bin+lc,FD_T_1,strict,native,union,<5%,True
,844,3,104,0.12322274881516587,0.1027392388498713,0.14712051572659773,0.26066350710900477,0.46129541864139023,844,0.8767772511848341,0.7393364928909952,0.2726646425982803,-0.1760836379705138,0.28080568720379145,,0.9644549763033176,,0.1386255924170616,indel,vaf_bin+lc,FD_T_1,strict,native,union,5-10%,False
,4584,3,16,0.0034904013961605585,0.0021496638605338282,0.005662606712108668,0.024214659685863876,0.3425683536940081,4584,0.9965095986038395,0.9757853403141361,0.030323974508430607,-0.47489935410869477,0.06544502617801047,,0.9478621291448517,,0.014397905759162303,indel,vaf_bin+lc,FD_T_1,strict,native,union,5-10%,True
,808,3,342,0.42326732673267325,0.3896419161257526,0.45761890228560786,0.5457920792079208,0.6563531353135313,808,0.5767326732673267,0.4542079207920792,0.5736660693124004,0.14767868178069463,0.5371287128712872,,0.9195544554455446,,0.5123762376237624,indel,vaf_bin+lc,FD_T_1,strict,native,union,10-20%,False
,5238,3,150,0.0286368843069874,0.02445410382321167,0.033510537268595056,0.11989308896525391,0.3828433244240805,5238,0.9713631156930126,0.880106911034746,0.11146250040038774,-0.37038893739880546,0.1311569301260023,,0.8766704849179076,,0.14070255822833141,indel,vaf_bin+lc,FD_T_1,strict,native,union,10-20%,True
,5453,3,3192,0.5853658536585366,0.57223417398006,0.5983773431449404,0.9000550155877498,0.8284736230820955,5453,0.4146341463414634,0.09994498441225014,0.713093899165781,0.027400124292270237,0.6191087474784522,,0.9660737208875848,,0.9002384008802494,indel,vaf_bin+lc,FD_T_1,strict,native,union,>=20%,False
,17656,3,4007,0.2269483461712732,0.2208298181907265,0.23318566532970814,0.5867127322156774,0.6045536927956502,17656,0.7730516538287268,0.4132872677843226,0.39698549068135097,-0.07786620702850004,0.28522881739918443,,0.8986180335296783,,0.6298142274580879,indel,vaf_bin+lc,FD_T_1,strict,native,union,>=20%,True
all,294732,5,74364,0.25231057367371035,0.2507457484339411,0.2538818554660783,0.37590081837058753,0.4756775647028487,294732,0.7476894263262897,0.5724183325868925,0.5379342141259884,0.35833531140634195,0.36329275409524586,0.42094512981284693,0.8334826215002104,0.35518369230351643,0.4054836258024239,snv,all,NS_T_1,strict,native,union,,
,59390,5,0,0.0,0.0,6.467772964908337e-05,0.00026940562384239773,0.20248863445024418,59390,1.0,0.987859909075602,0.011366825586812733,-0.24598671881048945,0.053325475669304595,0.2917326149183364,0.6568277487792558,0.005085031150025256,0.005472301734298703,snv,vaf_bin,NS_T_1,strict,native,union,<5%,
,58698,5,3,5.1109066748441174e-05,1.7381843698505877e-05,0.00015026977635497919,0.05098981225936148,0.23109134893863503,58698,0.9999488909332516,0.9080547889195544,0.07203967828583994,-0.1702370294773483,0.1868206753211353,0.017360046338887186,0.8770997308255818,0.020699172033118676,0.05347712017445228,snv,vaf_bin,NS_T_1,strict,native,union,5-10%,
,39117,5,2654,0.06784773883477772,0.0653977720107365,0.07038257577171174,0.18107216811105145,0.32554132474371755,39117,0.9321522611652223,0.7742413784288161,0.30787814177307754,0.1177818115035409,0.3361198455914308,0.1653756678681903,0.7529462893371168,0.17547357926221335,0.19779124165963646,snv,vaf_bin,NS_T_1,strict,native,union,10-20%,
,137527,5,71707,0.5214030699426294,0.5187623756389467,0.5240425686015978,0.7322053124113811,0.7407476350098526,137527,0.47859693005737053,0.19235495575414283,0.7387446495128758,0.41556405531446705,0.5801987973270704,0.7216910134010049,0.9140605117540556,0.7002479513113788,0.7875399012557535,snv,vaf_bin,NS_T_1,strict,native,union,>=20%,
,184026,5,69915,0.3799191418603893,0.37770409552100465,0.3821392013614225,0.5551824198754524,0.6063871409474748,184026,0.6200808581396107,0.3848532272613652,0.6418807591624729,0.42449685921229724,0.5082434003890755,0.5887102909371502,0.8243291708780282,0.519806983795768,0.5908458587373523,snv,lc,NS_T_1,strict,native,union,,False
,110706,5,4449,0.040187523711451956,0.03904647387234747,0.04136048310204038,0.07788195761747331,0.25839972539880407,110706,0.959812476288548,0.8842068180586418,0.23802662551846984,-0.03182660237296181,0.12234205914765234,0.1420699871732336,0.8486983541994111,0.08153126298484274,0.09735696348888045,snv,lc,NS_T_1,strict,native,union,,True
,24041,5,0,0.0,0.0,0.00015976228528156552,0.00033276486003078074,0.20356058400232935,24041,1.0,0.9825714404558878,0.01575836219905697,-0.24435064358518335,0.086518863608003,0.6223950750800715,0.2937481801921717,0.0027037144877500936,0.01243708664365043,snv,vaf_bin+lc,NS_T_1,strict,native,union,<5%,False
,35349,5,0,0.0,6.776263578034403e-21,0.00010866053935632561,0.00022631474723471668,0.20175959715974995,35349,1.0,0.9914566182918895,0.0036976850338726374,-0.24711697776651306,0.03075051628051713,0.06684771846445443,0.9037596537384367,0.006704574386828482,0.0007355229285128292,snv,vaf_bin+lc,NS_T_1,strict,native,union,<5%,True
,29113,5,2,6.8697832583382e-05,1.8839625723089594e-05,0.0002504704514631371,0.09610826778415141,0.2556933328753478,29113,0.9999313021674167,0.8415141002301377,0.09768324686024331,-0.1215895174501402,0.26994813313639954,0.015216569917219112,0.8632913131590698,0.030604884415896677,0.09940576374815374,snv,vaf_bin+lc,NS_T_1,strict,native,union,5-10%,False
,29585,5,1,3.3800912624640865e-05,5.966715975883578e-06,0.00019145428912915863,0.006591177961804969,0.20688186581037687,29585,0.9999661990873754,0.9735338854149062,0.02125477668757771,-0.2341897627494667,0.10501943552475917,0.019469325671793138,0.8906878485719114,0.010951495690383641,0.008281223593037013,snv,vaf_bin+lc,NS_T_1,strict,native,union,5-10%,True
,19139,5,2516,0.13145932389362036,0.1267460148729964,0.13632054552523873,0.3410836511834474,0.430962955222321,19139,0.8685406761063796,0.6113172057056272,0.4302386975166124,0.252886635569941,0.4999738753330895,0.19812947384920843,0.7909504153822039,0.31119703223783896,0.3545639793092638,snv,vaf_bin+lc,NS_T_1,strict,native,union,10-20%,False
,19978,5,138,0.0069075983581940135,0.005850100075193354,0.008154688192064276,0.027780558614475922,0.22454700170187208,19978,0.993092401641806,0.9303233556912603,0.08079494137152288,-0.17012702628563964,0.17914706176794473,0.13399739713685055,0.7165381920112124,0.045449994994493946,0.04760236259885874,snv,vaf_bin+lc,NS_T_1,strict,native,union,10-20%,True
,111733,5,67397,0.6031969069120134,0.6003247768126196,0.6060619412914432,0.8308557006434983,0.8144863200665873,111733,0.39680309308798656,0.09846688086778302,0.7892045711411082,0.3657816890916477,0.6624900432280526,0.7977947428244118,0.9340570825091961,0.794268479321239,0.8838212524500372,snv,vaf_bin+lc,NS_T_1,strict,native,union,>=20%,False
,25794,5,4310,0.16709312243157323,0.16259009254096718,0.17169529612561313,0.3048771032022951,0.4213305419865085,25794,0.8329068775684267,0.5990540435760254,0.43492786571831205,0.2481789957188383,0.2237342017523455,0.39202915406683725,0.8274404900364426,0.2929751104908118,0.3704737535861053,snv,vaf_bin+lc,NS_T_1,strict,native,union,>=20%,True
all,52480,3,7551,0.14388338414634147,0.14090667002857196,0.14691222887334768,0.3165205792682927,0.4868013211382114,52480,0.8561166158536585,0.6834794207317073,0.28903611978737526,-0.1422847885897837,0.22389481707317074,,0.9161966463414634,,0.3203125,indel,all,NS_T_1,strict,native,union,,
,16220,3,13,0.0008014796547472256,0.00046846718086907707,0.0013708912039152928,0.01966707768187423,0.3401561857788738,16220,0.9991985203452528,0.9803329223181257,0.009996821672905892,-0.48392176494953026,0.09648581997533909,,0.9226263871763255,,0.0013563501849568433,indel,vaf_bin,NS_T_1,strict,native,union,<5%,
,7642,3,183,0.023946610834859983,0.020750611511433113,0.027620972023564616,0.065166186862078,0.36303759923231266,7642,0.9760533891651401,0.934833813137922,0.0950963907613715,-0.40697673222719205,0.11986390997121173,,0.9269824653232138,,0.04226642240251243,indel,vaf_bin,NS_T_1,strict,native,union,5-10%,
,6634,3,545,0.08215254748266505,0.0757840639642293,0.08900466526447846,0.189779921615918,0.4239774896995277,6634,0.9178474525173349,0.810220078384082,0.2019512241074748,-0.25275745981484454,0.2007838408200181,,0.8697618329816099,,0.20138679529695508,indel,vaf_bin,NS_T_1,strict,native,union,10-20%,
,21984,3,6810,0.3097707423580786,0.30369202275619656,0.31591593122763206,0.6611626637554585,0.6569778020378457,21984,0.6902292576419214,0.3388373362445415,0.4780072457861251,-0.020937575687123088,0.3610352983988355,,0.9217157933042213,,0.6881823144104804,indel,vaf_bin,NS_T_1,strict,native,union,>=20%,
,8979,3,3513,0.3912462412295356,0.3812004119402053,0.40138508631744757,0.6331440026729035,0.6747967479674797,8979,0.6087537587704644,0.36685599732709656,0.5452678604226636,0.0753177091929361,0.49181423321082524,,0.9354048335003898,,0.5971711771912239,indel,lc,NS_T_1,strict,native,union,,False
,43501,3,4038,0.09282545228845314,0.09013433737100376,0.09558847388136296,0.2511666398473598,0.447997364045271,43501,0.9071745477115468,0.7488333601526401,0.22079180299038006,-0.22279313506077447,0.1685938254293005,,0.9122319027148801,,0.2631663639916324,indel,lc,NS_T_1,strict,native,union,,True
,1543,3,10,0.0064808813998703824,0.003524083570209114,0.011888910880347416,0.14128321451717435,0.38258803197234825,1543,0.9935191186001296,0.8587167854828257,0.057346640273969414,-0.4020017314963613,0.3272845106934543,,0.8107582631237849,,0.009721322099805573,indel,vaf_bin+lc,NS_T_1,strict,native,union,<5%,False
,14677,3,3,0.00020440144443687402,6.951731665375796e-05,0.0006008433604436082,0.006881515296041425,0.3356953055801594,14677,0.9997955985555631,0.9931184847039586,0.0033129854031804912,-0.49443619060505606,0.07222184370102883,,0.9343871363357634,,0.00047693670368603936,indel,vaf_bin+lc,NS_T_1,strict,native,union,<5%,True
,1122,3,151,0.13458110516934046,0.11585405951744639,0.15580182633086792,0.2540106951871658,0.46286393345216875,1122,0.8654188948306596,0.7459893048128342,0.2908688290372912,-0.1602924386835861,0.26559714795008915,,0.9616755793226381,,0.16131907308377896,indel,vaf_bin+lc,NS_T_1,strict,native,union,5-10%,False
,6520,3,32,0.0049079754601227,0.003478808892734631,0.006920195934240078,0.03266871165644172,0.3458588957055215,6520,0.9950920245398773,0.9673312883435583,0.03419754864651326,-0.4661270295959916,0.09478527607361963,,0.9210122699386503,,0.021779141104294478,indel,vaf_bin+lc,NS_T_1,strict,native,union,5-10%,True
,809,3,368,0.45488257107540175,0.4208625331261391,0.4893290556420917,0.5908529048207664,0.6819118252987226,809,0.5451174289245982,0.40914709517923364,0.6000180936372012,0.1622912198863546,0.5550061804697157,,0.9196538936959209,,0.5710754017305315,indel,vaf_bin+lc,NS_T_1,strict,native,union,10-20%,False
,5825,3,177,0.030386266094420602,0.02627839376425975,0.0351131299799962,0.1340772532188841,0.3881545064377683,5825,0.9696137339055794,0.8659227467811159,0.11569615715288885,-0.3609153272035965,0.151587982832618,,0.8628326180257511,,0.15004291845493561,indel,vaf_bin+lc,NS_T_1,strict,native,union,10-20%,True
,5505,3,2984,0.5420526793823797,0.5288666376905471,0.5551800722140645,0.8544959128065395,0.7988495307296398,5505,0.45794732061762033,0.1455040871934605,0.6783096324711367,0.050033625278725596,0.5747502270663034,,0.9673024523160763,,0.8544959128065395,indel,vaf_bin+lc,NS_T_1,strict,native,union,>=20%,False
,16479,3,3826,0.23217428242004975,0.2257906940182022,0.23868270869864042,0.5965774622246496,0.6095839148815664,16479,0.7678257175799502,0.4034225377753504,0.4033267694592544,-0.07542517441990768,0.2896413617331149,,0.9064870441167546,,0.6326233387948298,indel,vaf_bin+lc,NS_T_1,strict,native,union,>=20%,True
all,437682,5,60542,0.13832417143039924,0.13730454763309938,0.1393501439037141,0.2805964147486074,0.38473412203380536,437682,0.8616758285696008,0.6788604511951599,0.3805158777886147,0.21386885403056025,0.2617676760753241,0.6191527181835214,0.5503104994036766,0.18250464949438178,0.309935067012123,snv,all,NS_380X,strict,native,union,,
,162360,5,0,0.0,0.0,2.3659570912951143e-05,0.005346144370534615,0.21144493717664448,162360,1.0,0.9483247105198325,0.03387900634079442,-0.23037156714449963,0.2100948509485095,0.3564979058881498,0.431029810298103,0.008813747228381375,0.05078837152007884,snv,vaf_bin,NS_380X,strict,native,union,<5%,
,44883,5,1,2.228015061381815e-05,3.9330044977542515e-06,0.0001262044395915808,0.10750172671167257,0.26439854733418,44883,0.9999777198493862,0.8696611189091639,0.20231699812856094,-0.05205609496448538,0.20395249871889135,0.20090011808479824,0.7074839025911815,0.10649911993405076,0.10315709734197803,snv,vaf_bin,NS_380X,strict,native,union,5-10%,
,30512,5,2024,0.06633455689564761,0.0635963862342907,0.06918191071316235,0.2380374934452019,0.35969454640797066,30512,0.9336654431043524,0.7128670686942842,0.4009530426596239,0.15441837816523113,0.23430125852123754,0.5825249082328264,0.5012454116413214,0.22358416360776087,0.2568169900367069,snv,vaf_bin,NS_380X,strict,native,union,10-20%,
,199927,5,58517,0.2926918325188694,0.2907013861822726,0.2946902452680793,0.5494805604045476,0.5562980487878075,199927,0.7073081674811306,0.412005381964417,0.5675612051899239,0.3310034532572495,0.3209021292771862,0.9319401581577276,0.6193810740920436,0.3343520384940503,0.57491484391803,snv,vaf_bin,NS_380X,strict,native,union,>=20%,
,279044,5,57046,0.20443370937916602,0.20294145712279563,0.20593409934932963,0.40395421510586144,0.46470879144507676,279044,0.795566290620834,0.5521494818021531,0.4789614351785653,0.2877807770444562,0.3442754547669902,0.7659508894654606,0.5115250641475896,0.2625858287581887,0.4392067200871547,snv,lc,NS_380X,strict,native,union,,False
,158638,5,3496,0.022037595027673065,0.021326668267426536,0.02277166918560052,0.0636102321007577,0.2440588005395933,158638,0.9779624049723269,0.9017448530616876,0.13753690408399644,-0.09368749558819317,0.11663661922111979,0.3609349588371008,0.618534020852507,0.04164197733203898,0.08254642645519988,snv,lc,NS_380X,strict,native,union,,True
,83407,5,0,0.0,0.0,4.6054670514151624e-05,0.009483616483029002,0.21998153632189146,83407,1.0,0.9099236275132783,0.04363133808009538,-0.21786399008827767,0.29101873943434003,0.534679343460381,0.17223974006977832,0.012145263586989101,0.08982459505796876,snv,vaf_bin+lc,NS_380X,strict,native,union,<5%,False
,78953,5,0,0.0,0.0,4.86526404769827e-05,0.0009752637645181311,0.2024267602244373,78953,1.0,0.9888921256950337,0.008841614072104582,-0.2456210166896168,0.12460577812116069,0.1682646637873165,0.7044190847719529,0.00529428900738414,0.009549985434372348,snv,vaf_bin+lc,NS_380X,strict,native,union,<5%,True
,18951,5,0,0.0,0.0,0.0002026637273141892,0.2363463669463353,0.33782913830404726,18951,1.0,0.7356867711466414,0.28528044185287643,0.07205120355737357,0.33043111181468,0.1516014986016569,0.759696058255501,0.22632051079098728,0.2210965120574112,snv,vaf_bin+lc,NS_380X,strict,native,union,5-10%,False
,25932,5,1,3.856239395341663e-05,6.8072418632317175e-06,0.0002184200302100044,0.013342588307882153,0.2107357704766312,25932,0.9999614376060466,0.9675690266851766,0.05697756935115955,-0.21717868441257915,0.11152244331328089,0.23692734844979177,0.6693274718494524,0.018934135431127565,0.016967453339503315,snv,vaf_bin+lc,NS_380X,strict,native,union,5-10%,True
,13358,5,1913,0.1432100613864351,0.1373724014670381,0.14925287175025936,0.4939362179967061,0.5239407096870788,13358,0.8567899386135649,0.46009881718820184,0.5435785224767258,0.27400557364566736,0.45852672555771823,0.5202126066776463,0.6726306333283426,0.45762838748315615,0.5107051953885312,snv,vaf_bin+lc,NS_380X,strict,native,union,10-20%,False
,17154,5,111,0.006470793983910458,0.0053764758380888044,0.007786104044859761,0.03876646846216626,0.231794333683106,17154,0.9935292060160895,0.909700361431736,0.12169757018563229,-0.15346360702758377,0.059694531887606386,0.6310481520345109,0.36778593913955926,0.041331467879211846,0.059111577474641484,snv,vaf_bin+lc,NS_380X,strict,native,union,10-20%,True
,163328,5,55133,0.3375600019592476,0.3352705163310339,0.339857128553947,0.6174875097962382,0.5995616183385579,163328,0.6624399980407524,0.3556769200626959,0.6090153972908454,0.34575282774318683,0.3637343260188088,0.9754359326018809,0.64281690830721,0.378734815830721,0.6370861089341693,snv,vaf_bin+lc,NS_380X,strict,native,union,>=20%,False
,36599,5,3384,0.09246154266510014,0.08953641634746656,0.09547221109582144,0.24599032760457937,0.36322850351102487,36599,0.9075384573348999,0.6633787808410065,0.3202503998161444,0.13070267703196226,0.1297576436514659,0.7378343670592092,0.5147954862154703,0.13628787671794312,0.29746714391103585,snv,vaf_bin+lc,NS_380X,strict,native,union,>=20%,True
all,56214,3,7057,0.1255381221759704,0.12282473385801734,0.12830268570258513,0.29229373465684705,0.4726106189442725,56214,0.8744618778240296,0.707706265343153,0.2479013550455532,-0.16945837913418876,0.3096381684277938,,0.8027003949194151,,0.30549329348560855,indel,all,NS_380X,strict,native,union,,
,23538,3,170,0.0072223638371994225,0.006218121663400703,0.008387424781304584,0.028592063896677712,0.3452714759112924,23538,0.9927776361628006,0.9714079361033223,0.027095701318362864,-0.4638910903705153,0.20592233834650353,,0.8028294672444558,,0.027062622142917835,indel,vaf_bin,NS_380X,strict,native,union,<5%,
,6273,3,325,0.05180934162282799,0.046593639418697895,0.05757363374093664,0.11892236569424518,0.39024390243902435,6273,0.948190658377172,0.8810776343057548,0.13710052867048708,-0.32825708061002196,0.18284712258887295,,0.8432966682608003,,0.14458791646739996,indel,vaf_bin,NS_380X,strict,native,union,5-10%,
,4953,3,600,0.12113870381586916,0.11234419587025105,0.13052043250684975,0.2875025237229962,0.46954707584628846,4953,0.8788612961841308,0.7124974762770039,0.2373578150235397,-0.1761781206143053,0.34766807995154453,,0.7272360185746013,,0.33373712901271957,indel,vaf_bin,NS_380X,strict,native,union,10-20%,
,21450,3,5962,0.27794871794871795,0.27199372234518776,0.2839832331905114,0.6334731934731934,0.6371406371406371,21450,0.7220512820512821,0.3665268065268065,0.4487802826942737,-0.041053742100590526,0.45174825174825173,,0.8081118881118882,,0.6515617715617715,indel,vaf_bin,NS_380X,strict,native,union,>=20%,
,9774,3,3052,0.3122570083896051,0.3031451200885881,0.32151641533759184,0.6042561898915491,0.6388377327603847,9774,0.6877429916103949,0.395743810108451,0.47190299045043343,0.006399072287866361,0.449048496009822,,0.8314917127071824,,0.6359729895641498,indel,lc,NS_380X,strict,native,union,,False
,46440,3,4005,0.08624031007751938,0.0837212779260543,0.0888277879372022,0.2266365202411714,0.4376256101062303,46440,0.9137596899224806,0.7733634797588286,0.1918842004945698,-0.23760620029372012,0.280297157622739,,0.796640826873385,,0.23593884582256675,indel,lc,NS_380X,strict,native,union,,True
,2511,3,128,0.050975706889685383,0.0430379485368546,0.060285248203564866,0.12783751493428913,0.39293774060799147,2511,0.9490242931103147,0.8721624850657109,0.10668213709979384,-0.32616968871342383,0.49143767423337315,,0.6125049780963759,,0.07487056949422541,indel,vaf_bin+lc,NS_380X,strict,native,union,<5%,False
,21027,3,42,0.00199743187330575,0.0014781557871850937,0.002698636615186991,0.016740381414371997,0.33957927109589253,21027,0.9980025681266943,0.983259618585628,0.0140118335689432,-0.48336673693195864,0.17182669900603986,,0.8255576163979645,,0.021353497883673373,indel,vaf_bin+lc,NS_380X,strict,native,union,<5%,True
,734,3,226,0.3079019073569482,0.2755784097145566,0.34222566373677,0.4305177111716621,0.5794732061762035,734,0.6920980926430518,0.5694822888283378,0.4582033113985779,0.053284765431931835,0.39373297002724794,,0.885558583106267,,0.4591280653950954,indel,vaf_bin+lc,NS_380X,strict,native,union,5-10%,False
,5539,3,99,0.017873262321718722,0.014703503017332593,0.021711296200763446,0.07763134139736415,0.36516820123969423,5539,0.9821267376782813,0.9223686586026358,0.07203063182183368,-0.41219495323109345,0.15490160678822892,,0.837696335078534,,0.10290666185231992,indel,vaf_bin+lc,NS_380X,strict,native,union,5-10%,True
,656,3,355,0.5411585365853658,0.5028973103832127,0.5789405300224383,0.7347560975609756,0.7586382113821138,656,0.45884146341463417,0.2652439024390244,0.6633862192917319,0.16470828779920307,0.6051829268292683,,0.850609756097561,,0.8201219512195121,indel,vaf_bin+lc,NS_380X,strict,native,union,10-20%,False
,4297,3,245,0.057016523155690016,0.05047105506573021,0.064353326058076,0.2192227135210612,0.4254130788922504,4297,0.9429834768443099,0.7807772864789388,0.15275111760279772,-0.2859268200670076,0.30835466604607864,,0.708401210146614,,0.2594833604840586,indel,vaf_bin+lc,NS_380X,strict,native,union,10-20%,True
,5873,3,2343,0.3989443214711391,0.3864906279176883,0.41153012722478677,0.815085986718883,0.7380101027300073,5873,0.6010556785288609,0.18491401328111698,0.5662039704997605,-0.0362071824246398,0.42039843350927975,,0.9162268006129747,,0.8774050740677678,indel,vaf_bin+lc,NS_380X,strict,native,union,>=20%,False
,15577,3,3619,0.23232971689028697,0.22576417874417765,0.23902724333405112,0.5649996790139308,0.5991097986347392,15577,0.7676702831097131,0.4350003209860692,0.3994013179738303,-0.06542187779357585,0.4635680811452783,,0.7673492970405085,,0.566412017718431,indel,vaf_bin+lc,NS_380X,strict,native,union,>=20%,True
