vaf_bin,factor,n_hi,disc_hi,n_lo,disc_lo,diff,diff_lo,diff_hi,p,p_holm,direction_supports,sig_supports,run,flags,callerset,denom
<5%,vtype,17556,0.998177261335156,54199,0.9994280337275595,-0.0012507723924034542,-0.0020188077031191047,-0.0006679226354037296,2.400160510782651e-06,2.400160510782651e-06,False,False,IL_T_1,strict,shared3,union
5-10%,vtype,6587,0.9650827387277972,72997,0.9516144499089003,0.013468288818896834,0.008513991908490635,0.01792684319325924,9.451455687846455e-07,1.890291137569291e-06,True,True,IL_T_1,strict,shared3,union
10-20%,vtype,5939,0.8947634281865634,31764,0.7905490492381312,0.10421437894843222,0.09501161530921481,0.11300939312527215,1.055550017841972e-77,3.1666500535259157e-77,True,True,IL_T_1,strict,shared3,union
>=20%,vtype,19452,0.6373123586263624,130029,0.30043298033515603,0.33687937829120634,0.32965132857121304,0.3440524745201275,0.0,0.0,True,True,IL_T_1,strict,shared3,union
<5%,vtype,22036,0.9976402250862225,62330,0.9994224290068988,-0.0017822039206762952,-0.0025326810488971916,-0.0011801479635814359,4.414792204093143e-12,4.414792204093143e-12,False,False,NV_T_1,strict,shared3,union
5-10%,vtype,9447,0.9691965703397905,85612,0.9526935476335093,0.016503022706281123,0.012565566251679722,0.02010270589388131,3.708345703160023e-13,7.416691406320046e-13,True,True,NV_T_1,strict,shared3,union
10-20%,vtype,6490,0.8869029275808937,35748,0.8138357390623252,0.07306718851856853,0.06418022396030576,0.08157995441062436,5.4647251087379854e-46,1.6394175326213957e-45,True,True,NV_T_1,strict,shared3,union
>=20%,vtype,19292,0.5516794526228489,130856,0.27752644127896314,0.27415301134388576,0.26671653567670656,0.28156577155879087,0.0,0.0,True,True,NV_T_1,strict,shared3,union
<5%,vtype,11222,0.9995544466227054,28747,0.9994782064215396,7.624020116581143e-05,-0.0005552637481933218,0.000500587321801552,0.9542161995532569,0.9542161995532569,True,False,FD_T_1,strict,shared3,union
5-10%,vtype,5428,0.9778924097273397,36813,0.9393692445603455,0.03852316516699417,0.03363504742059294,0.04288608301721237,1.0085802112346513e-30,2.0171604224693027e-30,True,True,FD_T_1,strict,shared3,union
10-20%,vtype,6046,0.9186238835593781,29556,0.7836987413723102,0.13492514218706786,0.1263835269544515,0.14306888584999172,3.2059097132595325e-129,9.617729139778598e-129,True,True,FD_T_1,strict,shared3,union
>=20%,vtype,23109,0.6884763512051582,129637,0.37683685984711157,0.3116394913580466,0.3050819993318246,0.3181367264354344,0.0,0.0,True,True,FD_T_1,strict,shared3,union
<5%,vtype,16220,0.9991985203452528,41968,0.9998332062523828,-0.0006346859071300059,-0.001210554524055515,-0.0002573270262084329,0.0005522735800161577,0.0005522735800161577,False,False,NS_T_1,strict,shared3,union
5-10%,vtype,7642,0.9760533891651401,57690,0.9502860114404577,0.025767377724682405,0.02170019987768437,0.02943727504506699,1.4760144554896595e-23,2.952028910979319e-23,True,True,NS_T_1,strict,shared3,union
10-20%,vtype,6634,0.9178474525173349,35899,0.8205521045154461,0.09729534800188877,0.08939368026872013,0.10481777980363148,8.389083347560972e-86,2.5167250042682915e-85,True,True,NS_T_1,strict,shared3,union
>=20%,vtype,21984,0.6902292576419214,128869,0.39211136890951276,0.2981178887324087,0.2914182186402856,0.3047540605275,0.0,0.0,True,True,NS_T_1,strict,shared3,union
<5%,vtype,23538,0.9927776361628006,104493,0.9996459092953595,-0.006868273132558889,-0.00803737945754743,-0.005855142429526452,3.472036417642054e-123,6.944072835284108e-123,False,False,NS_380X,strict,shared3,union
5-10%,vtype,6273,0.948190658377172,36152,0.8855111750387253,0.06267948333844664,0.056066389695816544,0.06886391946414902,2.718961693789473e-50,2.718961693789473e-50,True,True,NS_380X,strict,shared3,union
10-20%,vtype,4953,0.8788612961841308,16492,0.6232112539413048,0.25565004224282595,0.24372203122214783,0.2671588519334873,1.826166491206668e-251,5.478499473620004e-251,True,True,NS_380X,strict,shared3,union
>=20%,vtype,21450,0.7220512820512821,130495,0.5180581631480133,0.20399311890326877,0.19737782789093983,0.21053639316137202,0.0,0.0,True,True,NS_380X,strict,shared3,union
<5%,vtype,9994,0.9973984390634381,9403,0.9984047644368819,-0.001006325373443806,-0.002367685173558904,0.00031779686969483044,0.1710851530278082,0.1710851530278082,False,False,IL_T_1,strict,shared3,union_hc
5-10%,vtype,3959,0.9540287951502905,44286,0.941539086844601,0.012489708305689518,0.0051914812357949005,0.018977684279108134,0.0013727328195420956,0.0027454656390841913,True,True,IL_T_1,strict,shared3,union_hc
10-20%,vtype,2949,0.8718209562563581,19310,0.6966856551009839,0.17513530115537423,0.16102693000962914,0.18842863197799387,1.9710392036216453e-86,5.9131176108649354e-86,True,True,IL_T_1,strict,shared3,union_hc
>=20%,vtype,3323,0.7715919349984953,36366,0.2510861793983391,0.5205057556001562,0.5052498486460999,0.5351473085123849,0.0,0.0,True,True,IL_T_1,strict,shared3,union_hc
<5%,vtype,12762,0.9963171916627488,11096,0.9987382840663303,-0.0024210924035814596,-0.0037348028093854594,-0.001170873970358378,0.0003637956136318629,0.0003637956136318629,False,False,NV_T_1,strict,shared3,union_hc
5-10%,vtype,5806,0.9638305201515673,55193,0.9441052307357817,0.019725289415785663,0.014271376173098746,0.02463247650550411,3.091782303556026e-10,6.183564607112052e-10,True,True,NV_T_1,strict,shared3,union_hc
10-20%,vtype,2701,0.8515364679748242,23123,0.7481728149461575,0.10336365302866668,0.0883879410113139,0.11744969660565475,1.8807220923432994e-32,5.642166277029898e-32,True,True,NV_T_1,strict,shared3,union_hc
>=20%,vtype,2547,0.6972909305064782,36555,0.2521132540008207,0.4451776765056575,0.4265044367271339,0.46326176910589495,0.0,0.0,True,True,NV_T_1,strict,shared3,union_hc
<5%,vtype,5799,0.9991377823762718,3081,0.997078870496592,0.00205891187967977,0.0002568121689700473,0.004726554164720994,0.04067709056549871,0.04067709056549871,True,True,FD_T_1,strict,shared3,union_hc
5-10%,vtype,3208,0.9669576059850374,15076,0.8874369859379145,0.0795206200471229,0.07113962442736653,0.08716043823705719,1.2439724492989422e-42,2.4879448985978845e-42,True,True,FD_T_1,strict,shared3,union_hc
10-20%,vtype,3193,0.886626996554964,16275,0.6524731182795699,0.23415387827539413,0.22057352034797661,0.24700053962969623,8.213935258085942e-151,2.4641805774257825e-150,True,True,FD_T_1,strict,shared3,union_hc
>=20%,vtype,3749,0.7644705254734596,35738,0.2337008226537579,0.5307697028197017,0.516233335102684,0.5447732692324282,0.0,0.0,True,True,FD_T_1,strict,shared3,union_hc
<5%,vtype,8695,0.9988499137435307,5302,0.999245567710298,-0.00039565396676732867,-0.0014658729741844263,0.0008995517247789005,0.588003447278925,0.588003447278925,False,False,NS_T_1,strict,shared3,union_hc
5-10%,vtype,4588,0.9688317349607672,29001,0.9230371366504603,0.045794598310306966,0.03958206162156529,0.05139583245557239,3.516473557053837e-29,7.032947114107675e-29,True,True,NS_T_1,strict,shared3,union_hc
