all,n,K,n_all_agree,all_agree,all_agree_lo,all_agree_hi,majority,mean_frac_callers,detected,detected_discord,singleton,jaccard,fleiss_kappa,rate_MuTect2,rate_SomaticSniper,rate_VarDict,rate_MuSE,rate_Strelka,rate_TNscope,vtype,grouping,denom,callerset,vaf_bin,lc
,8425,4,495,0.05875370919881306,0.05393043839133656,0.06397917750025783,0.1226112759643917,0.34738872403560833,8425,0.9412462908011869,0.7918100890207715,0.26562014830219033,-0.06939853185592298,0.16712166172106824,,0.868486646884273,,0.16356083086053413,0.19038575667655785,indel,vaf_bin,union,native,10-20%,
,29038,4,6982,0.2404435567187823,0.23556277946572204,0.24539299872162598,0.41838280873338385,0.5450530339555065,29038,0.7595564432812177,0.47861422963013983,0.46855448948596606,0.1996107933850029,0.2770507610716991,,0.7529444176596184,,0.5133962394104277,0.636820717680281,indel,vaf_bin,union,native,>=20%,
,3155,4,11,0.003486529318541997,0.0019479652036012945,0.006232710894762201,0.0393026941362916,0.2971473851030111,3155,0.996513470681458,0.8541996830427893,0.061867888741133255,-0.23534671176249516,0.6256735340729002,,0.46339144215530903,,0.011093502377179081,0.08843106180665611,indel,vaf_bin+lc,union,native,<5%,False
,14394,4,5,0.0003473669584549118,0.00014838323972966432,0.0008129732844605845,0.0059052382937335,0.2615846880644713,14394,0.9996526330415451,0.9599138529943032,0.05498791062067147,-0.30857321665502907,0.09761011532583021,,0.9060719744337918,,0.0016673614005835765,0.040989301097679585,indel,vaf_bin+lc,union,native,<5%,True
,1437,4,93,0.06471816283924843,0.05312225118470146,0.07863510328237247,0.14335421016005567,0.3542101600556715,1437,0.9352818371607515,0.791231732776618,0.2842201991216346,-0.046017588578009604,0.22755741127348644,,0.954070981210856,,0.1544885177453027,0.08072372999304106,indel,vaf_bin+lc,union,native,5-10%,False
,7896,4,27,0.003419452887537994,0.00235119182935149,0.004970658757423301,0.01633738601823708,0.2677938196555218,7896,0.996580547112462,0.9485815602836879,0.10051556772531715,-0.28553746102729394,0.0637031408308004,,0.9362968591691996,,0.021023302938196556,0.05015197568389058,indel,vaf_bin+lc,union,native,5-10%,True
,1075,4,304,0.2827906976744186,0.2566794584676182,0.31044878249701036,0.4186046511627907,0.5467441860465116,1075,0.7172093023255814,0.5144186046511627,0.5316267376951233,0.25394453502641484,0.4530232558139535,,0.8744186046511628,,0.4595348837209302,0.4,indel,vaf_bin+lc,union,native,10-20%,False
,7350,4,191,0.02598639455782313,0.022589396789873165,0.029878617510039417,0.07931972789115646,0.3182312925170068,7350,0.9740136054421769,0.8323809523809523,0.19825621196148047,-0.1562570041505098,0.1253061224489796,,0.8676190476190476,,0.12027210884353741,0.15972789115646258,indel,vaf_bin+lc,union,native,10-20%,True
,7269,4,3514,0.48342275416150776,0.47194660698043633,0.49491641328962477,0.6540101802173613,0.7089695969184207,7269,0.5165772458384922,0.3015545467051864,0.6873247260849613,0.3561471843017796,0.5158893933140735,,0.8539001238134544,,0.7032604209657449,0.76282844958041,indel,vaf_bin+lc,union,native,>=20%,False
,21769,4,3468,0.159309109283844,0.15450780899768995,0.16423062814870282,0.3397032477376085,0.49031880196609856,21769,0.840690890716156,0.5377371491570582,0.37935579179773304,0.1181252913202761,0.19729891129587945,,0.7192337727961781,,0.44999770315586385,0.5947448206164729,indel,vaf_bin+lc,union,native,>=20%,True
all,277190,4,95022,0.34280457447959883,0.3410397909826669,0.34457371492581046,0.41602510913092106,0.5547413326599083,277190,0.6571954255204012,0.5398643529708864,0.5955579190337822,0.3199496698429949,0.40533569032071864,,0.9350986687831452,,0.4425628630181464,0.4359681085176233,snv,all,union,shared4,,
,46534,4,0,0.0,0.0,8.25448430841655e-05,0.0006232002406842309,0.25754824429449436,46534,1.0,0.9704302230627069,0.03912636581623294,-0.3200291908953261,0.09455451927622814,,0.9045858941848971,,0.024369278377100616,0.00668328533975158,snv,vaf_bin,union,shared4,<5%,
,67901,4,472,0.006951296740843287,0.006353659183282418,0.007604719018594254,0.05163399655380628,0.28660476281645336,67901,0.9930487032591567,0.9121662420288361,0.13994844582169466,-0.22897282431888938,0.10049925627015803,,0.9735939087789576,,0.0577605631728546,0.014565323043843243,snv,vaf_bin,union,shared4,5-10%,
,30029,4,5002,0.16657231343035067,0.16240083594541685,0.17082908745503364,0.23234206933297813,0.4209930400612741,30029,0.8334276865696494,0.7149422225182324,0.42307485641525583,0.12720819683787196,0.2855572946152053,,0.9143827633287822,,0.26134736421459254,0.22268473808651637,snv,vaf_bin,union,shared4,10-20%,
,132726,4,89548,0.674683181893525,0.672157735473594,0.6771985169738729,0.7896418184831909,0.8263735063212935,132726,0.325316818106475,0.15883097509154198,0.8130375688490691,0.4032412959558028,0.6973464129108088,,0.9307897472989467,,0.8270421771167669,0.8503156879586516,snv,vaf_bin,union,shared4,>=20%,
,11537,4,0,0.0,0.0,0.00033285777596035585,0.0023402964375487563,0.27387969142758084,11537,1.0,0.9068215307272255,0.054301057155169086,-0.2951694974950956,0.2612464245471093,,0.7404871283695935,,0.09265840339776371,0.0011268093958568086,snv,vaf_bin+lc,union,shared4,<5%,False
,34997,4,0,0.0,0.0,0.00010975332765109922,5.714775552190188e-05,0.25216447124039204,34997,1.0,0.9913992627939537,0.0071496615119627715,-0.3294899890129035,0.039603394576678004,,0.958682172757665,,0.001857302054461811,0.00851501557276338,snv,vaf_bin+lc,union,shared4,<5%,True
,33793,4,443,0.013109223803746338,0.01195065994286365,0.014378470840109351,0.09800846329121415,0.31445861568963984,33793,0.9868907761962536,0.853283224336401,0.18145168391379965,-0.16331867900896796,0.15651170360725594,,0.9741366555203741,,0.10653093836001538,0.020655165270914096,snv,vaf_bin+lc,union,shared4,5-10%,False
