all,n,K,n_all_agree,all_agree,all_agree_lo,all_agree_hi,majority,mean_frac_callers,detected,detected_discord,singleton,jaccard,fleiss_kappa,rate_MuTect2,rate_SomaticSniper,rate_VarDict,rate_MuSE,rate_Strelka,rate_TNscope,vtype,grouping,denom,callerset,vaf_bin,lc
,34108,4,29,0.0008502404128063797,0.0005920839505772304,0.001220819023170118,0.005687815175325437,0.25900815058050897,34108,0.9991497595871937,0.9705054532660959,0.04098265561953704,-0.31183562143177196,0.04500410460888941,,0.9730561745045151,,0.00944060044564325,0.008531722762988156,snv,vaf_bin+lc,union,shared4,5-10%,True
,14429,4,4747,0.3289902280130293,0.3213703277913267,0.3367011604821101,0.4514519370711761,0.5739482985653891,14429,0.6710097719869706,0.48464897082264885,0.5789268409798015,0.2922087265671696,0.48783699494074434,,0.9349920299397048,,0.4704414720354841,0.4025226973456234,snv,vaf_bin+lc,union,shared4,10-20%,False
,15600,4,255,0.016346153846153847,0.014472083912625888,0.018458362104577443,0.02967948717948718,0.27951923076923074,15600,0.9836538461538461,0.9279487179487179,0.11625724050607876,-0.23862473963710498,0.09846153846153846,,0.8953205128205128,,0.06794871794871794,0.056346153846153844,snv,vaf_bin+lc,union,shared4,10-20%,True
,108838,4,84206,0.7736819860710413,0.771186366197852,0.7761582873060056,0.8960197725059262,0.9021504437788272,108838,0.22631801392895864,0.06109998346165861,0.8744353201242485,0.31857441930659053,0.792949153788199,,0.9534445689924474,,0.9201841268674544,0.9420239254672081,snv,vaf_bin+lc,union,shared4,>=20%,False
,23888,4,5342,0.22362692565304756,0.21838768957366828,0.22895503523228516,0.30496483590087076,0.4811202277294039,23888,0.7763730743469525,0.6041108506363028,0.44242050608620653,0.19216702648019035,0.26176322839919625,,0.8275703281982585,,0.4026707970529136,0.43247655726724715,snv,vaf_bin+lc,union,shared4,>=20%,True
all,64345,4,7613,0.11831533141658249,0.115842528449745,0.12083370555155952,0.2133188281917787,0.40531898360400964,64345,0.8816846685834175,0.7103582251923226,0.3325174526877679,0.0591368994750606,0.21232418991374621,,0.8151216100707126,,0.260051286036211,0.3337788483953687,indel,all,union,shared4,,
,17549,4,16,0.0009117328622713545,0.000561304501779712,0.001480613264342593,0.011909510513419569,0.2679782323779133,17549,0.9990882671377287,0.9409083138640378,0.0462559792423529,-0.29331303551865273,0.19254658385093168,,0.8264858396489828,,0.0033620149296256195,0.04951849108211294,indel,vaf_bin,union,shared4,<5%,
,9333,4,120,0.01285760205721633,0.010764087412623174,0.01535196691861241,0.03589413907639558,0.281099324975892,9333,0.9871423979427837,0.924354441230044,0.15352231655318802,-0.2376045656229908,0.08893174756241294,,0.9390335369120326,,0.0415729133183328,0.05485910211078967,indel,vaf_bin,union,shared4,5-10%,
,8425,4,495,0.05875370919881306,0.05393043839133656,0.06397917750025783,0.1226112759643917,0.34738872403560833,8425,0.9412462908011869,0.7918100890207715,0.26562014830219033,-0.06939853185592298,0.16712166172106824,,0.868486646884273,,0.16356083086053413,0.19038575667655785,indel,vaf_bin,union,shared4,10-20%,
,29038,4,6982,0.2404435567187823,0.23556277946572204,0.24539299872162598,0.41838280873338385,0.5450530339555065,29038,0.7595564432812177,0.47861422963013983,0.46855448948596606,0.1996107933850029,0.2770507610716991,,0.7529444176596184,,0.5133962394104277,0.636820717680281,indel,vaf_bin,union,shared4,>=20%,
,3155,4,11,0.003486529318541997,0.0019479652036012945,0.006232710894762201,0.0393026941362916,0.2971473851030111,3155,0.996513470681458,0.8541996830427893,0.061867888741133255,-0.23534671176249516,0.6256735340729002,,0.46339144215530903,,0.011093502377179081,0.08843106180665611,indel,vaf_bin+lc,union,shared4,<5%,False
,14394,4,5,0.0003473669584549118,0.00014838323972966432,0.0008129732844605845,0.0059052382937335,0.2615846880644713,14394,0.9996526330415451,0.9599138529943032,0.05498791062067147,-0.30857321665502907,0.09761011532583021,,0.9060719744337918,,0.0016673614005835765,0.040989301097679585,indel,vaf_bin+lc,union,shared4,<5%,True
,1437,4,93,0.06471816283924843,0.05312225118470146,0.07863510328237247,0.14335421016005567,0.3542101600556715,1437,0.9352818371607515,0.791231732776618,0.2842201991216346,-0.046017588578009604,0.22755741127348644,,0.954070981210856,,0.1544885177453027,0.08072372999304106,indel,vaf_bin+lc,union,shared4,5-10%,False
,7896,4,27,0.003419452887537994,0.00235119182935149,0.004970658757423301,0.01633738601823708,0.2677938196555218,7896,0.996580547112462,0.9485815602836879,0.10051556772531715,-0.28553746102729394,0.0637031408308004,,0.9362968591691996,,0.021023302938196556,0.05015197568389058,indel,vaf_bin+lc,union,shared4,5-10%,True
,1075,4,304,0.2827906976744186,0.2566794584676182,0.31044878249701036,0.4186046511627907,0.5467441860465116,1075,0.7172093023255814,0.5144186046511627,0.5316267376951233,0.25394453502641484,0.4530232558139535,,0.8744186046511628,,0.4595348837209302,0.4,indel,vaf_bin+lc,union,shared4,10-20%,False
,7350,4,191,0.02598639455782313,0.022589396789873165,0.029878617510039417,0.07931972789115646,0.3182312925170068,7350,0.9740136054421769,0.8323809523809523,0.19825621196148047,-0.1562570041505098,0.1253061224489796,,0.8676190476190476,,0.12027210884353741,0.15972789115646258,indel,vaf_bin+lc,union,shared4,10-20%,True
,7269,4,3514,0.48342275416150776,0.47194660698043633,0.49491641328962477,0.6540101802173613,0.7089695969184207,7269,0.5165772458384922,0.3015545467051864,0.6873247260849613,0.3561471843017796,0.5158893933140735,,0.8539001238134544,,0.7032604209657449,0.76282844958041,indel,vaf_bin+lc,union,shared4,>=20%,False
,21769,4,3468,0.159309109283844,0.15450780899768995,0.16423062814870282,0.3397032477376085,0.49031880196609856,21769,0.840690890716156,0.5377371491570582,0.37935579179773304,0.1181252913202761,0.19729891129587945,,0.7192337727961781,,0.44999770315586385,0.5947448206164729,indel,vaf_bin+lc,union,shared4,>=20%,True
all,106684,6,29484,0.2763675902665817,0.27369218239003235,0.2790591025966699,0.32527839226125754,0.43764919450589285,106684,0.7236324097334184,0.62756364590754,0.6392372544500401,0.48051104551178014,0.39533575793933484,0.34981815454988563,0.881125567095347,0.32558771699598815,0.3580761876195118,0.31595178283528924,snv,all,union_hc,native,,
,5574,6,0,0.0,0.0,0.0006886998938665268,0.0,0.1814675278076785,5574,1.0,0.914065303193398,0.014384381193102314,-0.1805526093757412,0.39128094725511303,0.04718335127377108,0.5568711876569788,0.0,0.09221385001794044,0.0012558306422676714,snv,vaf_bin,union_hc,native,<5%,
,41602,6,0,0.0,0.0,9.232979519224967e-05,0.02487861160521129,0.19850407832956748,41602,1.0,0.9062785443007547,0.1220867304271964,-0.10927513543742455,0.11602807557328974,0.010576414595452142,0.9588721696072304,0.025695880005768952,0.06754482957550118,0.012307100620162492,snv,vaf_bin,union_hc,native,5-10%,
,20331,6,3164,0.15562441591658058,0.15070669538666318,0.16067224856247267,0.2861639860311839,0.3849786041021101,20331,0.8443755840834194,0.6652402734740052,0.5035663101093851,0.3596844563591701,0.35930352663420395,0.29393536963258077,0.8122571442624563,0.2849343367271654,0.3125768530815012,0.24686439427475285,snv,vaf_bin,union_hc,native,10-20%,
,39177,6,26320,0.6718227531459785,0.667156520401275,0.6764552934018995,0.7108507542690865,0.7553794318094801,39177,0.3281772468540215,0.27128161931745665,0.8675894958282717,0.6908627253804625,0.7112081067973556,0.7821170584781887,0.8804400541133829,0.7114633586032622,0.7280292008065957,0.7190188120580953,snv,vaf_bin,union_hc,native,>=20%,
,3091,6,0,0.0,0.0,0.0012412457542034913,0.0,0.1914698587296452,3091,1.0,0.8563571659657069,0.020748837320864005,-0.1704960059435943,0.46036881268197993,0.05726302167583306,0.47298608864445163,0.0,0.1572306696861857,0.0009705596894208993,snv,vaf_bin+lc,union_hc,native,<5%,False
,2483,6,0,0.0,0.0,0.0015447140013967015,0.0,0.16901597529869783,2483,1.0,0.9859041482078131,0.0026580775647595816,-0.1967017442106652,0.30527587595650424,0.034635521546516314,0.6612968183648812,0.0,0.011276681433749497,0.0016109544905356424,snv,vaf_bin+lc,union_hc,native,<5%,True
,22648,6,0,0.0,0.0,0.00016958704340561457,0.0433592370187213,0.21962204168138466,22648,1.0,0.8517308371600141,0.14518603668184654,-0.06358203770845264,0.16235429176969268,0.007329565524549629,0.9679000353232073,0.04419816319321795,0.11528611797951253,0.02066407629812787,snv,vaf_bin+lc,union_hc,native,5-10%,False
,18954,6,0,0.0,0.0,0.00020263165661757202,0.0027962435369842777,0.17327037388765784,18954,1.0,0.9714572121979529,0.05630637186331031,-0.18365640395873153,0.06067320882135697,0.01445605149308853,0.9480848369737258,0.003587633217262847,0.010499103091695685,0.0023214097288171364,snv,vaf_bin+lc,union_hc,native,5-10%,True
,10508,6,3021,0.2874952417205938,0.2789205234050081,0.2962252759779828,0.522459078797107,0.559922598654993,10508,0.7125047582794062,0.42443852303007235,0.6381955393104801,0.4531274487888938,0.5771792919680243,0.37466692044156835,0.9113056718690522,0.5082794061667301,0.5499619337647507,0.4381423677198325,snv,vaf_bin+lc,union_hc,native,10-20%,False
,9823,6,143,0.014557670772676373,0.012371731845474498,0.01712314298641046,0.03339102107299196,0.19783501306457632,9823,0.9854423292273237,0.9228341647154638,0.15220476698379853,-0.06893397303943655,0.12623434795887203,0.20757406087753233,0.7063015372085921,0.04601445586887916,0.058637890664766365,0.042247785808816045,snv,vaf_bin+lc,union_hc,native,10-20%,True
,29008,6,24837,0.8562120794263651,0.8521271398874958,0.8602026868604288,0.9013720353006067,0.9116220812649384,29008,0.14378792057363485,0.08914782129067843,0.9464377664701987,0.6836813986410155,0.891857418643133,0.9296056260341975,0.942222835079978,0.8973386651958081,0.9084735245449531,0.9002344180915609,snv,vaf_bin+lc,union_hc,native,>=20%,False
,10169,6,1483,0.14583538204346544,0.1391093167332549,0.15282892597331907,0.16737142295210936,0.30968302356836136,10169,0.8541646179565345,0.7908348903530338,0.4509926342709386,0.3106318910769465,0.1958894679909529,0.3613924673025863,0.7041990362867538,0.18123709312616776,0.21329530927328155,0.2020847674304258,snv,vaf_bin+lc,union_hc,native,>=20%,True
all,25676,4,1104,0.04299735161240069,0.04058375841761271,0.04554767126303882,0.06180869294282598,0.29800202523757596,25676,0.9570026483875993,0.9127979436049228,0.196297813761845,-0.15377842647938755,0.18137560367658515,,0.8514955600560835,,0.06944228072908552,0.08969465648854962,indel,all,union_hc,native,,
,9956,4,12,0.0012053033346725592,0.0006896392991427593,0.002105732387826917,0.012655685014061873,0.26343411008437123,9956,0.9987946966653274,0.9601245480112495,0.03175812190240338,-0.29855405838188875,0.2562274005624749,,0.7733025311370028,,0.002812374447569305,0.021394134190437928,indel,vaf_bin,union_hc,native,<5%,
,5533,4,90,0.01626604012289897,0.013252857471436414,0.019950451705462256,0.03650822338695102,0.2775167178745708,5533,0.983733959877101,0.942707392011567,0.17884023598432916,-0.23523218509994895,0.09380083137538406,,0.953370684981023,,0.03741189228266763,0.025483462859208387,indel,vaf_bin,union_hc,native,5-10%,
,4382,4,279,0.06366955727978092,0.056815560952490934,0.0712878974364877,0.0956184390689183,0.3196029210406207,4382,0.936330442720219,0.8808763121862163,0.30611270177555955,-0.08546285736136074,0.15130077590141489,,0.9285714285714286,,0.1056595162026472,0.09287996348699223,indel,vaf_bin,union_hc,native,10-20%,
,5805,4,723,0.12454780361757106,0.1163009036078706,0.1332912860049338,0.14470284237726097,0.3605081826012059,5805,0.875452196382429,0.8272179155900086,0.34170652693842113,0.04050908561227011,0.1591731266149871,,0.830318690783807,,0.18690783807062877,0.2656330749354005,indel,vaf_bin,union_hc,native,>=20%,
,2381,4,10,0.004199916001679967,0.0022829317088607745,0.007714151632890482,0.04031919361612768,0.29136917261654766,2381,0.99580008399832,0.879042419151617,0.06231882341872099,-0.23827166920958553,0.7106257874842503,,0.3914321713565729,,0.010499790004199917,0.05291894162116758,indel,vaf_bin+lc,union_hc,native,<5%,False
,7575,4,2,0.000264026402640264,7.240854905951583e-05,0.0009622428370791639,0.0039603960396039604,0.25465346534653466,7575,0.9997359735973598,0.9856105610561056,0.02164978477518141,-0.3213718149092647,0.1133993399339934,,0.8933333333333333,,0.00039603960396039607,0.011485148514851485,indel,vaf_bin+lc,union_hc,native,<5%,True
,934,4,83,0.08886509635974305,0.07226015998801533,0.10883810264825622,0.18843683083511778,0.3824946466809422,934,0.911134903640257,0.7473233404710921,0.3231680187465972,0.012936257830929674,0.291220556745182,,0.9464668094218416,,0.18950749464668093,0.10278372591006424,indel,vaf_bin+lc,union_hc,native,5-10%,False
,4599,4,7,0.0015220700152207,0.000737493527453855,0.0031386901256901163,0.005653402913676886,0.2561969993476843,4599,0.9984779299847792,0.9823874755381604,0.0610137007719452,-0.31515506168986945,0.05370732767993042,,0.9547727766905849,,0.006523157208088715,0.009784735812133072,indel,vaf_bin+lc,union_hc,native,5-10%,True
,707,4,248,0.3507779349363508,0.31649387510480553,0.38667481689853533,0.49363507779349364,0.5908769448373409,707,0.6492220650636492,0.4809052333804809,0.5994871462829373,0.31982204953378757,0.5247524752475248,,0.9123055162659123,,0.5148514851485149,0.4115983026874116,indel,vaf_bin+lc,union_hc,native,10-20%,False
,3675,4,31,0.008435374149659863,0.00594909833723567,0.011948236885739812,0.01904761904761905,0.2674149659863946,3675,0.9915646258503401,0.9578231292517007,0.12048968248300729,-0.27520794150389555,0.07945578231292517,,0.9317006802721088,,0.026938775510204082,0.03156462585034014,indel,vaf_bin+lc,union_hc,native,10-20%,True
,1447,4,523,0.3614374568071873,0.33708116063499927,0.38652750965627447,0.3946095369730477,0.5433655839668279,1447,0.6385625431928127,0.5825846579129232,0.6114155065399222,0.3489380413330473,0.39391845196959224,,0.89426399447132,,0.4346924671734623,0.45058742225293713,indel,vaf_bin+lc,union_hc,native,>=20%,False
,4358,4,200,0.04589261128958238,0.0400697977737641,0.052515286446578074,0.0617255621844883,0.29979348324919686,4358,0.9541073887104177,0.9084442404772831,0.1843136414593766,-0.14813137746317165,0.08122992198256081,,0.8090867370353373,,0.10463515374024782,0.20422212023864159,indel,vaf_bin+lc,union_hc,native,>=20%,True
all,101296,4,31315,0.3091435002369294,0.30630484136641994,0.3119966343005673,0.3596785657873954,0.5135592718369926,101296,0.6908564997630706,0.6145849786763544,0.5785633251281966,0.3000499276547142,0.4163639235507819,,0.9279932080240089,,0.37712249249723584,0.33275746327594374,snv,all,union_hc,shared4,,
,5312,4,0,0.0,5.421010862427522e-20,0.0007226436022315726,0.0030120481927710845,0.27324924698795183,5312,1.0,0.9100150602409639,0.03574617635045338,-0.29540958281414637,0.41057981927710846,,0.5843373493975904,,0.09676204819277108,0.0013177710843373493,snv,vaf_bin,union_hc,shared4,<5%,
,41159,4,401,0.00974270511917199,0.008838479753236915,0.01073843549997411,0.06304817901309556,0.2917952331203382,41159,0.990257294880828,0.9056099516509147,0.15413306889549114,-0.21062283026063613,0.11727690177118005,,0.969192643164314,,0.06827182390242717,0.012439563643431571,snv,vaf_bin,union_hc,shared4,5-10%,
,18201,4,4420,0.24284379979122026,0.23666893344274598,0.2491271927594756,0.33042140541728476,0.4833937695731004,18201,0.7571562002087797,0.6396901269161035,0.5047904998449955,0.23203385870113669,0.40135157408933575,,0.9073127850118126,,0.34915663974506894,0.2757540794461843,snv,vaf_bin,union_hc,shared4,10-20%,
,36624,4,26494,0.7234054172127566,0.7188009812804448,0.727962992468798,0.7593108344255133,0.8126296963739624,36624,0.27659458278724336,0.23219746614242026,0.8510924507754258,0.5412119992053066,0.7607852774137178,,0.9418141109654871,,0.7787789427697684,0.7691404543468764,snv,vaf_bin,union_hc,shared4,>=20%,
,2914,4,0,0.0,0.0,0.0013165413114140652,0.00549073438572409,0.2894646533973919,2914,1.0,0.8476321207961565,0.051872093302160006,-0.2750209339322759,0.4883321894303363,,0.5017158544955388,,0.16678105696636925,0.001029512697323267,snv,vaf_bin+lc,union_hc,shared4,<5%,False
,2398,4,0,0.0,0.0,0.001599380677932125,0.0,0.2535446205170976,2398,1.0,0.9858215179316097,0.005170267658211638,-0.3271788934627068,0.31609674728940784,,0.6847372810675563,,0.011676396997497914,0.0016680567139282735,snv,vaf_bin+lc,union_hc,shared4,<5%,True
,22480,4,377,0.016770462633451957,0.015172528073091532,0.018533520789096272,0.10969750889679715,0.3189168149466192,22480,0.9832295373665481,0.8508007117437723,0.19780385871564776,-0.14681867142809266,0.163567615658363,,0.9751334519572954,,0.11614768683274021,0.020818505338078292,snv,vaf_bin+lc,union_hc,shared4,5-10%,False
,18679,4,24,0.0012848653568178169,0.0008636122905266504,0.001911204320477578,0.006906151292895765,0.2591546656673269,18679,0.9987151346431822,0.9715723539804058,0.048415945885377905,-0.3097954300601186,0.061566465014187055,,0.9620429359173404,,0.010653675250281065,0.0023555864874993306,snv,vaf_bin+lc,union_hc,shared4,5-10%,True
,10143,4,4208,0.4148673962338559,0.40531297546676653,0.4244862771372336,0.559597752144336,0.6414275855269644,10143,0.5851326037661442,0.4087548062703342,0.6517167562173155,0.3525148757590232,0.5979493246573991,,0.9440993788819876,,0.5697525386966381,0.4539090998718328,snv,vaf_bin+lc,union_hc,shared4,10-20%,False
,8058,4,212,0.026309257880367337,0.02303390574567046,0.03003603627763495,0.041945892280963015,0.28446885083147183,8058,0.9736907421196327,0.930379746835443,0.147512951348146,-0.20723812524558805,0.1538843385455448,,0.8610076942169272,,0.07148175725986597,0.05150161330354927,snv,vaf_bin+lc,union_hc,shared4,10-20%,True
,28314,4,24969,0.8818605636787455,0.8780490324121029,0.8855684923009033,0.9225824680370135,0.9330190012008194,28314,0.11813943632125451,0.07236702691248145,0.9387126068048733,0.5206664086700632,0.9137175955357774,,0.9653175107720562,,0.9307409761955217,0.9222999222999223,snv,vaf_bin+lc,union_hc,shared4,>=20%,False
,8310,4,1525,0.18351383874849578,0.1753381612440569,0.19198198479753917,0.2030084235860409,0.40243682310469314,8310,0.8164861612515042,0.7767749699157641,0.43077759429985935,0.1441906324977813,0.23971119133574006,,0.8617328519855596,,0.26101083032490974,0.24729241877256317,snv,vaf_bin+lc,union_hc,shared4,>=20%,True
all,25676,4,1104,0.04299735161240069,0.04058375841761271,0.04554767126303882,0.06180869294282598,0.29800202523757596,25676,0.9570026483875993,0.9127979436049228,0.196297813761845,-0.15377842647938755,0.18137560367658515,,0.8514955600560835,,0.06944228072908552,0.08969465648854962,indel,all,union_hc,shared4,,
,9956,4,12,0.0012053033346725592,0.0006896392991427593,0.002105732387826917,0.012655685014061873,0.26343411008437123,9956,0.9987946966653274,0.9601245480112495,0.03175812190240338,-0.29855405838188875,0.2562274005624749,,0.7733025311370028,,0.002812374447569305,0.021394134190437928,indel,vaf_bin,union_hc,shared4,<5%,
,5533,4,90,0.01626604012289897,0.013252857471436414,0.019950451705462256,0.03650822338695102,0.2775167178745708,5533,0.983733959877101,0.942707392011567,0.17884023598432916,-0.23523218509994895,0.09380083137538406,,0.953370684981023,,0.03741189228266763,0.025483462859208387,indel,vaf_bin,union_hc,shared4,5-10%,
,4382,4,279,0.06366955727978092,0.056815560952490934,0.0712878974364877,0.0956184390689183,0.3196029210406207,4382,0.936330442720219,0.8808763121862163,0.30611270177555955,-0.08546285736136074,0.15130077590141489,,0.9285714285714286,,0.1056595162026472,0.09287996348699223,indel,vaf_bin,union_hc,shared4,10-20%,
,5805,4,723,0.12454780361757106,0.1163009036078706,0.1332912860049338,0.14470284237726097,0.3605081826012059,5805,0.875452196382429,0.8272179155900086,0.34170652693842113,0.04050908561227011,0.1591731266149871,,0.830318690783807,,0.18690783807062877,0.2656330749354005,indel,vaf_bin,union_hc,shared4,>=20%,
,2381,4,10,0.004199916001679967,0.0022829317088607745,0.007714151632890482,0.04031919361612768,0.29136917261654766,2381,0.99580008399832,0.879042419151617,0.06231882341872099,-0.23827166920958553,0.7106257874842503,,0.3914321713565729,,0.010499790004199917,0.05291894162116758,indel,vaf_bin+lc,union_hc,shared4,<5%,False
,7575,4,2,0.000264026402640264,7.240854905951583e-05,0.0009622428370791639,0.0039603960396039604,0.25465346534653466,7575,0.9997359735973598,0.9856105610561056,0.02164978477518141,-0.3213718149092647,0.1133993399339934,,0.8933333333333333,,0.00039603960396039607,0.011485148514851485,indel,vaf_bin+lc,union_hc,shared4,<5%,True
,934,4,83,0.08886509635974305,0.07226015998801533,0.10883810264825622,0.18843683083511778,0.3824946466809422,934,0.911134903640257,0.7473233404710921,0.3231680187465972,0.012936257830929674,0.291220556745182,,0.9464668094218416,,0.18950749464668093,0.10278372591006424,indel,vaf_bin+lc,union_hc,shared4,5-10%,False
,4599,4,7,0.0015220700152207,0.000737493527453855,0.0031386901256901163,0.005653402913676886,0.2561969993476843,4599,0.9984779299847792,0.9823874755381604,0.0610137007719452,-0.31515506168986945,0.05370732767993042,,0.9547727766905849,,0.006523157208088715,0.009784735812133072,indel,vaf_bin+lc,union_hc,shared4,5-10%,True
,707,4,248,0.3507779349363508,0.31649387510480553,0.38667481689853533,0.49363507779349364,0.5908769448373409,707,0.6492220650636492,0.4809052333804809,0.5994871462829373,0.31982204953378757,0.5247524752475248,,0.9123055162659123,,0.5148514851485149,0.4115983026874116,indel,vaf_bin+lc,union_hc,shared4,10-20%,False
,3675,4,31,0.008435374149659863,0.00594909833723567,0.011948236885739812,0.01904761904761905,0.2674149659863946,3675,0.9915646258503401,0.9578231292517007,0.12048968248300729,-0.27520794150389555,0.07945578231292517,,0.9317006802721088,,0.026938775510204082,0.03156462585034014,indel,vaf_bin+lc,union_hc,shared4,10-20%,True
,1447,4,523,0.3614374568071873,0.33708116063499927,0.38652750965627447,0.3946095369730477,0.5433655839668279,1447,0.6385625431928127,0.5825846579129232,0.6114155065399222,0.3489380413330473,0.39391845196959224,,0.89426399447132,,0.4346924671734623,0.45058742225293713,indel,vaf_bin+lc,union_hc,shared4,>=20%,False
,4358,4,200,0.04589261128958238,0.0400697977737641,0.052515286446578074,0.0617255621844883,0.29979348324919686,4358,0.9541073887104177,0.9084442404772831,0.1843136414593766,-0.14813137746317165,0.08122992198256081,,0.8090867370353373,,0.10463515374024782,0.20422212023864159,indel,vaf_bin+lc,union_hc,shared4,>=20%,True
