vtype,hypothesis,vaf_bin,threshold,n,all_agree,lo,hi,p_one_sided,supported,p_holm,supported_holm,run,flags,callerset,denom
indel,H1,>=20%,0.8,21984,0.3097707423580786,0.30369202275619656,0.31591593122763206,1.0,False,1.0,False,NS_T_1,strict,shared3,union
indel,H2,<5%,0.5,16220,0.0008014796547472256,0.00046846718086907707,0.0013708912039152928,0.0,True,0.0,True,NS_T_1,strict,shared3,union
snv,H1,>=20%,0.8,128869,0.6078886310904872,0.6052198798655125,0.6105509503980949,1.0,False,1.0,False,NS_T_1,strict,shared3,union
snv,H2,<5%,0.5,41968,0.0001667937476172322,8.079868012040824e-05,0.00034428295081538694,0.0,True,0.0,True,NS_T_1,strict,shared3,union
pooled,H1,>=20%,0.8,150853,0.5644435311196994,0.5619398275579575,0.5669439526669344,1.0,False,1.0,False,NS_T_1,strict,shared3,union
pooled,H2,<5%,0.5,58188,0.000343713480442703,0.0002225225621350997,0.0005308727201179704,0.0,True,0.0,True,NS_T_1,strict,shared3,union
indel,H1,>=20%,0.8,21450,0.27794871794871795,0.27199372234518776,0.2839832331905114,1.0,False,1.0,False,NS_380X,strict,shared3,union
indel,H2,<5%,0.5,23538,0.0072223638371994225,0.006218121663400703,0.008387424781304584,0.0,True,0.0,True,NS_380X,strict,shared3,union
snv,H1,>=20%,0.8,130495,0.48194183685198666,0.47923135700989944,0.48465337984052553,1.0,False,1.0,False,NS_380X,strict,shared3,union
snv,H2,<5%,0.5,104493,0.00035409070464050224,0.0002569176854996295,0.00048799917259860574,0.0,True,0.0,True,NS_380X,strict,shared3,union
pooled,H1,>=20%,0.8,151945,0.45314422982000063,0.4506424534680625,0.45564837531815844,1.0,False,1.0,False,NS_380X,strict,shared3,union
pooled,H2,<5%,0.5,128031,0.0016167959322351618,0.0014111719165957306,0.0018523261598640485,0.0,True,0.0,True,NS_380X,strict,shared3,union
indel,H1,>=20%,0.8,3323,0.22840806500150465,0.21445289933625372,0.2429904377322219,1.0,False,1.0,False,IL_T_1,strict,shared3,union_hc
indel,H2,<5%,0.5,9994,0.002601560936561937,0.001776054360222914,0.0038092971429685516,0.0,True,0.0,True,IL_T_1,strict,shared3,union_hc
snv,H1,>=20%,0.8,36366,0.7489138206016609,0.7444308413988024,0.7533442182065034,1.0,False,1.0,False,IL_T_1,strict,shared3,union_hc
snv,H2,<5%,0.5,9403,0.0015952355631181539,0.0009670049039620115,0.0026305319492780687,0.0,True,0.0,True,IL_T_1,strict,shared3,union_hc
pooled,H1,>=20%,0.8,39689,0.7053339716294187,0.7008291382328083,0.7097990607312136,1.0,False,1.0,False,IL_T_1,strict,shared3,union_hc
pooled,H2,<5%,0.5,19397,0.0021137289271536837,0.0015585830959151652,0.002866042454625884,0.0,True,0.0,True,IL_T_1,strict,shared3,union_hc
indel,H1,>=20%,0.8,2547,0.3027090694935218,0.28517474286008276,0.32083761963906215,1.0,False,1.0,False,NV_T_1,strict,shared3,union_hc
indel,H2,<5%,0.5,12762,0.0036828083372512145,0.002770818047772898,0.004893499195732388,0.0,True,0.0,True,NV_T_1,strict,shared3,union_hc
snv,H1,>=20%,0.8,36555,0.7478867459991794,0.7434095199107557,0.752311878165096,1.0,False,1.0,False,NV_T_1,strict,shared3,union_hc
snv,H2,<5%,0.5,11096,0.0012617159336697908,0.0007517525276221174,0.0021168883389004146,0.0,True,0.0,True,NV_T_1,strict,shared3,union_hc
pooled,H1,>=20%,0.8,39102,0.7188890593831517,0.7144119989807354,0.7233231158108904,1.0,False,1.0,False,NV_T_1,strict,shared3,union_hc
pooled,H2,<5%,0.5,23858,0.002556794366669461,0.001991142251026457,0.003282610784248026,0.0,True,0.0,True,NV_T_1,strict,shared3,union_hc
indel,H1,>=20%,0.8,3749,0.2355294745265404,0.22222151757392367,0.24937886262888276,1.0,False,1.0,False,FD_T_1,strict,shared3,union_hc
indel,H2,<5%,0.5,5799,0.000862217623728229,0.00036834229466918024,0.0020169475532301126,0.0,True,0.0,True,FD_T_1,strict,shared3,union_hc
snv,H1,>=20%,0.8,35738,0.7662991773462421,0.7618832475919263,0.7706578645365484,1.0,False,1.0,False,FD_T_1,strict,shared3,union_hc
snv,H2,<5%,0.5,3081,0.0029211295034079843,0.0015375970111069282,0.005542656257093088,0.0,True,0.0,True,FD_T_1,strict,shared3,union_hc
pooled,H1,>=20%,0.8,39487,0.7159065008737052,0.7114375113289257,0.7203334859485069,1.0,False,1.0,False,FD_T_1,strict,shared3,union_hc
pooled,H2,<5%,0.5,8880,0.0015765765765765765,0.000939396712585796,0.002644802641746332,0.0,True,0.0,True,FD_T_1,strict,shared3,union_hc
indel,H1,>=20%,0.8,3515,0.22133712660028448,0.2079212502665959,0.23536142588541806,1.0,False,1.0,False,NS_T_1,strict,shared3,union_hc
indel,H2,<5%,0.5,8695,0.0011500862564692352,0.0006248408353006505,0.0021159217057293046,0.0,True,0.0,True,NS_T_1,strict,shared3,union_hc
snv,H1,>=20%,0.8,35889,0.6994065033854384,0.6946416149542508,0.7041287085494229,1.0,False,1.0,False,NS_T_1,strict,shared3,union_hc
snv,H2,<5%,0.5,5302,0.0007544322897019992,0.0002934218681393465,0.0019383558644968776,0.0,True,0.0,True,NS_T_1,strict,shared3,union_hc
pooled,H1,>=20%,0.8,39404,0.6567607349507664,0.652057739559415,0.6614331684089733,1.0,False,1.0,False,NS_T_1,strict,shared3,union_hc
pooled,H2,<5%,0.5,13997,0.0010002143316424949,0.0005959217401609188,0.0016783314834289843,0.0,True,0.0,True,NS_T_1,strict,shared3,union_hc
indel,H1,>=20%,0.8,2384,0.2424496644295302,0.22566956137720376,0.26005843975797877,1.0,False,1.0,False,NS_380X,strict,shared3,union_hc
indel,H2,<5%,0.5,10664,0.012471867966991748,0.010534159771715542,0.014760691099692564,0.0,True,0.0,True,NS_380X,strict,shared3,union_hc
snv,H1,>=20%,0.8,34659,0.5820133298710292,0.5768118860986805,0.5871965956281783,1.0,False,1.0,False,NS_380X,strict,shared3,union_hc
snv,H2,<5%,0.5,24260,0.0006595218466611707,0.00040601684362530523,0.0010711383249625852,0.0,True,0.0,True,NS_380X,strict,shared3,union_hc
pooled,H1,>=20%,0.8,37043,0.5601598142699026,0.5550990988170261,0.565208053547209,1.0,False,1.0,False,NS_380X,strict,shared3,union_hc
pooled,H2,<5%,0.5,34924,0.004266407055320123,0.003635216587706375,0.005006641775529721,0.0,True,0.0,True,NS_380X,strict,shared3,union_hc
indel,H1,>=20%,0.8,814,0.902948402948403,0.8806793024476772,0.9214321495028447,1.2055021493872359e-15,True,2.4110042987744718e-15,True,IL_T_1,lenient,native,truth
indel,H2,<5%,0.5,102,0.24509803921568626,0.17188155492783067,0.3368175826370329,1.2259556692995322e-07,True,1.2259556692995322e-07,True,IL_T_1,lenient,native,truth
snv,H1,>=20%,0.8,28030,0.9653585444166964,0.9631531597813896,0.9674363935026666,0.0,True,0.0,True,IL_T_1,lenient,native,truth
snv,H2,<5%,0.5,1292,0.007739938080495356,0.00420957178736186,0.014188866276497828,0.0,True,0.0,True,IL_T_1,lenient,native,truth
pooled,H1,>=20%,0.8,28844,0.9635972819303842,0.9613734109884545,0.9656976850648201,0.0,True,0.0,True,IL_T_1,lenient,native,truth
pooled,H2,<5%,0.5,1394,0.025107604017216643,0.01810785997372613,0.03471748610163736,0.0,True,0.0,True,IL_T_1,lenient,native,truth
indel,H1,>=20%,0.8,814,0.8722358722358723,0.8475418528937922,0.89343305546294,3.796492976465306e-08,True,7.592985952930612e-08,True,NV_T_1,lenient,native,truth
indel,H2,<5%,0.5,102,0.37254901960784315,0.2849497607818803,0.4693998080005515,0.006460225955563098,True,0.006460225955563098,True,NV_T_1,lenient,native,truth
snv,H1,>=20%,0.8,28030,0.9660720656439529,0.9638879486552222,0.9681284515366598,0.0,True,0.0,True,NV_T_1,lenient,native,truth
snv,H2,<5%,0.5,1292,0.006191950464396285,0.0031408460999062474,0.012170794599374382,0.0,True,0.0,True,NV_T_1,lenient,native,truth
pooled,H1,>=20%,0.8,28844,0.9634239356538622,0.9611951455995631,0.9655293040672124,0.0,True,0.0,True,NV_T_1,lenient,native,truth
pooled,H2,<5%,0.5,1394,0.03299856527977044,0.02483000898149335,0.043733888745185856,0.0,True,0.0,True,NV_T_1,lenient,native,truth
indel,H1,>=20%,0.8,814,0.9164619164619164,0.8954418795885374,0.933569651543252,4.4375448930657436e-20,True,8.875089786131487e-20,True,FD_T_1,lenient,native,truth
indel,H2,<5%,0.5,102,0.18627450980392157,0.12262079699482112,0.27270121846962636,5.0791297894488576e-11,True,5.0791297894488576e-11,True,FD_T_1,lenient,native,truth
snv,H1,>=20%,0.8,28030,0.9630752764894756,0.9608034361101054,0.9652202070689078,0.0,True,0.0,True,FD_T_1,lenient,native,truth
snv,H2,<5%,0.5,1292,0.003869969040247678,0.0016541179030834905,0.009027326749328555,0.0,True,0.0,True,FD_T_1,lenient,native,truth
pooled,H1,>=20%,0.8,28844,0.9617598113992512,0.9594844510704033,0.9639121932859807,0.0,True,0.0,True,FD_T_1,lenient,native,truth
pooled,H2,<5%,0.5,1394,0.01721664275466284,0.011596500411596246,0.025490294012451523,0.0,True,0.0,True,FD_T_1,lenient,native,truth
indel,H1,>=20%,0.8,814,0.8746928746928747,0.8501750377917986,0.8956907940524369,1.2487403896701451e-08,True,2.4974807793402902e-08,True,NS_T_1,lenient,native,truth
indel,H2,<5%,0.5,102,0.24509803921568626,0.17188155492783067,0.3368175826370329,1.2259556692995322e-07,True,1.2259556692995322e-07,True,NS_T_1,lenient,native,truth
snv,H1,>=20%,0.8,28030,0.8866214769889404,0.8828566901317169,0.8902803068737505,0.0,True,0.0,True,NS_T_1,lenient,native,truth
snv,H2,<5%,0.5,1292,0.0023219814241486067,0.0007899905644007492,0.006804656723432237,0.0,True,0.0,True,NS_T_1,lenient,native,truth
pooled,H1,>=20%,0.8,28844,0.8862848426015809,0.8825696180259562,0.8898971896487061,0.0,True,0.0,True,NS_T_1,lenient,native,truth
pooled,H2,<5%,0.5,1394,0.020086083213773313,0.013933006438702312,0.02887689767673299,0.0,True,0.0,True,NS_T_1,lenient,native,truth
indel,H1,>=20%,0.8,814,0.687960687960688,0.6553114387688103,0.7188442080251832,0.9999999999999847,False,1.0,False,NS_380X,lenient,native,truth
indel,H2,<5%,0.5,102,0.39215686274509803,0.302975181892627,0.48916676092327677,0.018533383719280292,True,0.05560015115784088,False,NS_380X,lenient,native,truth
snv,H1,>=20%,0.8,28030,0.6668926150552978,0.6613523950430641,0.6723870966974154,1.0,False,1.0,False,NS_380X,lenient,native,truth
snv,H2,<5%,0.5,1292,0.0,0.0,0.0029644512409644002,0.0,True,0.0,True,NS_380X,lenient,native,truth
pooled,H1,>=20%,0.8,28844,0.6674871723755373,0.6620283523430607,0.6729013862923993,1.0,False,1.0,False,NS_380X,lenient,native,truth
pooled,H2,<5%,0.5,1394,0.028694404591104734,0.021142527893801957,0.03883670529579594,0.0,True,0.0,True,NS_380X,lenient,native,truth
indel,H1,>=20%,0.8,22579,0.31755170733867755,0.3115110949097662,0.32365439057514805,1.0,False,1.0,False,IL_T_1,lenient,native,union
indel,H2,<5%,0.5,21471,0.001490382376228401,0.0010559566128196117,0.0021031567594855674,0.0,True,0.0,True,IL_T_1,lenient,native,union
snv,H1,>=20%,0.8,186043,0.48498465408534586,0.48271399605070936,0.48725593218783786,1.0,False,1.0,False,IL_T_1,lenient,native,union
snv,H2,<5%,0.5,111435,0.0,0.0,3.4471453313821785e-05,0.0,True,0.0,True,IL_T_1,lenient,native,union
pooled,H1,>=20%,0.8,208622,0.4668635139151192,0.4647233135539872,0.4690049345703996,1.0,False,1.0,False,IL_T_1,lenient,native,union
pooled,H2,<5%,0.5,132906,0.00024077167321264652,0.00017056428654853585,0.00033986788368103556,0.0,True,0.0,True,IL_T_1,lenient,native,union
indel,H1,>=20%,0.8,20761,0.4281585665430374,0.42144170688109045,0.4349020072803845,1.0,False,1.0,False,NV_T_1,lenient,native,union
indel,H2,<5%,0.5,26343,0.002011919675055992,0.001538609994183409,0.0026304460572743327,0.0,True,0.0,True,NV_T_1,lenient,native,union
snv,H1,>=20%,0.8,201561,0.4652388110795243,0.463061971230566,0.46741697589840125,1.0,False,1.0,False,NV_T_1,lenient,native,union
snv,H2,<5%,0.5,127975,7.814026176987693e-06,1.3793688248569113e-06,4.4264573205777204e-05,0.0,True,0.0,True,NV_T_1,lenient,native,union
pooled,H1,>=20%,0.8,222322,0.46177616250303616,0.45970453377083376,0.4638491121369993,1.0,False,1.0,False,NV_T_1,lenient,native,union
pooled,H2,<5%,0.5,154318,0.0003499267745823559,0.00026822505172267164,0.0004565035917632082,0.0,True,0.0,True,NV_T_1,lenient,native,union
indel,H1,>=20%,0.8,26659,0.2785550845868187,0.2732060308347823,0.2839679478563009,1.0,False,1.0,False,FD_T_1,lenient,native,union
indel,H2,<5%,0.5,13745,0.0003637686431429611,0.00015538991344042413,0.0008513464622862748,0.0,True,0.0,True,FD_T_1,lenient,native,union
snv,H1,>=20%,0.8,163983,0.48534299287121224,0.4829243860485068,0.4877622863866891,1.0,False,1.0,False,FD_T_1,lenient,native,union
snv,H2,<5%,0.5,61231,0.0,0.0,6.27332206498393e-05,0.0,True,0.0,True,FD_T_1,lenient,native,union
pooled,H1,>=20%,0.8,190642,0.4564261810094313,0.45419117641185375,0.45866294160682547,1.0,False,1.0,False,FD_T_1,lenient,native,union
pooled,H2,<5%,0.5,74976,6.66880068288519e-05,2.8485456117914335e-05,0.00015611694569292337,0.0,True,0.0,True,FD_T_1,lenient,native,union
indel,H1,>=20%,0.8,24937,0.2801860688936119,0.27464634902292345,0.2857935014889054,1.0,False,1.0,False,NS_T_1,lenient,native,union
indel,H2,<5%,0.5,19707,0.0006596640787537424,0.0003855671802382943,0.0011283945084617046,0.0,True,0.0,True,NS_T_1,lenient,native,union
snv,H1,>=20%,0.8,166838,0.4626763686929836,0.4602847263173762,0.465069729788445,1.0,False,1.0,False,NS_T_1,lenient,native,union
snv,H2,<5%,0.5,81839,0.0,0.0,4.6937016753346216e-05,0.0,True,0.0,True,NS_T_1,lenient,native,union
pooled,H1,>=20%,0.8,191775,0.43894668230999867,0.4367268683978878,0.44116894209991314,1.0,False,1.0,False,NS_T_1,lenient,native,union
pooled,H2,<5%,0.5,101546,0.0001280207984558722,7.482080118098025e-05,0.00021903941949494358,0.0,True,0.0,True,NS_T_1,lenient,native,union
indel,H1,>=20%,0.8,23779,0.2661592161150595,0.26058007336356376,0.27181389986054866,1.0,False,1.0,False,NS_380X,lenient,native,union
indel,H2,<5%,0.5,29306,0.006073841534156828,0.005246716248163802,0.007030438485895706,0.0,True,0.0,True,NS_380X,lenient,native,union
snv,H1,>=20%,0.8,209235,0.27998183860252823,0.27806205744848483,0.2819096984737058,1.0,False,1.0,False,NS_380X,lenient,native,union
snv,H2,<5%,0.5,215502,0.0,0.0,1.7825311809137944e-05,0.0,True,0.0,True,NS_380X,lenient,native,union
pooled,H1,>=20%,0.8,233014,0.27857124464624444,0.2767546944909672,0.2803950956111085,1.0,False,1.0,False,NS_380X,lenient,native,union
pooled,H2,<5%,0.5,244808,0.0007271004215548512,0.0006278723431273082,0.0008419971561437163,0.0,True,0.0,True,NS_380X,lenient,native,union
