all,n,K,n_all_agree,all_agree,all_agree_lo,all_agree_hi,majority,mean_frac_callers,detected,detected_discord,singleton,jaccard,fleiss_kappa,rate_TNscope,rate_lancet,rate_muTect2,rate_somaticSniper,rate_strelka,vtype,grouping,purity,denom,callerset,vaf_bin,lc
,478,4,358,0.7489539748953975,0.7082014899380777,0.7857369116733246,0.8807531380753139,0.8786610878661087,456,0.2149122807017544,0.02301255230125523,0.8811156434938395,0.48000821018062373,0.8326359832635983,0.9100418410041841,0.8535564853556485,,0.9184100418410042,indel,vaf_bin,0.75,truth,native,10-20%,
,604,4,438,0.7251655629139073,0.6882239469597435,0.7592611596463801,0.8725165562913907,0.8754139072847682,586,0.2525597269624573,0.03642384105960265,0.8585792435604591,0.3915233958776755,0.8758278145695364,0.9006622516556292,0.7764900662251656,,0.9486754966887417,indel,vaf_bin,0.75,truth,native,>=20%,
,177,4,75,0.423728813559322,0.35331018743794074,0.4973877654757728,0.576271186440678,0.635593220338983,145,0.4827586206896552,0.096045197740113,0.7024330120035414,0.5202756244616709,0.4971751412429379,0.7457627118644068,0.7457627118644068,,0.5536723163841808,indel,vaf_bin+lc,0.75,truth,native,<5%,False
,19,4,3,0.15789473684210525,0.05520471638534141,0.37565475270329074,0.3157894736842105,0.39473684210526316,12,0.75,0.15789473684210525,0.49831649831649827,0.44927536231884047,0.2631578947368421,0.5263157894736842,0.42105263157894735,,0.3684210526315789,indel,vaf_bin+lc,0.75,truth,native,<5%,True
,295,4,191,0.6474576271186441,0.5913614513612184,0.6997628134691185,0.864406779661017,0.8542372881355932,288,0.3368055555555556,0.04745762711864407,0.8129582900277227,0.2967115786883227,0.7152542372881356,0.9254237288135593,0.8983050847457628,,0.8779661016949153,indel,vaf_bin+lc,0.75,truth,native,5-10%,False
,52,4,13,0.25,0.15233153863595772,0.3820645794259735,0.40384615384615385,0.47115384615384615,35,0.6285714285714286,0.11538461538461539,0.59417728753449,0.5240568954854671,0.34615384615384615,0.5576923076923077,0.5384615384615384,,0.4423076923076923,indel,vaf_bin+lc,0.75,truth,native,5-10%,True
,372,4,316,0.8494623655913979,0.8095618392662577,0.8822192133505066,0.967741935483871,0.9536290322580645,372,0.15053763440860216,0.002688172043010753,0.9191787287797272,0.09321730959749132,0.9193548387096774,0.978494623655914,0.9274193548387096,,0.989247311827957,indel,vaf_bin+lc,0.75,truth,native,10-20%,False
,106,4,42,0.39622641509433965,0.30831473858285496,0.4913965886682431,0.5754716981132075,0.6155660377358491,84,0.5,0.09433962264150944,0.6980033115307087,0.5382240713317507,0.5283018867924528,0.6698113207547169,0.5943396226415094,,0.6698113207547169,indel,vaf_bin+lc,0.75,truth,native,10-20%,True
,398,4,351,0.8819095477386935,0.8464951515912048,0.9100221099481228,0.9949748743718593,0.9692211055276382,398,0.11809045226130653,0.0,0.9400516894235486,-0.0036813169856428725,0.9874371859296482,0.964824120603015,0.9246231155778895,,1.0,indel,vaf_bin+lc,0.75,truth,native,>=20%,False
,206,4,87,0.4223300970873786,0.3569073176378995,0.49059660184569753,0.6359223300970874,0.6941747572815534,188,0.5372340425531915,0.10679611650485436,0.6676463726560321,0.35594035594035583,0.6601941747572816,0.7766990291262136,0.49029126213592233,,0.8495145631067961,indel,vaf_bin+lc,0.75,truth,native,>=20%,True
all,39446,4,32820,0.832023525832784,0.8283019780367352,0.8356804115336344,0.9290168838412006,0.9218425188865791,38318,0.1434834803486612,0.016478223394006997,0.9229196710770915,0.4864018742881794,0.9090402068650814,0.9111189981240176,0.9270901992597474,,0.94012067129747,snv,all,0.75,truth,shared4,,
,2841,4,748,0.26328757479760645,0.24742015531320324,0.27979427140653435,0.5019359380499824,0.5270151355156635,2053,0.6356551388212373,0.10242872228088701,0.6124918648902251,0.4997716588940188,0.3108060542062654,0.54839845124956,0.698345652939106,,0.5505103836677226,snv,vaf_bin,0.75,truth,shared4,<5%,
,4901,4,3122,0.6370128545194859,0.6234478994351312,0.650363193395361,0.8126912874923485,0.8201897571924097,4608,0.3224826388888889,0.04937767802489288,0.8174166124497654,0.4418635763694535,0.7418894103244236,0.7910630483574781,0.9032850438685982,,0.8445215262191389,snv,vaf_bin,0.75,truth,shared4,5-10%,
,8054,4,7036,0.8736031785448225,0.8661674402200045,0.8806826970971383,0.969704494661038,0.9566674944127141,8021,0.12280264306196235,0.008443009684628756,0.9351814977800031,0.22676104961674806,0.9692078470325304,0.9389123416935684,0.9408989322075987,,0.9776508567171591,snv,vaf_bin,0.75,truth,shared4,10-20%,
,23650,4,21914,0.9265961945031712,0.9232026451513655,0.9298511827069198,0.9905708245243129,0.9784778012684989,23636,0.0728549669994923,0.002071881606765328,0.9623494711310778,0.10884929203269827,0.9950528541226216,0.9701057082452431,0.9547991543340381,,0.9939534883720931,snv,vaf_bin,0.75,truth,shared4,>=20%,
,2710,4,723,0.26678966789667896,0.25047645369063926,0.2837631033432952,0.5040590405904058,0.5292435424354244,1960,0.6311224489795918,0.1003690036900369,0.6154152514905188,0.5022333093807624,0.3092250922509225,0.5542435424354244,0.7018450184501845,,0.551660516605166,snv,vaf_bin+lc,0.75,truth,shared4,<5%,False
,131,4,25,0.19083969465648856,0.13273840210403792,0.26655614195966865,0.4580152671755725,0.48091603053435117,93,0.7311827956989247,0.1450381679389313,0.5491213427007158,0.4444833488951135,0.3435114503816794,0.42748091603053434,0.6259541984732825,,0.5267175572519084,snv,vaf_bin+lc,0.75,truth,shared4,<5%,True
,4618,4,2992,0.6478995236032915,0.6340062454076308,0.6615469474421619,0.8215677782589865,0.8265482893027285,4347,0.311709224752703,0.045907319185794715,0.8242950066141649,0.4454221760830574,0.7442615851017756,0.8038111736682546,0.9077522737115634,,0.8503681247293201,snv,vaf_bin+lc,0.75,truth,shared4,5-10%,False
,283,4,130,0.45936395759717313,0.40223451871845495,0.5175818143368813,0.6678445229681979,0.7164310954063604,261,0.5019157088122606,0.10600706713780919,0.6961802696659835,0.369494989071605,0.7031802120141343,0.5830388692579506,0.8303886925795053,,0.7491166077738516,snv,vaf_bin+lc,0.75,truth,shared4,5-10%,True
,7557,4,6714,0.88844779674474,0.8811516201872405,0.8953492536871512,0.9780336112213841,0.9638414714833928,7536,0.10907643312101911,0.0055577610162763,0.9429289943566208,0.18713751848628618,0.9747254201402673,0.9517004102156941,0.9465396321291518,,0.9824004234484583,snv,vaf_bin+lc,0.75,truth,shared4,10-20%,False
,497,4,322,0.647887323943662,0.6049075865583323,0.6885984669264041,0.8430583501006036,0.8475855130784709,485,0.33608247422680415,0.052313883299798795,0.8098710482289078,0.31339294166805387,0.8853118712273642,0.744466800804829,0.8551307847082495,,0.9054325955734407,snv,vaf_bin+lc,0.75,truth,shared4,10-20%,True
,22173,4,20768,0.9366346457403147,0.9333517823334988,0.9397662419782317,0.9953096107878951,0.9826816398322283,22168,0.06315409599422592,0.0007666982365940559,0.9677696021382006,0.05436976274343396,0.9972940062237857,0.9769990529021784,0.9601767915933793,,0.9962567086095702,snv,vaf_bin+lc,0.75,truth,shared4,>=20%,False
,1477,4,1146,0.7758970886932972,0.7539310332093635,0.79643173192354,0.919431279620853,0.9153689911983751,1468,0.21934604904632152,0.021665538253215978,0.8788172569400983,0.23965088757396458,0.9614082599864591,0.8666215301286392,0.8740690589031821,,0.95937711577522,snv,vaf_bin+lc,0.75,truth,shared4,>=20%,True
all,1625,4,1078,0.6633846153846154,0.640047340026605,0.6859512383644754,0.8196923076923077,0.8278461538461539,1522,0.29172141918528255,0.04492307692307692,0.8350331478008856,0.4786043436518021,0.7686153846153846,0.8756923076923077,0.8061538461538461,,0.8609230769230769,indel,all,0.75,truth,shared4,,
,196,4,78,0.3979591836734694,0.332028626610804,0.4678127064336589,0.5510204081632653,0.6122448979591837,157,0.5031847133757962,0.10204081632653061,0.6879318573458324,0.5236111111111109,0.4744897959183674,0.7244897959183674,0.7142857142857143,,0.5357142857142857,indel,vaf_bin,0.75,truth,shared4,<5%,
,347,4,204,0.5878962536023055,0.5354202336082164,0.6384474734895799,0.7953890489913544,0.7968299711815562,323,0.3684210526315789,0.05763688760806916,0.7912404860687751,0.43036692188321585,0.659942363112392,0.8703170028818443,0.8443804034582133,,0.8126801152737753,indel,vaf_bin,0.75,truth,shared4,5-10%,
,478,4,358,0.7489539748953975,0.7082014899380777,0.7857369116733246,0.8807531380753139,0.8786610878661087,456,0.2149122807017544,0.02301255230125523,0.8811156434938395,0.48000821018062373,0.8326359832635983,0.9100418410041841,0.8535564853556485,,0.9184100418410042,indel,vaf_bin,0.75,truth,shared4,10-20%,
,604,4,438,0.7251655629139073,0.6882239469597435,0.7592611596463801,0.8725165562913907,0.8754139072847682,586,0.2525597269624573,0.03642384105960265,0.8585792435604591,0.3915233958776755,0.8758278145695364,0.9006622516556292,0.7764900662251656,,0.9486754966887417,indel,vaf_bin,0.75,truth,shared4,>=20%,
,177,4,75,0.423728813559322,0.35331018743794074,0.4973877654757728,0.576271186440678,0.635593220338983,145,0.4827586206896552,0.096045197740113,0.7024330120035414,0.5202756244616709,0.4971751412429379,0.7457627118644068,0.7457627118644068,,0.5536723163841808,indel,vaf_bin+lc,0.75,truth,shared4,<5%,False
,19,4,3,0.15789473684210525,0.05520471638534141,0.37565475270329074,0.3157894736842105,0.39473684210526316,12,0.75,0.15789473684210525,0.49831649831649827,0.44927536231884047,0.2631578947368421,0.5263157894736842,0.42105263157894735,,0.3684210526315789,indel,vaf_bin+lc,0.75,truth,shared4,<5%,True
,295,4,191,0.6474576271186441,0.5913614513612184,0.6997628134691185,0.864406779661017,0.8542372881355932,288,0.3368055555555556,0.04745762711864407,0.8129582900277227,0.2967115786883227,0.7152542372881356,0.9254237288135593,0.8983050847457628,,0.8779661016949153,indel,vaf_bin+lc,0.75,truth,shared4,5-10%,False
,52,4,13,0.25,0.15233153863595772,0.3820645794259735,0.40384615384615385,0.47115384615384615,35,0.6285714285714286,0.11538461538461539,0.59417728753449,0.5240568954854671,0.34615384615384615,0.5576923076923077,0.5384615384615384,,0.4423076923076923,indel,vaf_bin+lc,0.75,truth,shared4,5-10%,True
,372,4,316,0.8494623655913979,0.8095618392662577,0.8822192133505066,0.967741935483871,0.9536290322580645,372,0.15053763440860216,0.002688172043010753,0.9191787287797272,0.09321730959749132,0.9193548387096774,0.978494623655914,0.9274193548387096,,0.989247311827957,indel,vaf_bin+lc,0.75,truth,shared4,10-20%,False
,106,4,42,0.39622641509433965,0.30831473858285496,0.4913965886682431,0.5754716981132075,0.6155660377358491,84,0.5,0.09433962264150944,0.6980033115307087,0.5382240713317507,0.5283018867924528,0.6698113207547169,0.5943396226415094,,0.6698113207547169,indel,vaf_bin+lc,0.75,truth,shared4,10-20%,True
,398,4,351,0.8819095477386935,0.8464951515912048,0.9100221099481228,0.9949748743718593,0.9692211055276382,398,0.11809045226130653,0.0,0.9400516894235486,-0.0036813169856428725,0.9874371859296482,0.964824120603015,0.9246231155778895,,1.0,indel,vaf_bin+lc,0.75,truth,shared4,>=20%,False
,206,4,87,0.4223300970873786,0.3569073176378995,0.49059660184569753,0.6359223300970874,0.6941747572815534,188,0.5372340425531915,0.10679611650485436,0.6676463726560321,0.35594035594035583,0.6601941747572816,0.7766990291262136,0.49029126213592233,,0.8495145631067961,indel,vaf_bin+lc,0.75,truth,shared4,>=20%,True
all,188314,5,79920,0.4243975487749185,0.42216680304120935,0.4266313789078633,0.6414924009898362,0.6689210573828818,188314,0.5756024512250815,0.31955669785570906,0.704639099181242,0.4430847299724449,0.656568284885882,0.6181377911360812,0.539949233726648,0.8779007402529817,0.6520492369128158,snv,all,0.75,union,native,,
,9722,5,0,0.0,0.0,0.00039497444380097067,0.18175272577658919,0.3095865048343962,9722,1.0,0.6589179181238428,0.1379654686989403,-0.08353845817952767,0.0436124254268669,0.35867105533840776,0.64513474593705,0.23246245628471507,0.26805184118494135,snv,vaf_bin,0.75,union,native,<5%,
,7657,5,1,0.0001305994514823038,2.3054382059608505e-05,0.0007394543909118342,0.5882199294762962,0.5412563667232597,7657,0.9998694005485177,0.3215358495494319,0.39735168569691776,0.09836704729794737,0.5870445344129555,0.5972312916285751,0.8513778242131383,0.03487005354577511,0.6357581298158548,snv,vaf_bin,0.75,union,native,5-10%,
,23463,5,5558,0.23688360397221156,0.23148669573660274,0.24236665510030664,0.37279972723010696,0.4710309849550356,23463,0.7631163960277885,0.6018838170736905,0.5995866523862833,0.36707797189879626,0.4058730767591527,0.35822358607168736,0.3893364019946298,0.8079103268976686,0.39381153305203936,snv,vaf_bin,0.75,union,native,10-20%,
,147472,5,74361,0.5042380926548768,0.5016862091739165,0.5067897553476965,0.7173158294455897,0.7307231203211457,147472,0.49576190734512315,0.25216312249104916,0.7566392639977648,0.4637633654010819,0.7404727677118368,0.6776811869371813,0.5408077465552783,0.975358034067484,0.7192958663339482,snv,vaf_bin,0.75,union,native,>=20%,
,6568,5,0,0.0,0.0,0.0005845330939227297,0.2609622411693057,0.3555115712545676,6568,1.0,0.5194884287454324,0.14526433422997626,-0.06686213300108101,0.04902557856272838,0.5076126674786845,0.843483556638246,0.0,0.37743605359317906,snv,vaf_bin+lc,0.75,union,native,<5%,False
,3154,5,0,0.0,1.0842021724855044e-19,0.0012164824836167457,0.016804058338617627,0.21395053899809766,3154,1.0,0.9492707672796449,0.057568373309110035,-0.21807714039731693,0.032339885859226376,0.04850982878883957,0.2320862396956246,0.7165504121750158,0.04026632847178187,snv,vaf_bin+lc,0.75,union,native,<5%,True
,6020,5,1,0.00016611295681063124,2.9323617615489774e-05,0.0009403995832068847,0.7116279069767442,0.6117275747508305,6020,0.9998338870431893,0.19169435215946845,0.4346397721978657,0.04451651761415631,0.6825581395348838,0.7220930232558139,0.9046511627906977,0.0008305647840531562,0.7485049833887043,snv,vaf_bin+lc,0.75,union,native,5-10%,False
,1637,5,0,0.0,0.0,0.0023411517304390023,0.13439218081857054,0.28210140500916314,1637,1.0,0.7990226023213195,0.16049135951919408,-0.049692784708134694,0.2357971899816738,0.13805742211362249,0.6554673182651192,0.16004886988393402,0.2211362248014661,snv,vaf_bin+lc,0.75,union,native,5-10%,True
,10470,5,5298,0.5060171919770774,0.49644009805169137,0.5155898720882411,0.7822349570200573,0.7671824259789876,10470,0.49398280802292266,0.18911174785100288,0.7642167759732196,0.4053742663839283,0.8112702960840497,0.7577841451766953,0.7737344794651385,0.7014326647564469,0.7916905444126074,snv,vaf_bin+lc,0.75,union,native,10-20%,False
,12993,5,260,0.02001077503270992,0.01774093797226371,0.022564351622938166,0.042869237281613175,0.2323866697452474,12993,0.9799892249672901,0.9345031940275533,0.22995174897705714,-0.11665211804656828,0.07919649041791733,0.03625028861694759,0.07958131301470023,0.8937119987685677,0.07319325790810437,snv,vaf_bin+lc,0.75,union,native,10-20%,True
,109596,5,70306,0.6415015146538194,0.6386574183936901,0.644335691698111,0.8913737727654294,0.8612741340924851,109596,0.3584984853461805,0.08646300959889047,0.8352839533060437,0.35506434644755275,0.9047684222051899,0.8513631884375342,0.6772053724588488,0.9877915252381474,0.8852421621227052,snv,vaf_bin+lc,0.75,union,native,>=20%,False
,37876,5,4055,0.10705987960713909,0.10398583219578325,0.11021362446353983,0.21367092618016686,0.35296757841377124,37876,0.892940120392861,0.7316242475446193,0.4183923863365904,0.17746186497941344,0.2650755095575034,0.17512408913296018,0.14613475551800612,0.93938113845179,0.23912239940859648,snv,vaf_bin+lc,0.75,union,native,>=20%,True
all,25843,4,5811,0.2248577951476222,0.21980886070474245,0.22998851501495768,0.45025732306620747,0.5740626088302442,25843,0.7751422048523778,0.378864682892853,0.4654180875918367,0.14923168811715173,0.7692218395697094,0.5353480633053438,0.38749371203033706,,0.6041868204155865,indel,all,0.75,union,native,,
,1057,4,1,0.000946073793755913,0.00016702478137093323,0.005339414255417751,0.010406811731315043,0.2807473982970672,1057,0.9990539262062441,0.8883632923368022,0.03759101322366966,-0.27866827235494745,0.01229895931882687,0.1986754966887417,0.8949858088930936,,0.017029328287606435,indel,vaf_bin,0.75,union,native,<5%,
,952,4,83,0.08718487394957983,0.07088305652036775,0.1068048406234143,0.21953781512605042,0.41491596638655465,952,0.9128151260504201,0.6470588235294118,0.2857934222320009,0.014170245968077871,0.2762605042016807,0.3802521008403361,0.7615546218487395,,0.2415966386554622,indel,vaf_bin,0.75,union,native,5-10%,
,1460,4,324,0.2219178082191781,0.2013482795470151,0.24394684096817607,0.34178082191780823,0.5065068493150685,1460,0.7780821917808219,0.5376712328767124,0.43123243925967963,0.18159655799592006,0.6321917808219178,0.4363013698630137,0.5198630136986301,,0.43767123287671234,indel,vaf_bin,0.75,union,native,10-20%,
,22374,4,5403,0.24148565299007776,0.23592239000172868,0.24713767093903596,0.4879324215607401,0.5990994010905515,22374,0.7585143470099223,0.3330204701886118,0.48459048497571383,0.14834803959228152,0.8348976490569411,0.5643157236077591,0.33896486993832126,,0.6582193617591847,indel,vaf_bin,0.75,union,native,>=20%,
,550,4,1,0.0018181818181818182,0.00032102586905691233,0.01022614196690189,0.01818181818181818,0.305,550,0.9981818181818182,0.8,0.05771044402082989,-0.2487178662435175,0.00909090909090909,0.32545454545454544,0.8563636363636363,,0.02909090909090909,indel,vaf_bin+lc,0.75,union,native,<5%,False
,507,4,0,0.0,0.0,0.007519865027326377,0.0019723865877712033,0.25443786982248523,507,1.0,0.9842209072978304,0.008242264207506567,-0.3239407735531769,0.015779092702169626,0.0611439842209073,0.9368836291913215,,0.0039447731755424065,indel,vaf_bin+lc,0.75,union,native,<5%,True
,487,4,79,0.162217659137577,0.1321411644172816,0.19758130688646233,0.39014373716632444,0.5364476386036962,487,0.837782340862423,0.406570841889117,0.404686610277564,0.08961833759875351,0.4004106776180698,0.6386036960985626,0.7125256673511293,,0.3942505133470226,indel,vaf_bin+lc,0.75,union,native,5-10%,False
,465,4,4,0.008602150537634409,0.0033501480862500113,0.021906702812729103,0.04086021505376344,0.28763440860215056,465,0.9913978494623656,0.8989247311827957,0.08624771568152216,-0.23409627931581736,0.14623655913978495,0.10967741935483871,0.8129032258064516,,0.08172043010752689,indel,vaf_bin+lc,0.75,union,native,5-10%,True
,721,4,304,0.42163661581137307,0.3860997498702493,0.4580040901834789,0.6033287101248266,0.6875866851595007,721,0.5783633841886269,0.27461858529819694,0.6382209915633821,0.2795446459537962,0.8058252427184466,0.6865464632454924,0.6282940360610264,,0.6296809986130375,indel,vaf_bin+lc,0.75,union,native,10-20%,False
,739,4,20,0.02706359945872801,0.017586719102201203,0.04143187537729258,0.08660351826792964,0.32983761840324766,739,0.972936400541272,0.7943166441136671,0.13215301299298263,-0.14527670994102082,0.462787550744249,0.19215155615696888,0.4140730717185386,,0.2503382949932341,indel,vaf_bin+lc,0.75,union,native,10-20%,True
,6268,4,3134,0.5,0.4876257023138305,0.5123742976861695,0.8037651563497128,0.7947112316528399,6268,0.5,0.12492022973835354,0.7144420519500008,0.19738483076838337,0.9447989789406509,0.833918315252074,0.553286534779834,,0.8468410976388002,indel,vaf_bin+lc,0.75,union,native,>=20%,False
,16106,4,2269,0.14087917546256054,0.1355919168478161,0.14633770179122266,0.36501924748540915,0.5229728051657767,16106,0.8591208245374394,0.41400720228486276,0.3739102661298548,0.06524806488406264,0.7921271575810257,0.4593940146529244,0.25555693530361356,,0.5848131131255433,indel,vaf_bin+lc,0.75,union,native,>=20%,True
all,139243,4,85482,0.6139051873343723,0.6113449116294563,0.6164591783425293,0.832106461366101,0.8340006319886817,139243,0.38609481266562773,0.11000912074574665,0.7840161605959594,0.2679515637721783,0.8879512794179959,0.8359773920412517,0.7302341948966914,,0.8818396615987877,snv,all,0.75,union,shared4,,
,7502,4,244,0.0325246600906425,0.028743734960418123,0.036784089137530715,0.23527059450813118,0.4261863503065849,7502,0.9674753399093575,0.5630498533724341,0.22760634390766468,-0.05775436501461755,0.05651826179685417,0.46480938416422285,0.8360437216742203,,0.3473740335910424,snv,vaf_bin,0.75,union,shared4,<5%,
,7410,4,3365,0.4541160593792173,0.44280641386522024,0.46547325413456375,0.6072874493927125,0.690114709851552,7410,0.5458839406207827,0.300944669365722,0.661333229443627,0.3260977434034399,0.606612685560054,0.6171390013495277,0.879757085020243,,0.6569500674763833,snv,vaf_bin,0.75,union,shared4,5-10%,
,11141,4,7495,0.6727403285162912,0.6639693211623314,0.6813922538965647,0.7691410106812674,0.8146261556413248,11141,0.3272596714837088,0.1833767166322592,0.8099721450162692,0.43201405965397105,0.8547706669060228,0.7544206085629657,0.8199443496993088,,0.8293689973970021,snv,vaf_bin,0.75,union,shared4,10-20%,
,113190,4,74378,0.6571075183320081,0.6543369346813339,0.6598674384685843,0.8925788497217069,0.872356215213358,113190,0.34289248166799186,0.06026150720028271,0.8122819268201947,0.1948593882750435,0.9647407014753954,0.8829313543599258,0.7046028801130841,,0.9371499249050269,snv,vaf_bin,0.75,union,shared4,>=20%,
,6568,4,237,0.03608404384896468,0.03183805556890839,0.040872380587359154,0.2609622411693057,0.4443894640682095,6568,0.9639159561510353,0.5194884287454324,0.24210722371662707,-0.05008879778715319,0.04902557856272838,0.5076126674786845,0.843483556638246,,0.37743605359317906,snv,vaf_bin+lc,0.75,union,shared4,<5%,False
,934,4,7,0.007494646680942184,0.003635066601093493,0.015388893848606814,0.05460385438972163,0.2981798715203426,934,0.9925053533190579,0.8693790149892934,0.09296180022893392,-0.2159543082721764,0.10920770877944326,0.16381156316916487,0.7837259100642399,,0.13597430406852248,snv,vaf_bin+lc,0.75,union,shared4,<5%,True
,6019,4,3242,0.5386276790164479,0.5260132568410542,0.5511928265631486,0.71124771556737,0.7645788336933045,6019,0.4613723209835521,0.19156005981059976,0.7240279269370126,0.3142012447719181,0.6826715401229441,0.7222129921913939,0.9048014620368832,,0.748629340421997,snv,vaf_bin+lc,0.75,union,shared4,5-10%,False
,1391,4,123,0.0884255930984903,0.0746165679486684,0.10450160870198065,0.15744069015097054,0.36790079079798704,1391,0.9115744069015097,0.7742631200575126,0.26292395856756484,-0.004451313014410671,0.2774982027318476,0.16247304097771387,0.7713874910136592,,0.26024442846872753,snv,vaf_bin+lc,0.75,union,shared4,5-10%,True
,9202,4,7136,0.7754835905237992,0.766844188893162,0.7838930818581299,0.8772006085633558,0.891599652249511,9202,0.22451640947620083,0.08628559008911106,0.8757239588414795,0.38776931969756206,0.9230602043034123,0.8622038687241904,0.880352097370137,,0.9007824386003043,snv,vaf_bin+lc,0.75,union,shared4,10-20%,False
,1939,4,359,0.185146982980918,0.16848691313976433,0.2030521311520187,0.2563176895306859,0.4493295513151109,1939,0.814853017019082,0.6441464672511604,0.36188311042212384,0.14316873073560846,0.5306859205776173,0.24290871583290355,0.5332645693656524,,0.49045899948427024,snv,vaf_bin+lc,0.75,union,shared4,10-20%,True
,101125,4,70313,0.6953077873918417,0.6924635517105366,0.6981371852323923,0.9327861557478369,0.899142150803461,101125,0.3046922126081582,0.03152533992583436,0.8372422154549005,0.1272358066516139,0.9805587144622991,0.9226798516687268,0.7339332509270704,,0.9593967861557479,snv,vaf_bin+lc,0.75,union,shared4,>=20%,False
,12065,4,4065,0.33692498963945294,0.32854410211963003,0.3454096892673596,0.5555739743058433,0.6478450062163282,12065,0.6630750103605471,0.30111893907998344,0.5664994575471997,0.22105038341035368,0.8321591380024865,0.5497720679651885,0.45876502279320347,,0.7506837961044344,snv,vaf_bin+lc,0.75,union,shared4,>=20%,True
all,25843,4,5811,0.2248577951476222,0.21980886070474245,0.22998851501495768,0.45025732306620747,0.5740626088302442,25843,0.7751422048523778,0.378864682892853,0.4654180875918367,0.14923168811715173,0.7692218395697094,0.5353480633053438,0.38749371203033706,,0.6041868204155865,indel,all,0.75,union,shared4,,
,1057,4,1,0.000946073793755913,0.00016702478137093323,0.005339414255417751,0.010406811731315043,0.2807473982970672,1057,0.9990539262062441,0.8883632923368022,0.03759101322366966,-0.27866827235494745,0.01229895931882687,0.1986754966887417,0.8949858088930936,,0.017029328287606435,indel,vaf_bin,0.75,union,shared4,<5%,
,952,4,83,0.08718487394957983,0.07088305652036775,0.1068048406234143,0.21953781512605042,0.41491596638655465,952,0.9128151260504201,0.6470588235294118,0.2857934222320009,0.014170245968077871,0.2762605042016807,0.3802521008403361,0.7615546218487395,,0.2415966386554622,indel,vaf_bin,0.75,union,shared4,5-10%,
,1460,4,324,0.2219178082191781,0.2013482795470151,0.24394684096817607,0.34178082191780823,0.5065068493150685,1460,0.7780821917808219,0.5376712328767124,0.43123243925967963,0.18159655799592006,0.6321917808219178,0.4363013698630137,0.5198630136986301,,0.43767123287671234,indel,vaf_bin,0.75,union,shared4,10-20%,
,22374,4,5403,0.24148565299007776,0.23592239000172868,0.24713767093903596,0.4879324215607401,0.5990994010905515,22374,0.7585143470099223,0.3330204701886118,0.48459048497571383,0.14834803959228152,0.8348976490569411,0.5643157236077591,0.33896486993832126,,0.6582193617591847,indel,vaf_bin,0.75,union,shared4,>=20%,
,550,4,1,0.0018181818181818182,0.00032102586905691233,0.01022614196690189,0.01818181818181818,0.305,550,0.9981818181818182,0.8,0.05771044402082989,-0.2487178662435175,0.00909090909090909,0.32545454545454544,0.8563636363636363,,0.02909090909090909,indel,vaf_bin+lc,0.75,union,shared4,<5%,False
,507,4,0,0.0,0.0,0.007519865027326377,0.0019723865877712033,0.25443786982248523,507,1.0,0.9842209072978304,0.008242264207506567,-0.3239407735531769,0.015779092702169626,0.0611439842209073,0.9368836291913215,,0.0039447731755424065,indel,vaf_bin+lc,0.75,union,shared4,<5%,True
,487,4,79,0.162217659137577,0.1321411644172816,0.19758130688646233,0.39014373716632444,0.5364476386036962,487,0.837782340862423,0.406570841889117,0.404686610277564,0.08961833759875351,0.4004106776180698,0.6386036960985626,0.7125256673511293,,0.3942505133470226,indel,vaf_bin+lc,0.75,union,shared4,5-10%,False
,465,4,4,0.008602150537634409,0.0033501480862500113,0.021906702812729103,0.04086021505376344,0.28763440860215056,465,0.9913978494623656,0.8989247311827957,0.08624771568152216,-0.23409627931581736,0.14623655913978495,0.10967741935483871,0.8129032258064516,,0.08172043010752689,indel,vaf_bin+lc,0.75,union,shared4,5-10%,True
,721,4,304,0.42163661581137307,0.3860997498702493,0.4580040901834789,0.6033287101248266,0.6875866851595007,721,0.5783633841886269,0.27461858529819694,0.6382209915633821,0.2795446459537962,0.8058252427184466,0.6865464632454924,0.6282940360610264,,0.6296809986130375,indel,vaf_bin+lc,0.75,union,shared4,10-20%,False
,739,4,20,0.02706359945872801,0.017586719102201203,0.04143187537729258,0.08660351826792964,0.32983761840324766,739,0.972936400541272,0.7943166441136671,0.13215301299298263,-0.14527670994102082,0.462787550744249,0.19215155615696888,0.4140730717185386,,0.2503382949932341,indel,vaf_bin+lc,0.75,union,shared4,10-20%,True
,6268,4,3134,0.5,0.4876257023138305,0.5123742976861695,0.8037651563497128,0.7947112316528399,6268,0.5,0.12492022973835354,0.7144420519500008,0.19738483076838337,0.9447989789406509,0.833918315252074,0.553286534779834,,0.8468410976388002,indel,vaf_bin+lc,0.75,union,shared4,>=20%,False
,16106,4,2269,0.14087917546256054,0.1355919168478161,0.14633770179122266,0.36501924748540915,0.5229728051657767,16106,0.8591208245374394,0.41400720228486276,0.3739102661298548,0.06524806488406264,0.7921271575810257,0.4593940146529244,0.25555693530361356,,0.5848131131255433,indel,vaf_bin+lc,0.75,union,shared4,>=20%,True
all,70712,5,27858,0.39396424934947394,0.390368638842219,0.3975713801034301,0.5236734924765245,0.5910453671229777,70712,0.6060357506505261,0.4560612060187804,0.6968364329858616,0.4777393881641917,0.5160793076139835,0.5250452539880077,0.5651516008598257,0.8092402986763209,0.5397103744767507,snv,all,0.75,union_hc,native,,
