all,n,K,n_all_agree,all_agree,all_agree_lo,all_agree_hi,majority,mean_frac_callers,detected,detected_discord,singleton,jaccard,fleiss_kappa,rate_TNscope,rate_lancet,rate_muTect2,rate_somaticSniper,rate_strelka,vtype,grouping,purity,denom,callerset,vaf_bin,lc
all,1625,4,1148,0.7064615384615385,0.6838543358939059,0.7280949034665746,0.8633846153846154,0.8613846153846154,1552,0.2603092783505155,0.03446153846153846,0.8556448181537039,0.43951066257867893,0.8295384615384616,0.8910769230769231,0.8178461538461539,,0.9070769230769231,indel,all,1.0,truth,shared4,,
,102,4,38,0.37254901960784315,0.2849497607818803,0.4693998080005515,0.5,0.571078431372549,79,0.5189873417721519,0.13725490196078433,0.6747389261289342,0.543053341508277,0.46078431372549017,0.6568627450980392,0.6666666666666666,,0.5,indel,vaf_bin,1.0,truth,shared4,<5%,
,287,4,179,0.6236933797909407,0.5663585849107851,0.6777606692281923,0.8222996515679443,0.8292682926829268,273,0.3443223443223443,0.0313588850174216,0.8028563920566532,0.3642456982793116,0.6898954703832753,0.8954703832752613,0.8780487804878049,,0.8536585365853658,indel,vaf_bin,1.0,truth,shared4,5-10%,
,422,4,319,0.7559241706161137,0.712753487240162,0.7944775385932092,0.8957345971563981,0.8868483412322274,405,0.2123456790123457,0.023696682464454975,0.8844717542810256,0.45883622976027644,0.8436018957345972,0.9146919431279621,0.8649289099526066,,0.9241706161137441,indel,vaf_bin,1.0,truth,shared4,10-20%,
,814,4,612,0.7518427518427518,0.7210328769918327,0.7802867804772434,0.9066339066339066,0.8958845208845209,795,0.23018867924528302,0.028255528255528257,0.8745174084412373,0.36012437179535167,0.9176904176904177,0.9066339066339066,0.7911547911547911,,0.9680589680589681,indel,vaf_bin,1.0,truth,shared4,>=20%,
,89,4,36,0.4044943820224719,0.3085343968169969,0.5083577522730738,0.4943820224719101,0.5646067415730337,66,0.45454545454545453,0.12359550561797752,0.7186840552733108,0.6152998448617127,0.47191011235955055,0.6404494382022472,0.6404494382022472,,0.5056179775280899,indel,vaf_bin+lc,1.0,truth,shared4,<5%,False
,13,4,2,0.15384615384615385,0.043258178358081184,0.4223463101948254,0.5384615384615384,0.6153846153846154,13,0.8461538461538461,0.23076923076923078,0.44486531986531985,0.024999999999999894,0.38461538461538464,0.7692307692307693,0.8461538461538461,,0.46153846153846156,indel,vaf_bin+lc,1.0,truth,shared4,<5%,True
,255,4,167,0.6549019607843137,0.5946425229003536,0.7105636073692385,0.8549019607843137,0.8519607843137255,246,0.32113821138211385,0.03137254901960784,0.8192840782753992,0.33409033752733946,0.7137254901960784,0.9176470588235294,0.8980392156862745,,0.8784313725490196,indel,vaf_bin+lc,1.0,truth,shared4,5-10%,False
,32,4,12,0.375,0.22933887309454212,0.5474559264692255,0.5625,0.6484375,27,0.5555555555555556,0.03125,0.6500252525252526,0.3945560017849173,0.5,0.71875,0.71875,,0.65625,indel,vaf_bin+lc,1.0,truth,shared4,5-10%,True
,342,4,285,0.8333333333333334,0.7901792317133285,0.8690823871147644,0.9707602339181286,0.9488304093567251,342,0.16666666666666666,0.008771929824561403,0.9125253997822934,0.10666960158485617,0.9152046783625731,0.97953216374269,0.9210526315789473,,0.97953216374269,indel,vaf_bin+lc,1.0,truth,shared4,10-20%,False
,80,4,34,0.425,0.3225656178960177,0.5343071015343113,0.575,0.621875,63,0.4603174603174603,0.0875,0.7201007869045951,0.570303307169456,0.5375,0.6375,0.625,,0.6875,indel,vaf_bin+lc,1.0,truth,shared4,10-20%,True
,556,4,492,0.8848920863309353,0.8556824183178023,0.9088197335978166,0.9910071942446043,0.9689748201438849,556,0.11510791366906475,0.0,0.9408096778724976,0.01783740766894185,0.9928057553956835,0.9658273381294964,0.9172661870503597,,1.0,indel,vaf_bin+lc,1.0,truth,shared4,>=20%,False
,258,4,120,0.46511627906976744,0.4052116442137428,0.5260444674766287,0.7248062015503876,0.7383720930232558,239,0.497907949790795,0.08914728682170543,0.7076643241054609,0.35460289686011465,0.7558139534883721,0.7790697674418605,0.5193798449612403,,0.8992248062015504,indel,vaf_bin+lc,1.0,truth,shared4,>=20%,True
all,209002,5,80998,0.38754653065520905,0.38545993838767284,0.38963725663851817,0.5873197385670951,0.6294437373805035,209002,0.612453469344791,0.3696950268418484,0.6769759809299781,0.4370004492356081,0.5889273786853715,0.5675878699725362,0.4930287748442599,0.8856470273011742,0.6120276360991761,snv,all,1.0,union,native,,
